No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Density ( g/cm3 ), Density (Predictive Value), Density (Residual)
1167, GJ03-046444, J. Non-Crystalline Solids, 1983, v. 056  p. 0147, 40.0, 24.0, , 36.0, , 2783.0, , 
1168, GJ03-046445, J. Non-Crystalline Solids, 1983, v. 056  p. 0147, 40.0, 24.0, , 36.0, , 2786.0, , 
1169, GJ03-046703, J. Ceramic Soc. Japan, 1977, v. 085  p. 0294, 71.33, , , 13.01, 15.65, 2520.0, , 
1170, GJ03-046704, J. Ceramic Soc. Japan, 1977, v. 085  p. 0294, 43.1, 12.17, , 44.72, , 2880.0, , 
1171, GJ02-046798, J. Ceramic Soc. Japan, 1977, v. 085  p. 0330, 80.0, , , , 20.0, 2390.0, , 
1172, GJ02-046820, J. Ceramic Soc. Japan, 1977, v. 085  p. 0330, 70.0, , , , 30.0, 2469.0, , 
1173, GB02-047692, Handbook of Glass Data, 1983, v. 00A  p. 0213, 91.84, , , , 8.16, 2268.0, , 
1174, GB02-047693, Handbook of Glass Data, 1983, v. 00A  p. 0213, 88.49, , , , 11.51, 2297.0, , 
1175, GB02-047694, Handbook of Glass Data, 1983, v. 00A  p. 0213, 85.43, , , , 14.57, 2330.0, , 
1176, GB02-047695, Handbook of Glass Data, 1983, v. 00A  p. 0213, 82.79, , , , 17.21, 2356.0, , 
1177, GB02-047696, Handbook of Glass Data, 1983, v. 00A  p. 0213, 80.42, , , , 19.58, 2380.0, , 
1178, GB02-047697, Handbook of Glass Data, 1983, v. 00A  p. 0213, 77.84, , , , 22.16, 2402.0, , 
1179, GB02-047698, Handbook of Glass Data, 1983, v. 00A  p. 0213, 75.23, , , , 24.77, 2423.0, , 
1180, GB02-047699, Handbook of Glass Data, 1983, v. 00A  p. 0213, 74.19, , , , 25.81, 2429.0, , 
1181, GB02-047700, Handbook of Glass Data, 1983, v. 00A  p. 0213, 73.41, , , , 26.59, 2440.0, , 
1182, GB02-047701, Handbook of Glass Data, 1983, v. 00A  p. 0213, 70.91, , , , 29.09, 2456.0, , 
1183, GB02-047702, Handbook of Glass Data, 1983, v. 00A  p. 0213, 67.79, , , , 32.21, 2479.0, , 
1184, GB02-047703, Handbook of Glass Data, 1983, v. 00A  p. 0213, 65.05, , , , 34.95, 2494.0, , 
1185, GB02-047704, Handbook of Glass Data, 1983, v. 00A  p. 0213, 61.45, , , , 38.55, 2515.0, , 
1186, GB02-047705, Handbook of Glass Data, 1983, v. 00A  p. 0213, 56.18, , , , 43.82, 2542.0, , 
1187, GB02-047706, Handbook of Glass Data, 1983, v. 00A  p. 0213, 51.92, , , , 48.08, 2557.0, , 
1188, GB02-047707, Handbook of Glass Data, 1983, v. 00A  p. 0213, 95.14, , , , 4.86, 2240.0, , 
1189, GB02-047708, Handbook of Glass Data, 1983, v. 00A  p. 0213, 90.28, , , , 9.72, 2291.0, , 
1190, GB02-047709, Handbook of Glass Data, 1983, v. 00A  p. 0213, 86.5, , , , 13.5, 2329.0, , 
1191, GB02-047710, Handbook of Glass Data, 1983, v. 00A  p. 0213, 85.53, , , , 14.47, 2334.0, , 
1192, GB02-047711, Handbook of Glass Data, 1983, v. 00A  p. 0213, 82.5, , , , 17.5, 2369.0, , 
1193, GB02-047712, Handbook of Glass Data, 1983, v. 00A  p. 0213, 80.83, , , , 19.17, 2383.0, , 
1194, GB02-047713, Handbook of Glass Data, 1983, v. 00A  p. 0213, 78.0, , , , 22.0, 2414.0, , 
1195, GB02-047714, Handbook of Glass Data, 1983, v. 00A  p. 0213, 75.76, , , , 24.24, 2429.0, , 
1196, GB02-047715, Handbook of Glass Data, 1983, v. 00A  p. 0213, 75.58, , , , 24.42, 2431.0, , 
1197, GB02-047716, Handbook of Glass Data, 1983, v. 00A  p. 0213, 73.29, , , , 26.71, 2449.0, , 
1198, GB02-047717, Handbook of Glass Data, 1983, v. 00A  p. 0213, 71.44, , , , 28.56, 2459.0, , 
1199, GB02-047718, Handbook of Glass Data, 1983, v. 00A  p. 0213, 68.24, , , , 31.76, 2484.0, , 
1200, GB02-047719, Handbook of Glass Data, 1983, v. 00A  p. 0213, 66.83, , , , 33.17, 2491.0, , 
1201, GB02-047720, Handbook of Glass Data, 1983, v. 00A  p. 0213, 65.45, , , , 34.55, 2498.0, , 
1202, GB02-047721, Handbook of Glass Data, 1983, v. 00A  p. 0213, 65.21, , , , 34.79, 2500.0, , 
1203, GB02-047722, Handbook of Glass Data, 1983, v. 00A  p. 0213, 62.22, , , , 37.78, 2515.0, , 
1204, GB02-047723, Handbook of Glass Data, 1983, v. 00A  p. 0213, 61.08, , , , 38.92, 2521.0, , 
1205, GB02-047724, Handbook of Glass Data, 1983, v. 00A  p. 0213, 56.44, , , , 43.56, 2546.0, , 
1206, GB02-047725, Handbook of Glass Data, 1983, v. 00A  p. 0213, 51.57, , , , 48.43, 2563.0, , 
1207, GB02-047726, Handbook of Glass Data, 1983, v. 00A  p. 0213, 48.71, , , , 51.29, 2575.0, , 
1208, GB02-047727, Handbook of Glass Data, 1983, v. 00A  p. 0214, 80.4, , , , 19.6, 2235.0, , 
1209, GB02-047728, Handbook of Glass Data, 1983, v. 00A  p. 0214, 70.55, , , , 29.45, 2215.0, , 
1210, GB02-047729, Handbook of Glass Data, 1983, v. 00A  p. 0214, 55.2, , , , 44.8, 2205.0, , 
1211, GB02-047730, Handbook of Glass Data, 1983, v. 00A  p. 0214, 50.6, , , , 49.4, 2180.0, , 
1212, GB02-047731, Handbook of Glass Data, 1983, v. 00A  p. 0214, 45.4, , , , 54.6, 2160.0, , 
1213, GB02-047732, Handbook of Glass Data, 1983, v. 00A  p. 0214, 39.8, , , , 60.2, 2190.0, , 
1214, GB02-047740, Handbook of Glass Data, 1983, v. 00A  p. 0215, 86.49, , , , 13.51, 2323.0, , 
1215, GB02-047741, Handbook of Glass Data, 1983, v. 00A  p. 0215, 85.54, , , , 14.46, 2331.0, , 
1216, GB02-047742, Handbook of Glass Data, 1983, v. 00A  p. 0215, 83.16, , , , 16.84, 2355.0, , 
1217, GB02-047743, Handbook of Glass Data, 1983, v. 00A  p. 0215, 82.0, , , , 18.0, 2368.0, , 
1218, GB02-047744, Handbook of Glass Data, 1983, v. 00A  p. 0215, 79.13, , , , 20.87, 2395.0, , 
1219, GB02-047745, Handbook of Glass Data, 1983, v. 00A  p. 0215, 78.38, , , , 21.62, 2401.0, , 
1220, GB02-047746, Handbook of Glass Data, 1983, v. 00A  p. 0215, 77.25, , , , 22.75, 2414.0, , 
1221, GB02-047747, Handbook of Glass Data, 1983, v. 00A  p. 0215, 77.2, , , , 22.8, 2413.0, , 
1222, GB02-047748, Handbook of Glass Data, 1983, v. 00A  p. 0215, 77.15, , , , 22.85, 2413.0, , 
1223, GB02-047749, Handbook of Glass Data, 1983, v. 00A  p. 0215, 75.86, , , , 24.14, 2426.0, , 
1224, GB02-047750, Handbook of Glass Data, 1983, v. 00A  p. 0215, 75.27, , , , 24.73, 2433.0, , 
1225, GB02-047751, Handbook of Glass Data, 1983, v. 00A  p. 0215, 74.75, , , , 25.25, 2438.0, , 
1226, GB02-047752, Handbook of Glass Data, 1983, v. 00A  p. 0215, 74.51, , , , 25.49, 2439.0, , 
1227, GB02-047753, Handbook of Glass Data, 1983, v. 00A  p. 0215, 73.61, , , , 26.39, 2442.0, , 
1228, GB02-047754, Handbook of Glass Data, 1983, v. 00A  p. 0215, 72.94, , , , 27.06, 2451.0, , 
1229, GB02-047755, Handbook of Glass Data, 1983, v. 00A  p. 0215, 72.77, , , , 27.23, 2452.0, , 
1230, GB02-047756, Handbook of Glass Data, 1983, v. 00A  p. 0215, 71.73, , , , 28.27, 2454.0, , 
1231, GB02-047757, Handbook of Glass Data, 1983, v. 00A  p. 0215, 71.08, , , , 28.92, 2462.0, , 
1232, GB02-047758, Handbook of Glass Data, 1983, v. 00A  p. 0215, 70.3, , , , 29.7, 2465.0, , 
1233, GB02-047759, Handbook of Glass Data, 1983, v. 00A  p. 0215, 69.76, , , , 30.24, 2471.0, , 
1234, GB02-047760, Handbook of Glass Data, 1983, v. 00A  p. 0215, 69.47, , , , 30.53, 2469.0, , 
1235, GB02-047761, Handbook of Glass Data, 1983, v. 00A  p. 0215, 68.77, , , , 31.23, 2477.0, , 
1236, GB02-047762, Handbook of Glass Data, 1983, v. 00A  p. 0215, 68.03, , , , 31.97, 2482.0, , 
1237, GB02-047763, Handbook of Glass Data, 1983, v. 00A  p. 0215, 67.9, , , , 32.1, 2482.0, , 
1238, GB02-047764, Handbook of Glass Data, 1983, v. 00A  p. 0215, 67.75, , , , 32.25, 2483.0, , 
1239, GB02-047765, Handbook of Glass Data, 1983, v. 00A  p. 0215, 67.26, , , , 32.74, 2486.0, , 
1240, GB02-047766, Handbook of Glass Data, 1983, v. 00A  p. 0215, 67.21, , , , 32.79, 2487.0, , 
1241, GB02-047767, Handbook of Glass Data, 1983, v. 00A  p. 0215, 66.85, , , , 33.15, 2490.0, , 
1242, GB02-047768, Handbook of Glass Data, 1983, v. 00A  p. 0215, 66.41, , , , 33.59, 2491.0, , 
1243, GB02-047769, Handbook of Glass Data, 1983, v. 00A  p. 0215, 66.02, , , , 33.98, 2493.0, , 
1244, GB02-047770, Handbook of Glass Data, 1983, v. 00A  p. 0215, 65.41, , , , 34.59, 2498.0, , 
1245, GB02-047771, Handbook of Glass Data, 1983, v. 00A  p. 0215, 64.71, , , , 35.29, 2503.0, , 
1246, GB02-047772, Handbook of Glass Data, 1983, v. 00A  p. 0215, 64.31, , , , 35.69, 2506.0, , 
1247, GB02-047773, Handbook of Glass Data, 1983, v. 00A  p. 0215, 63.85, , , , 36.15, 2508.0, , 
1248, GB02-047774, Handbook of Glass Data, 1983, v. 00A  p. 0215, 63.78, , , , 36.22, 2508.0, , 
1249, GB02-047775, Handbook of Glass Data, 1983, v. 00A  p. 0215, 63.58, , , , 36.42, 2508.0, , 
1250, GB02-047776, Handbook of Glass Data, 1983, v. 00A  p. 0215, 63.5, , , , 36.5, 2509.0, , 
1251, GB02-047777, Handbook of Glass Data, 1983, v. 00A  p. 0215, 63.49, , , , 36.51, 2505.0, , 
1252, GB02-047778, Handbook of Glass Data, 1983, v. 00A  p. 0215, 63.3, , , , 36.7, 2511.0, , 
1253, GB02-047779, Handbook of Glass Data, 1983, v. 00A  p. 0215, 62.5, , , , 37.5, 2515.0, , 
1254, GB02-047780, Handbook of Glass Data, 1983, v. 00A  p. 0215, 61.9, , , , 38.1, 2517.0, , 
1255, GB02-047781, Handbook of Glass Data, 1983, v. 00A  p. 0215, 60.71, , , , 39.29, 2524.0, , 
1256, GB02-047782, Handbook of Glass Data, 1983, v. 00A  p. 0215, 60.45, , , , 39.55, 2526.0, , 
1257, GB02-047783, Handbook of Glass Data, 1983, v. 00A  p. 0215, 60.43, , , , 39.57, 2526.0, , 
1258, GB02-047784, Handbook of Glass Data, 1983, v. 00A  p. 0215, 59.79, , , , 40.21, 2529.0, , 
1259, GB02-047785, Handbook of Glass Data, 1983, v. 00A  p. 0215, 59.72, , , , 40.28, 2525.0, , 
1260, GB02-047786, Handbook of Glass Data, 1983, v. 00A  p. 0215, 58.2, , , , 41.8, 2533.0, , 
1261, GB02-047787, Handbook of Glass Data, 1983, v. 00A  p. 0215, 54.39, , , , 45.61, 2556.0, , 
1262, GB02-047788, Handbook of Glass Data, 1983, v. 00A  p. 0215, 53.37, , , , 46.63, 2562.0, , 
1263, GB02-047789, Handbook of Glass Data, 1983, v. 00A  p. 0215, 52.39, , , , 47.61, 2568.0, , 
1264, GB02-047863, Handbook of Glass Data, 1983, v. 00A  p. 0217, 85.3, , , , 14.7, 2246.0, , 
1265, GB02-047864, Handbook of Glass Data, 1983, v. 00A  p. 0217, 84.3, , , , 15.7, 2345.0, , 
1266, GB02-047865, Handbook of Glass Data, 1983, v. 00A  p. 0217, 76.6, , , , 23.4, 2431.0, , 
1267, GB02-047866, Handbook of Glass Data, 1983, v. 00A  p. 0217, 76.0, , , , 24.0, 2437.0, , 
1268, GB02-047867, Handbook of Glass Data, 1983, v. 00A  p. 0217, 75.1, , , , 24.9, 2439.0, , 
1269, GB02-047868, Handbook of Glass Data, 1983, v. 00A  p. 0217, 65.3, , , , 34.7, 2501.0, , 
1270, GB02-047869, Handbook of Glass Data, 1983, v. 00A  p. 0217, 65.1, , , , 34.9, 2501.0, , 
1271, GB02-047870, Handbook of Glass Data, 1983, v. 00A  p. 0217, 65.0, , , , 35.0, 2512.0, , 
1272, GB02-047871, Handbook of Glass Data, 1983, v. 00A  p. 0217, 63.1, , , , 36.9, 2508.0, , 
1273, GB02-047872, Handbook of Glass Data, 1983, v. 00A  p. 0217, 61.4, , , , 38.6, 2525.0, , 
1274, GB02-047873, Handbook of Glass Data, 1983, v. 00A  p. 0217, 60.2, , , , 39.8, 2523.0, , 
1275, GB02-047898, Handbook of Glass Data, 1983, v. 00A  p. 0218, 50.8, , , , 49.2, 2242.0, , 
1276, GB02-047913, Handbook of Glass Data, 1983, v. 00A  p. 0219, 79.7, , , , 20.3, 2384.0, , 
1277, GB02-047914, Handbook of Glass Data, 1983, v. 00A  p. 0219, 76.0, , , , 24.0, 2420.0, , 
1278, GB02-047915, Handbook of Glass Data, 1983, v. 00A  p. 0219, 68.9, , , , 31.1, 2472.0, , 
1279, GB02-047916, Handbook of Glass Data, 1983, v. 00A  p. 0219, 66.2, , , , 33.8, 2491.0, , 
1280, GB02-047917, Handbook of Glass Data, 1983, v. 00A  p. 0219, 62.8, , , , 37.2, 2507.0, , 
1281, GB02-047978, Handbook of Glass Data, 1983, v. 00A  p. 0221, 85.7, , , , 14.3, 2328.0, , 
1282, GB02-047979, Handbook of Glass Data, 1983, v. 00A  p. 0221, 80.0, , , , 20.0, 2391.0, , 
1283, GB02-047980, Handbook of Glass Data, 1983, v. 00A  p. 0221, 75.0, , , , 25.0, 2435.0, , 
1284, GB02-047981, Handbook of Glass Data, 1983, v. 00A  p. 0221, 72.2, , , , 27.8, 2451.0, , 
1285, GB02-047982, Handbook of Glass Data, 1983, v. 00A  p. 0221, 69.7, , , , 30.3, 2470.0, , 
1286, GB02-047983, Handbook of Glass Data, 1983, v. 00A  p. 0221, 66.7, , , , 33.3, 2486.0, , 
1287, GB02-047984, Handbook of Glass Data, 1983, v. 00A  p. 0221, 62.9, , , , 37.1, 2508.0, , 
1288, GB02-047985, Handbook of Glass Data, 1983, v. 00A  p. 0221, 58.3, , , , 41.7, 2533.0, , 
1289, GB02-047986, Handbook of Glass Data, 1983, v. 00A  p. 0221, 50.0, , , , 50.0, 2562.0, , 
1290, GB02-047996, Handbook of Glass Data, 1983, v. 00A  p. 0222, 43.9, , , , 56.1, 2551.0, , 
1291, GB02-047997, Handbook of Glass Data, 1983, v. 00A  p. 0222, 40.9, , , , 59.1, 2536.0, , 
1292, GB02-048054, Handbook of Glass Data, 1983, v. 00A  p. 0224, 92.2, , , , 7.8, 2260.0, , 
1293, GB02-048055, Handbook of Glass Data, 1983, v. 00A  p. 0224, 84.9, , , , 15.1, 2338.0, , 
1294, GB02-048056, Handbook of Glass Data, 1983, v. 00A  p. 0224, 69.8, , , , 30.2, 2472.0, , 
1295, GB02-048057, Handbook of Glass Data, 1983, v. 00A  p. 0224, 55.8, , , , 44.2, 2535.0, , 
1296, GB02-048074, Handbook of Glass Data, 1983, v. 00A  p. 0226, 85.0, , , , 15.0, 2330.0, , 
1297, GB02-048078, Handbook of Glass Data, 1983, v. 00A  p. 0226, 90.29, , , , 9.7, 2280.0, , 
1298, GB02-048079, Handbook of Glass Data, 1983, v. 00A  p. 0226, 81.99, , , , 18.0, 2356.0, , 
1299, GB02-048080, Handbook of Glass Data, 1983, v. 00A  p. 0226, 74.99, , , , 25.0, 2427.0, , 
1300, GB02-048081, Handbook of Glass Data, 1983, v. 00A  p. 0226, 64.24, , , , 35.75, 2498.0, , 
1301, GB02-048086, Handbook of Glass Data, 1983, v. 00A  p. 0226, 75.38, , , , 24.62, 2426.0, , 
1302, GB02-048089, Handbook of Glass Data, 1983, v. 00A  p. 0227, 50.0, , , , 50.0, 2190.0, , 
1303, GB02-048090, Handbook of Glass Data, 1983, v. 00A  p. 0227, 60.0, , , , 40.0, 2199.0, , 
1304, GB02-048091, Handbook of Glass Data, 1983, v. 00A  p. 0227, 66.7, , , , 33.3, 2209.0, , 
1305, GB02-048092, Handbook of Glass Data, 1983, v. 00A  p. 0227, 80.0, , , , 20.0, 2193.0, , 
1306, GB02-048093, Handbook of Glass Data, 1983, v. 00A  p. 0227, 80.0, , , , 20.0, 2198.0, , 
1307, GB02-048119, Handbook of Glass Data, 1983, v. 00A  p. 0231, 40.0, , , , 60.0, 2095.0, , 
1308, GB02-048120, Handbook of Glass Data, 1983, v. 00A  p. 0231, 60.0, , , , 40.0, 2184.0, , 
1309, GB02-048121, Handbook of Glass Data, 1983, v. 00A  p. 0231, 75.0, , , , 25.0, 2203.0, , 
1310, GB02-048122, Handbook of Glass Data, 1983, v. 00A  p. 0231, 80.0, , , , 20.0, 2206.0, , 
1311, GB02-048158, Handbook of Glass Data, 1983, v. 00A  p. 0234, 95.0, , , , 5.0, 2237.0, , 
1312, GB02-048159, Handbook of Glass Data, 1983, v. 00A  p. 0234, 92.5, , , , 7.5, 2264.0, , 
1313, GB02-048160, Handbook of Glass Data, 1983, v. 00A  p. 0234, 91.0, , , , 9.0, 2270.0, , 
1314, GB02-048161, Handbook of Glass Data, 1983, v. 00A  p. 0234, 88.9, , , , 11.1, 2290.0, , 
1315, GB02-048162, Handbook of Glass Data, 1983, v. 00A  p. 0234, 87.0, , , , 13.0, 2314.0, , 
1316, GB02-048163, Handbook of Glass Data, 1983, v. 00A  p. 0234, 82.4, , , , 17.6, 2359.0, , 
1317, GB02-048164, Handbook of Glass Data, 1983, v. 00A  p. 0234, 75.0, , , , 25.0, 2441.0, , 
1318, GB02-048194, Handbook of Glass Data, 1983, v. 00A  p. 0235, 66.67, , , , 33.33, 2495.0, , 
1319, GB02-048200, Handbook of Glass Data, 1983, v. 00A  p. 0235, 88.9, , , , 11.1, 2297.0, , 
1320, GB02-048201, Handbook of Glass Data, 1983, v. 00A  p. 0235, 80.0, , , , 20.0, 2384.0, , 
1321, GB02-048202, Handbook of Glass Data, 1983, v. 00A  p. 0235, 66.7, , , , 33.3, 2488.0, , 
1322, GB02-048203, Handbook of Glass Data, 1983, v. 00A  p. 0235, 50.0, , , , 50.0, 2540.0, , 
1323, GP02-049087, Japanese Patent    Schott AG (DE), 1979, A090318, 71.87, 0.46, 5.13, 9.17, 13.36, 2490.0, , 
1324, GC02-051349, Corning Inc. (US),     , 0080, 72.0, 0.58, 5.88, 5.28, 16.25, 2470.0, , 
1325, GC02-052104, AGC (J), , Sunlux-TBL35, 71.39, 1.17, 4.43, 9.56, 13.45, 2500.0, , 
1326, GC02-052105, AGC (J), , Sunlux-TGR25, 71.39, 1.17, 4.43, 9.56, 13.45, 2500.0, , 
1327, GC02-052106, AGC (J), , Sunlux-TGL12, 71.39, 1.17, 4.43, 9.56, 13.45, 2500.0, , 
1328, GC02-052107, AGC (J), , SunCut-P-Bronze, 71.39, 1.17, 4.43, 9.56, 13.45, 2500.0, , 
1329, GC02-052108, AGC (J), , SunCut-P-Grey, 71.39, 1.17, 4.43, 9.56, 13.45, 2500.0, , 
1330, GC02-052109, AGC (J), , SunCut-P-Blue, 71.39, 1.17, 4.43, 9.56, 13.45, 2500.0, , 
1331, GC02-052110, AGC (J), , SunCut-P-Pearl, 71.39, 1.17, 4.43, 9.56, 13.45, 2500.0, , 
1332, GC02-052111, AGC (J), , SunBronze, 71.39, 1.17, 4.43, 9.56, 13.45, 2500.0, , 
1333, GC02-052112, AGC (J), , SunGrey, 71.39, 1.17, 4.43, 9.56, 13.45, 2500.0, , 
1334, GC02-052113, AGC (J), , SunBlue, 71.39, 1.17, 4.43, 9.56, 13.45, 2500.0, , 
1335, GC02-052114, AGC (J), , Float-Clear, 71.39, 1.17, 4.43, 9.56, 13.45, 2500.0, , 
1336, GC06-052225, Owens Corning  (US), 1989, S-Glass, 68.69, 15.56, 15.75, , , 2460.0, , 
1337, GP02-052801, Japanese Patent    Asahi Kasei Corp. (J), 1982, A095847, 66.54, 2.33, , 10.44, 20.68, 140.0, , 
1338, GJ02-053208, J. Non-Crystalline Solids, 1971, v. 006  p. 0121, 83.73, , , , 16.27, 2370.0, , 
1339, GJ02-053491, J. Non-Crystalline Solids, 1977, v. 023  p. 0099, 85.0, , , , 15.0, 2340.0, , 
1340, GJ02-053492, J. Non-Crystalline Solids, 1977, v. 023  p. 0099, 80.0, , , , 20.0, 2380.0, , 
1341, GJ02-053494, J. Non-Crystalline Solids, 1977, v. 023  p. 0099, 70.0, , , , 30.0, 2470.0, , 
1342, GJ02-053495, J. Non-Crystalline Solids, 1977, v. 023  p. 0099, 60.0, , , , 40.0, 2520.0, , 
1343, GJ02-053510, J. Non-Crystalline Solids, 1977, v. 023  p. 0099, 90.0, , , , 10.0, 2290.0, , 
1344, GJ06-053812, J. Non-Crystalline Solids, 1973, v. 012  p. 0035, 7.07, 28.28, 7.07, 57.58, , 2996.0, , 
1345, GJ03-053831, J. Non-Crystalline Solids, 1973, v. 012  p. 0035, 49.95, 5.12, 19.86, 25.08, , 2794.0, , 
1346, GJ02-054353, Physics and Chemistry of  Glasses, 1969, v. 010  p. 0146, 66.1, , , , 33.9, 2496.0, , 
1347, GJ06-054354, Physics and Chemistry of  Glasses, 1969, v. 010  p. 0146, 64.08, 3.1, , , 32.82, 2497.0, , 
1348, GJ06-054355, Physics and Chemistry of  Glasses, 1969, v. 010  p. 0146, 60.34, 8.9, , , 30.75, 2497.0, , 
1349, GJ06-054356, Physics and Chemistry of  Glasses, 1969, v. 010  p. 0146, 57.03, 14.09, , , 28.88, 2503.0, , 
1350, GJ06-054357, Physics and Chemistry of  Glasses, 1969, v. 010  p. 0146, 53.23, 18.81, , , 27.95, 2502.0, , 
1351, GJ06-054358, Physics and Chemistry of  Glasses, 1969, v. 010  p. 0146, 52.35, 22.67, , , 24.98, 2503.0, , 
1352, GJ06-054359, Physics and Chemistry of  Glasses, 1969, v. 010  p. 0146, 50.26, 24.68, , , 25.05, 2498.0, , 
1353, GJ06-054360, Physics and Chemistry of  Glasses, 1969, v. 010  p. 0146, 47.72, 27.0, , , 25.28, 2503.0, , 
1354, GJ06-054361, Physics and Chemistry of  Glasses, 1969, v. 010  p. 0146, 46.81, 28.8, , , 24.39, 2505.0, , 
1355, GJ02-054396, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0145, 83.33, , , , 16.67, 2340.0, , 
1356, GJ06-054397, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0145, 78.26, 4.35, , , 17.39, 2390.0, , 
1357, GJ06-054398, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0145, 72.73, 9.09, , , 18.18, 2455.0, , 
1358, GJ06-054399, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0145, 66.67, 14.28, , , 19.05, 2420.0, , 
1359, GJ06-054400, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0145, 60.0, 20.0, , , 20.0, 2410.0, , 
1360, GJ06-054401, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0145, 57.14, 22.45, , , 20.41, 2450.0, , 
1361, GJ02-054458, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 74.91, , 4.41, 6.34, 14.34, 2453.0, , 
1362, GJ02-054459, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.29, , 4.43, 2.12, 20.16, 2421.0, , 
1363, GJ02-054460, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.13, , 4.42, 4.24, 18.21, 2453.0, , 
1364, GJ02-054461, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 72.99, , 4.41, 6.34, 16.26, 2466.0, , 
1365, GJ02-054462, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.21, , 4.42, 4.24, 20.13, 2465.0, , 
1366, GJ02-054464, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 76.48, , 14.25, , 9.27, 2373.0, , 
1367, GJ02-054465, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 74.46, , 14.23, 2.05, 9.26, 2402.0, , 
1368, GJ02-054466, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 72.75, , 14.26, , 12.99, 2405.0, , 
1369, GJ02-054467, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 72.6, , 14.24, 2.05, 11.11, 2426.0, , 
1370, GJ02-054468, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 72.46, , 14.21, 4.09, 9.24, 2443.0, , 
1371, GJ02-054469, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.73, , 14.25, 2.05, 12.97, 2444.0, , 
1372, GJ02-054470, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.59, , 14.22, 4.09, 11.1, 2451.0, , 
1373, GJ02-054471, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.46, , 14.19, 6.12, 9.23, 2472.0, , 
1374, GJ02-054472, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.37, , 14.27, 0.51, 14.85, 2419.0, , 
1375, GJ02-054473, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.19, , 14.13, 10.16, 5.52, 2508.0, , 
1376, GJ02-054474, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 69.0, , 14.28, , 16.72, 2444.0, , 
1377, GJ02-054475, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.72, , 14.23, 4.09, 12.96, 2473.0, , 
1378, GJ02-054476, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.46, , 14.17, 8.15, 9.22, 2502.0, , 
1379, GJ02-054477, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.99, , 14.26, 2.05, 16.7, 2475.0, , 
1380, GJ02-054478, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.72, , 14.21, 6.13, 12.94, 2516.0, , 
1381, GJ02-054479, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.47, , 14.15, 10.17, 9.21, 2537.0, , 
1382, GJ02-054480, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.21, , 14.1, 14.19, 5.5, 2565.0, , 
1383, GJ02-054481, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 65.29, , 14.27, , 20.44, 2472.0, , 
1384, GJ02-054482, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 64.98, , 14.24, 4.1, 16.68, 2499.0, , 
1385, GJ02-054483, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 64.73, , 14.19, 8.16, 12.92, 2531.0, , 
1386, GJ02-054484, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 63.23, , 14.28, 2.05, 20.44, 2499.0, , 
1387, GJ02-054485, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.99, , 14.22, 6.14, 16.65, 2531.0, , 
1388, GJ02-054486, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.74, , 14.17, 10.19, 12.9, 2560.0, , 
1389, GJ02-054488, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 61.23, , 14.26, 4.1, 20.41, 2526.0, , 
1390, GJ02-054489, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 61.0, , 14.2, 8.17, 16.63, 2560.0, , 
1391, GJ02-054493, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.06, , 4.41, 6.35, 18.18, 2488.0, , 
