SiO2,MgO,Na2O,Al2O3,CaO,Density
62.22, , 37.78, , ,2515.0
61.46, , 27.77, , 10.77,2575.0
60.09, , 9.93, , 29.98,2702.0
59.16, , 7.06, , 33.77,2729.0
61.08, , 38.92, , ,2521.0
59.47, , 16.11, , 24.41,2672.0
59.52, , 19.22, , 21.25,2657.0
58.29, , 4.77, , 36.93,2761.0
59.6, , 33.23, , 7.17,2562.0
57.78, , 9.48, , 32.73,2733.0
58.62, , 25.35, , 16.03,2618.0
57.92, , 16.42, , 25.66,2692.0
57.13, , 27.56, , 15.31,2626.0
56.32, , 15.09, , 28.59,2712.0
55.41, , , , 44.59,2835.0
57.27, , 33.0, , 9.72,2588.0
55.86, , 13.16, , 30.98,2735.0
56.37, , 22.19, , 21.43,2665.0
56.44, , 43.55, , ,2546.0
54.92, , 22.6, , 22.47,2683.0
54.13, , 9.46, , 36.41,2773.0
54.45, , 15.67, , 29.88,2733.0
55.4, , 32.92, , 11.68,2610.0
53.73, , 5.79, , 40.47,2808.0
53.55, , 4.3, , 42.15,2816.0
55.31, , 41.09, , 3.6,2568.0
54.66, , 37.28, , 8.06,2587.0
53.91, , 30.34, , 15.75,2630.0
53.36, , 20.18, , 26.45,2705.0
52.03, , 4.18, , 43.79,2838.0
51.86, , 4.88, , 43.25,2832.0
53.04, , 27.45, , 19.51,2664.0
52.93, , 38.96, , 8.11,2601.0
51.43, , 19.9, , 28.66,2730.0
51.96, , 30.84, , 17.2,2665.0
50.57, , 9.68, , 39.74,2807.0
50.01, , , , 49.98,2898.0
50.56, , 10.04, , 39.39,2802.0
51.02, , 22.53, , 26.45,2712.0
50.52, , 17.17, , 32.31,2761.0
50.19, , 13.95, , 35.85,2777.0
49.85, , 9.35, , 40.8,2821.0
50.1, , 16.56, , 33.33,2764.0
51.07, , 35.33, , 13.59,2648.0
50.38, , 23.01, , 26.61,2719.0
51.04, , 36.41, , 12.55,2641.0
50.01, , 16.69, , 33.29,2761.0
51.57, , 48.43, , ,2563.0
49.5, , 9.07, , 41.42,2820.0
50.03, , 20.47, , 29.5,2741.0
50.49, , 32.41, , 17.1,2670.0
49.78, , 28.71, , 21.51,2696.0
50.01, , 33.35, , 16.64,2663.0
49.19, , 25.77, , 25.03,2710.0
47.78, , 4.98, , 47.23,2867.0
48.76, , 27.35, , 23.88,2717.0
48.71, , 28.92, , 22.37,2697.0
46.92, , 6.96, , 46.11,2859.0
47.08, , , , 52.92,2918.0
48.71, , 51.28, , ,2575.0
46.54, , 16.13, , 37.33,2794.0
47.09, , 39.66, , 13.24,2654.0
45.5, , 7.51, , 46.99,2863.0
46.18, , 35.34, , 18.48,2681.0
46.52, , 43.72, , 9.76,2630.0
45.66, , 43.48, , 10.86,2640.0
44.05, , 8.72, , 47.23,2874.0
44.21, , 13.69, , 42.09,2837.0
43.65, , 4.48, , 51.86,2902.0
44.91, , 33.72, , 21.37,2703.0
44.18, , 21.56, , 34.26,2784.0
42.47, , , , 57.53,2953.0
40.3, , 25.66, , 34.04,2800.0
37.48, , 37.54, , 24.98,2742.0
75.0, , 12.5, 12.5, ,2382.0
67.44, , 8.15, 16.29, 8.12,2483.0
63.77, , 6.04, 18.12, 12.07,2533.0
60.19, , 3.97, 19.91, 15.92,2591.0
56.68, , 1.96, 21.66, 19.69,2648.0
50.0, , , 25.0, 25.0,2700.0
50.0, , , , 50.0,2904.0
50.0, 2.86, , , 47.14,2899.0
50.01, 8.32, , , 41.67,2891.0
50.0, 14.44, , , 35.56,2881.0
50.0, 19.71, , , 30.29,2872.0
50.01, 21.76, , , 28.23,2858.0
50.01, 24.99, , , 24.99,2854.0
50.01, 31.71, , , 18.28,2834.0
50.01, 36.48, , , 13.51,2821.0
50.0, 45.62, , , 4.37,2789.0
50.0, 50.0, , , ,2757.0
37.26, 59.73, , , 3.0,2953.0
37.28, 49.4, , , 13.31,2967.0
44.05, 32.44, , , 23.5,2920.0
75.0, , 25.0, , ,2434.0
75.0, 5.79, 19.21, , ,2461.0
75.0, 11.28, 13.72, , ,2479.0
75.0, , 19.04, , 5.96,2496.0
75.0, , 13.09, , 11.91,2556.0
75.0, , 18.91, 6.09, ,2444.0
75.0, , 13.53, 11.47, ,2444.0
80.81, , 15.71, , 3.48,2389.0
78.89, , 15.85, , 5.25,2419.0
75.33, , 14.76, , 9.9,2473.0
74.28, , 11.84, , 13.88,2496.0
73.87, , 14.72, , 11.41,2494.0
72.99, , 23.62, , 3.39,2464.0
71.69, , 13.7, , 14.61,2528.0
70.67, , 22.35, , 6.98,2498.0
67.99, , 21.81, , 10.2,2533.0
67.75, , 28.72, , 3.53,2500.0
66.35, , 21.04, , 12.61,2556.0
52.72, , 44.31, 2.97, ,2553.0
53.64, , 40.41, 5.94, ,2541.0
53.01, , 42.87, 4.12, ,2548.0
52.77, , 42.93, 4.3, ,2550.0
51.66, , 46.61, 1.73, ,2561.0
78.52, , 20.92, 0.55, ,2401.0
77.02, , 21.27, 1.71, ,2402.0
77.48, , 19.6, 2.91, ,2402.0
77.3, , 19.6, 3.1, ,2403.0
76.14, , 22.66, 1.2, ,2419.0
75.84, , 23.52, 0.63, ,2423.0
76.34, , 21.86, 1.8, ,2416.0
75.62, , 23.8, 0.58, ,2428.0
75.77, , 21.39, 2.83, ,2418.0
74.04, , 25.38, 0.58, ,2440.0
74.37, , 19.88, 5.75, ,2421.0
73.34, , 22.7, 3.95, ,2434.0
72.27, , 26.02, 1.71, ,2451.0
72.64, , 24.37, 2.98, ,2443.0
72.3, , 24.76, 2.94, ,2445.0
60.97, , , , 39.03,2746.0
55.4, , , , 44.6,2835.0
49.97, , , , 50.03,2898.0
47.08, , , , 52.92,2918.0
42.5, , , , 57.5,2953.0
53.8, , 7.7, 23.1, 15.4,2729.0
58.5, , 17.0, 20.7, 3.8,2628.0
50.1, , 0.1, 25.0, 24.8,2871.0
98.0, , , 2.0, ,2180.0
99.0, , , 1.0, ,2120.0
99.4, , , 0.6, ,2100.0
99.67, , , 0.33, ,2170.0
99.8, , , 0.2, ,2200.0
99.9, , , 0.1, ,2200.0
66.7, , 33.3, , ,2500.0
50.0, , 50.0, , ,2570.0
58.0, , 42.0, , ,2537.0
67.0, , 33.0, , ,2488.0
66.67, , 33.33, , ,2388.0
40.0, , , 30.0, 30.0,2750.0
50.0, , , 20.0, 30.0,2700.0
60.0, , , 10.0, 30.0,2650.0
65.0, , , 5.0, 30.0,2610.0
61.29, , 12.9, 25.81, ,2452.0
63.64, , 18.18, 18.18, ,2465.0
62.73, , 22.73, 14.55, ,2477.0
61.54, , 30.77, 7.69, ,2489.0
55.56, 22.22, , 22.22, ,2626.0
55.56, 22.22, , 22.22, ,2628.0
57.86, 23.52, , 18.62, ,2616.0
53.8, 24.0, , 22.2, ,2659.0
59.54, 19.38, , 21.08, ,2587.0
53.8, 33.5, , 12.7, ,2669.0
72.4, 15.4, , 12.2, ,2457.0
57.89, , , , 42.11,2860.0
76.92, , 23.08, , ,2413.0
66.67, , 13.33, , 20.0,2603.0
62.5, , 37.5, , ,2515.0
66.7, , , 33.3, ,1140.0
7.7, 7.7, , 33.32, 51.28,2870.0
55.56, 22.22, , 22.22, ,2590.0
55.56, 22.22, , 22.22, ,2640.0
69.66, , 25.81, 4.53, ,2500.0
66.03, , 28.05, , 5.92,2523.0
64.84, , 26.08, , 9.08,2546.0
63.89, , 20.49, , 15.62,2585.0
63.26, , 23.62, , 13.12,2576.0
60.12, , 23.67, , 16.21,2607.0
71.31, , 27.47, 1.22, ,2457.0
70.9, , 28.52, 0.58, ,2461.0
71.02, , 25.48, 3.5, ,2453.0
70.6, , 25.27, 4.12, ,2454.0
69.21, , 29.02, 1.77, ,2468.0
69.14, , 28.17, 2.69, ,2465.0
67.57, , 31.21, 1.22, ,2481.0
67.24, , 31.31, 1.45, ,2481.0
67.34, , 30.94, 1.72, ,2483.0
69.08, , 25.1, 5.82, ,2458.0
67.63, , 29.49, 2.88, ,2475.0
68.42, , 25.41, 6.16, ,2462.0
65.74, , 33.65, 0.61, ,2492.0
63.3, , 32.68, 4.02, ,2498.0
63.98, , 30.08, 5.94, ,2489.0
61.78, , 37.57, 0.65, ,2517.0
62.17, , 36.13, 1.7, ,2511.0
62.59, , 34.46, 2.95, ,2503.0
63.6, , 30.3, 6.1, ,2499.0
57.74, , 39.32, 2.94, ,2530.0
57.72, , 39.33, 2.94, ,2530.0
58.61, , 35.38, 6.0, ,2516.0
57.87, , 37.87, 4.26, ,2526.0
58.22, , 35.68, 6.1, ,2518.0
83.33, , 16.67, , ,2362.0
80.0, , 20.0, , ,2404.0
75.0, , 25.0, , ,2448.0
66.67, , 33.33, , ,2489.0
57.14, , , , 42.86,2777.0
55.0, , , , 45.0,2840.0
50.0, , , , 50.0,2858.0
47.5, , , , 52.5,2860.0
45.0, , , , 55.0,2866.0
74.81, , 14.5, , 10.69,2515.0
68.12, , 20.6, 11.27, ,2264.0
59.96, , 18.61, 21.42, ,2328.0
74.89, , 17.4, 7.71, ,2265.0
66.7, , 33.3, , ,2500.0
65.0, 25.0, , 10.0, ,2550.0
60.0, 30.0, , 10.0, ,2610.0
55.0, 35.0, , 10.0, ,2660.0
55.0, 40.0, , 5.0, ,2670.0
50.0, 40.0, , 10.0, ,2720.0
45.0, 40.0, , 15.0, ,2770.0
45.0, 45.0, , 10.0, ,2780.0
40.0, 50.0, , 10.0, ,2840.0
65.0, , , 10.0, 25.0,2630.0
60.0, , , 10.0, 30.0,2690.0
55.0, , , 15.0, 30.0,2720.0
55.0, , , 10.0, 35.0,2750.0
55.0, , , 5.0, 40.0,2810.0
50.0, , , 15.0, 35.0,2770.0
50.0, , , 10.0, 40.0,2810.0
45.0, , , 20.0, 35.0,2780.0
45.0, , , 15.0, 40.0,2830.0
45.0, , , 10.0, 45.0,2880.0
40.0, , , 15.0, 45.0,2870.0
40.0, , , 10.0, 50.0,2950.0
55.56, 22.22, , 22.22, ,2628.0
57.86, 23.52, , 18.62, ,2616.0
53.8, 24.0, , 22.2, ,2659.0
59.54, 19.38, , 21.08, ,2587.0
53.8, 33.5, , 12.7, ,2669.0
72.4, 15.4, , 12.2, ,2457.0
50.1, 19.72, , 5.15, 25.03,2700.0
50.07, 13.97, , 10.93, 25.03,2700.0
66.0, , 34.0, , ,2430.0
66.7, , 33.3, , ,2487.0
74.73, 6.53, 9.11, 0.68, 8.95,2470.0
75.58, , 24.42, , ,2440.0
72.18, , 21.38, , 6.44,2490.0
73.04, 5.43, 12.73, 0.03, 8.77,2490.0
72.87, 6.6, 12.31, 1.04, 7.17,2450.0
73.04, 5.43, 12.73, 0.03, 8.77,2490.0
72.87, 6.6, 12.31, 1.04, 7.17,2450.0
99.0, , , 1.0, ,2192.0
70.0, , 30.0, , ,2480.0
75.0, , 25.0, , ,2400.0
80.0, , 20.0, , ,2380.0
45.0, 40.0, , 15.0, ,2765.0
10.0, , , 40.0, 50.0,2880.0
10.0, , , 38.57, 51.43,2880.0
10.0, , , 35.0, 55.0,2880.0
10.0, , , 30.0, 60.0,2890.0
10.0, , , 25.0, 65.0,2920.0
40.0, , , 30.0, 30.0,2750.0
40.0, , , 25.71, 34.29,2760.0
40.0, , , 20.0, 40.0,2800.0
38.46, , , 18.27, 43.27,2800.0
40.0, , , 10.0, 50.0,2880.0
50.0, , , 21.43, 28.57,2670.0
50.0, , , 16.67, 33.33,2720.0
50.0, , , 10.0, 40.0,2800.0
50.0, , , , 50.0,2890.0
60.0, , , 22.22, 17.78,2590.0
60.0, , , 20.0, 20.0,2600.0
60.0, , , 17.14, 22.86,2610.0
60.0, , , 13.33, 26.67,2630.0
60.0, , , 8.0, 32.0,2690.0
70.0, , , 16.67, 13.33,2480.0
70.0, , , 15.0, 15.0,2490.0
70.0, , , 12.86, 17.14,2500.0
70.0, , , 10.0, 20.0,2520.0
70.0, , , 6.0, 24.0,2560.0
75.0, , 25.0, , ,2539.0
66.6, , , 16.6, 16.8,2467.0
51.0, , , 24.6, 24.4,2605.0
50.0, , 50.0, , ,1950.0
33.3, , 66.7, , ,2040.0
69.0, , 20.7, 10.3, ,2450.0
59.0, , 27.3, 13.7, ,2490.0
50.0, , 33.3, 16.7, ,2530.0
80.0, , 15.0, 5.0, ,2404.0
75.0, , 18.75, 6.25, ,2412.0
67.0, , 24.75, 8.25, ,2466.0
75.0, , 20.8, 4.2, ,2416.0
62.0, , 31.7, 6.3, ,2466.0
57.0, , 35.8, 7.2, ,2519.0
78.0, , 19.6, 2.4, ,2400.0
71.0, , 25.8, 3.2, ,2460.0
59.0, , 36.4, 4.6, ,2520.0
88.89, , 11.11, , ,2240.0
85.0, , 15.0, , ,2280.0
75.0, , 25.0, , ,2390.0
75.0, , 25.0, , ,2390.0
70.0, , 30.0, , ,2420.0
65.0, , 35.0, , ,2430.0
60.0, , 40.0, , ,2460.0
55.0, , 45.0, , ,2530.0
65.0, , 25.0, 10.0, ,2470.0
74.0, , 16.0, , 10.0,2482.0
60.0, , 20.0, , 20.0,2620.0
60.0, , , , 40.0,2772.0
75.0, , 25.0, , ,2400.0
80.0, , 20.0, , ,2400.0
65.0, , , , 35.0,2700.0
60.0, , , , 40.0,2750.0
55.0, , , , 45.0,2800.0
55.51, 32.53, , 11.96, ,2620.0
60.0, , 40.0, , ,2560.0
60.0, , , , 40.0,2830.0
60.0, 20.0, 20.0, , ,2570.0
60.0, , 20.0, , 20.0,2680.0
80.0, , 20.0, , ,2400.0
70.0, , 30.0, , ,2490.0
60.0, , 40.0, , ,2550.0
60.0, 20.0, 20.0, , ,2540.0
60.0, , 20.0, , 20.0,2680.0
75.0, , 25.0, , ,2441.0
68.42, , 26.32, 5.26, ,2469.0
61.11, , 27.78, 11.11, ,2493.0
52.94, , 29.41, 17.65, ,2506.0
61.2, 23.39, , 15.41, ,2620.0
61.2, 23.39, , 15.41, ,2650.0
61.2, 23.39, , 15.41, ,2710.0
61.2, 23.39, , 15.41, ,2750.0
60.0, , 20.0, , 20.0,2620.0
60.0, , 16.0, 16.0, 8.0,2518.0
70.79, 5.98, 13.15, , 10.08,2512.0
75.0, , 25.0, , ,2624.0
85.0, , 15.0, , ,2331.0
80.0, , 20.0, , ,2380.0
75.0, , 25.0, , ,2431.0
70.0, , 30.0, , ,2463.0
67.0, , 33.0, , ,2476.0
66.67, , 33.33, , ,2490.0
50.0, , 50.0, , ,2563.0
66.0, , 34.0, , ,2392.0
55.0, , 45.0, , ,2468.0
50.5, , 49.5, , ,2494.0
44.0, , 56.0, , ,2530.0
39.0, , 61.0, , ,2560.0
80.0, , 20.0, , ,2380.0
70.0, , 30.0, , ,2460.0
60.0, , 40.0, , ,2520.0
50.0, , 50.0, , ,2560.0
50.0, , 50.0, , ,2550.0
67.0, , 33.0, , ,2450.0
74.0, , 26.0, , ,2440.0
74.0, , 22.0, , 4.0,2450.0
74.0, , 16.0, , 10.0,2480.0
74.0, , 26.0, , ,2440.0
74.0, , 16.0, , 10.0,2480.0
72.48, 3.94, 11.48, 1.02, 11.44,2510.0
50.0, 25.0, , , 25.0,2840.0
66.05, , , 33.95, ,2560.0
66.05, , , 33.95, ,2560.0
90.0, , 10.0, , ,2285.0
87.5, , 12.5, , ,2308.0
85.0, , 15.0, , ,2332.0
82.5, , 17.5, , ,2355.0
80.0, , 20.0, , ,2380.0
77.5, , 22.5, , ,2399.0
75.0, , 25.0, , ,2422.0
72.5, , 27.5, , ,2443.0
70.0, , 30.0, , ,2465.0
67.5, , 32.5, , ,2489.0
65.0, , 35.0, , ,2502.0
62.5, , 37.5, , ,2514.0
60.0, , 40.0, , ,2527.0
57.5, , 42.5, , ,2537.0
55.0, , 45.0, , ,2545.0
52.5, , 47.5, , ,2553.0
76.32, , 12.2, , 11.48,2472.0
90.0, , 10.0, , ,2290.0
85.0, , 15.0, , ,2340.0
80.0, , 20.0, , ,2410.0
75.0, , 25.0, , ,2440.0
70.0, , 30.0, , ,2480.0
65.0, , 35.0, , ,2520.0
60.0, , 40.0, , ,2550.0
60.0, , , , 40.0,2790.0
64.93, , , 9.26, 25.81,2605.0
55.85, 23.25, , 20.9, ,2600.0
85.0, , 15.0, , ,2330.0
75.0, , 25.0, , ,2410.0
65.0, , 35.0, , ,2500.0
70.0, , 30.0, , ,2406.0
45.0, 10.0, , 30.0, 15.0,2700.0
40.0, 10.0, , 30.0, 20.0,2770.0
70.0, , 30.0, , ,2400.0
68.68, 15.75, , 15.57, ,2490.0
60.0, , 40.0, , ,2500.0
70.0, , 30.0, , ,2450.0
80.0, , 20.0, , ,2400.0
85.0, , 15.0, , ,2350.0
75.0, , 25.0, , ,2400.0
66.7, , 33.3, , ,2440.0
64.91, , , 8.99, 26.1,2610.0
62.74, , , 9.24, 28.01,2663.0
61.96, , , 7.61, 30.43,2660.0
60.02, , , 9.23, 30.76,2703.0
57.66, , , 10.04, 32.3,2731.0
64.63, 1.55, , 8.95, 24.87,2606.0
63.52, 7.62, , 8.8, 20.06,2598.0
62.71, 12.04, , 8.69, 16.56,2584.0
62.19, 14.93, , 8.62, 14.27,2568.0
65.0, , , 9.0, 26.0,2622.0
65.0, , , 5.0, 30.0,2643.0
58.0, , , 9.0, 33.0,2722.0
53.0, , , 9.0, 38.0,2762.0
48.05, 15.92, , 18.88, 17.16,2750.0
55.6, , 12.2, 32.2, ,2531.0
71.43, , 28.57, , ,2460.0
55.56, , 44.44, , ,2540.0
50.0, , 50.0, , ,2560.0
45.45, , 54.55, , ,2560.0
41.67, , 58.33, , ,2530.0
38.46, , 61.54, , ,2490.0
35.71, , 64.29, , ,2530.0
33.33, , 66.67, , ,2490.0
31.25, , 68.75, , ,2490.0
45.45, , 54.55, , ,2580.0
41.67, , 58.33, , ,2590.0
38.46, , 61.54, , ,2570.0
35.71, , 64.29, , ,2570.0
51.66, , 46.61, 1.73, ,2561.0
52.77, , 42.93, 4.3, ,2550.0
53.01, , 42.87, 4.12, ,2548.0
53.64, , 40.41, 5.95, ,2541.0
52.71, , 44.31, 2.98, ,2553.0
58.22, , 35.68, 6.1, ,2518.0
57.87, , 37.87, 4.26, ,2526.0
58.61, , 35.38, 6.01, ,2516.0
57.72, , 39.34, 2.94, ,2532.0
57.74, , 39.32, 2.94, ,2530.0
63.6, , 30.3, 6.1, ,2490.0
62.59, , 34.46, 2.95, ,2503.0
67.63, , 29.49, 2.88, ,2475.0
69.07, , 25.1, 5.83, ,2458.0
67.33, , 30.94, 1.73, ,2483.0
67.23, , 31.32, 1.45, ,2481.0
67.57, , 31.21, 1.22, ,2481.0
69.13, , 28.18, 2.69, ,2465.0
69.2, , 29.02, 1.78, ,2468.0
70.6, , 25.28, 4.12, ,2454.0
71.01, , 25.48, 3.51, ,2453.0
70.9, , 28.52, 0.58, ,2461.0
71.31, , 27.47, 1.22, ,2457.0
70.18, , 26.95, 2.86, ,2445.0
62.17, , 36.13, 1.7, ,2511.0
61.78, , 37.57, 0.65, ,2517.0
63.97, , 30.09, 5.94, ,2489.0
63.3, , 32.68, 4.02, ,2498.0
65.74, , 33.65, 0.61, ,2492.0
68.42, , 25.41, 6.17, ,2462.0
77.3, , 19.6, 3.1, ,2403.0
77.47, , 19.61, 2.92, ,2402.0
77.02, , 21.27, 1.71, ,2402.0
78.52, , 20.93, 0.55, ,2401.0
72.64, , 24.38, 2.98, ,2443.0
72.27, , 26.02, 1.71, ,2451.0
73.34, , 22.7, 3.96, ,2434.0
74.37, , 19.88, 5.75, ,2421.0
74.04, , 25.38, 0.58, ,2440.0
75.76, , 21.4, 2.84, ,2418.0
75.62, , 23.8, 0.58, ,2428.0
76.34, , 21.86, 1.8, ,2416.0
75.84, , 23.52, 0.64, ,2424.0
76.14, , 22.66, 1.2, ,2419.0
75.9, , 22.46, 1.64, ,2429.0
75.32, , 22.11, 2.57, ,2425.0
74.99, , 20.81, 4.2, ,2418.0
75.44, , 19.04, 5.52, ,2410.0
76.25, , 15.78, 7.97, ,2401.0
75.0, , 25.0, , ,2443.0
70.0, , 25.0, 5.0, ,2453.0
65.0, , 25.0, 10.0, ,2476.0
55.0, , 25.0, 20.0, ,2493.0
50.0, , 25.0, 25.0, ,2495.0
75.0, , 21.88, 3.12, ,2431.0
75.0, , 18.75, 6.25, ,2425.0
77.32, , 16.11, 6.57, ,2402.0
75.0, , 12.5, 12.5, ,2370.0
50.0, , 25.0, 25.0, ,2492.0
63.64, , 18.18, 18.18, ,2440.0
66.66, , 16.67, 16.67, ,2420.0
75.0, , 12.5, 12.5, ,2370.0
78.94, , 10.53, 10.53, ,2346.0
81.82, , 9.09, 9.09, ,2332.0
84.62, , 7.69, 7.69, ,2312.0
67.0, , 33.0, , ,2483.0
62.0, , 33.0, 5.0, ,2501.0
57.0, , 33.0, 10.0, ,2513.0
52.0, , 33.0, 15.0, ,2522.0
60.0, , 40.0, , ,2521.0
55.0, , 40.0, 5.0, ,2536.0
50.0, , 40.0, 10.0, ,2545.0
45.0, , 40.0, 15.0, ,2551.0
40.0, , 40.0, 20.0, ,2553.0
78.3, , 17.4, 4.3, ,2390.0
66.7, , 19.0, 14.3, ,2420.0
60.0, , 20.0, 20.0, ,2410.0
80.0, , 15.0, , 5.0,2412.0
80.0, , 10.0, , 10.0,2433.0
75.0, , 20.0, , 5.0,2460.0
75.0, , 15.0, , 10.0,2481.0
75.0, , 10.0, , 15.0,2503.0
70.0, , 20.0, , 10.0,2524.0
72.17, , 16.3, 6.16, 5.37,2458.0
71.53, , 17.01, 6.09, 5.37,2464.0
77.85, 3.87, 15.6, 1.18, 1.5,2411.0
72.65, , 15.89, 6.09, 5.37,2461.0
78.05, 2.56, 14.88, 2.02, 2.49,2407.0
78.05, 4.04, 14.92, 2.01, 0.97,2395.0
80.16, , 14.78, , 5.05,2410.0
78.05, 4.04, 14.92, 2.01, 0.97,2395.0
78.05, 2.56, 14.88, 2.02, 2.49,2407.0
78.14, 4.95, 14.9, 2.01, ,2386.0
78.05, 2.56, 14.88, 2.02, 2.49,2395.0
49.0, 25.0, , 21.0, 5.0,2720.0
50.0, 15.0, , 15.0, 20.0,2750.0
78.05, 2.56, 14.88, 2.02, 2.49,2407.0
78.05, 4.04, 14.92, 2.01, 0.97,2395.0
78.14, 4.95, 14.9, 2.01, ,2386.0
49.0, 25.0, , 21.0, 5.0,2720.0
70.0, , 20.0, 10.0, ,2410.0
80.0, , 20.0, , ,2410.0
80.0, , 20.0, , ,2389.0
70.0, , 30.0, , ,2484.0
60.0, , 40.0, , ,2502.0
69.4, , 30.6, , ,2410.0
7.92, 6.92, , 27.68, 57.48,2930.0
85.0, , 15.0, , ,2330.0
80.0, , 20.0, , ,2380.0
75.0, , 25.0, , ,2430.0
70.0, , 30.0, , ,2460.0
67.0, , 33.0, , ,2480.0
61.0, , , , 39.0,2750.0
55.4, , , , 44.6,2840.0
50.0, , , , 50.0,2900.0
47.1, , , , 52.9,2920.0
42.5, , , , 57.5,2950.0
60.0, , , , 40.0,2770.0
55.0, , , , 45.0,2830.0
50.0, , , , 50.0,2900.0
45.0, , , , 55.0,2940.0
42.0, , , , 58.0,2970.0
78.0, 5.0, 15.0, 2.0, ,2390.0
78.0, 4.0, 15.0, 2.0, 1.0,2400.0
77.23, 2.97, 14.85, 1.98, 2.97,2410.0
80.0, , 15.0, , 5.0,2410.0
75.0, , 25.0, , ,2290.0
80.0, , 10.0, , 10.0,2430.0
75.0, , 20.0, , 5.0,2460.0
73.0, , 16.0, 6.0, 5.0,2460.0
64.0, , 17.0, 13.0, 6.0,2490.0
78.0, , 15.0, 2.0, 5.0,2420.0
75.0, , 15.0, , 10.0,2480.0
55.0, , 18.0, 21.0, 6.0,2530.0
75.0, , 10.0, , 15.0,2500.0
70.0, , 20.0, , 10.0,2520.0
7.92, 6.92, , 27.68, 57.48,2930.0
71.43, , 28.57, , ,2460.0
55.56, , 44.44, , ,2540.0
50.0, , 50.0, , ,2560.0
45.46, , 54.55, , ,2560.0
41.67, , 58.33, , ,2525.0
38.46, , 61.54, , ,2490.0
35.71, , 64.29, , ,2530.0
33.33, , 66.67, , ,2490.0
31.25, , 68.75, , ,2490.0
66.7, , 33.3, , ,2440.0
80.4, , 19.6, , ,2380.0
69.9, , 30.1, , ,2470.0
67.1, , 32.9, , ,2480.0
63.8, , 36.2, , ,2510.0
74.0, , 26.0, , ,2439.0
74.0, , 22.0, , 4.0,2466.0
74.0, , 19.0, , 7.0,2482.0
74.0, , 16.0, , 10.0,2482.0
74.0, , 13.0, , 13.0,2505.0
74.0, , 10.0, , 16.0,2517.0
97.0, , , 3.0, ,2240.0
92.0, , , 8.0, ,2300.0
60.0, , 40.0, , ,2520.0
80.0, , 20.0, , ,2380.0
60.0, , , , 40.0,2770.0
60.0, 30.0, , 10.0, ,2610.0
50.0, 30.0, , 20.0, ,2700.0
30.0, , , 30.0, 40.0,2840.0
10.0, , , 30.0, 60.0,2930.0
60.0, , 20.0, 20.0, ,2440.0
70.0, , 20.0, 10.0, ,2430.0
49.0, 25.0, , 21.0, 5.0,2720.0
67.46, 14.08, 3.48, , 14.98,2570.0
70.43, 13.3, 1.38, 0.34, 14.55,2530.0
85.07, 1.2, 12.45, 0.53, 0.75,2370.0
70.39, 5.16, 6.72, 5.94, 11.79,2490.0
49.0, 25.0, , 21.0, 5.0,2720.0
70.39, 5.16, 6.72, 5.94, 11.79,2490.0
60.0, 15.0, 10.0, 15.0, ,2510.0
59.7, , 9.99, 15.34, 14.97,2570.0
65.15, 8.18, , 6.57, 20.1,2640.0
65.3, 12.84, , 7.39, 14.47,2610.0
64.53, 17.68, , 7.65, 10.14,2590.0
10.23, , , 29.65, 60.12,2930.0
19.63, , , 40.71, 39.66,2850.0
20.3, , , 30.1, 49.6,2890.0
29.11, , , 30.42, 40.47,2840.0
30.45, , , 19.7, 49.85,2900.0
40.32, , , 29.65, 30.03,2760.0
40.7, , , 19.84, 39.46,2820.0
39.92, , , 9.9, 50.18,2910.0
50.39, , , 20.1, 29.51,2730.0
51.65, , , 9.92, 38.43,2810.0
59.89, 0.12, 18.56, , 21.43,2666.0
55.0, , , , 45.0,2830.0
52.0, , , , 48.0,2870.0
48.0, , , , 52.0,2910.0
45.0, , , , 55.0,2930.0
76.74, , 23.26, , ,60.0
55.8, , 33.0, 11.2, ,2510.0
50.2, , 33.0, 16.8, ,2520.0
44.7, , 33.0, 22.3, ,2530.0
70.0, , 20.0, 10.0, ,2420.0
65.0, , 15.0, 10.0, 10.0,2500.0
7.89, 6.89, , 27.11, 58.11,2928.0
7.92, 6.92, , 27.68, 57.48,2930.0
70.0, , 20.0, 10.0, ,2410.0
64.12, 0.1, 21.27, 0.26, 14.25,2660.0
53.3, , , 12.5, 34.2,2769.0
61.6, , , 19.2, 19.2,2598.0
60.0, , , 20.0, 20.0,2613.0
58.4, , , 20.8, 20.8,2627.0
66.7, , , 11.1, 22.2,2592.0
63.7, , , 13.6, 22.7,2613.0
54.6, , , 22.7, 22.7,2661.0
60.5, , , 16.3, 23.2,2634.0
57.1, , , 19.1, 23.8,2657.0
53.6, , , 22.0, 24.4,2680.0
50.0, , , 25.0, 25.0,2703.0
49.4, , , 23.4, 27.2,2725.0
48.8, , , 21.9, 29.3,2746.0
65.0, , , 2.9, 32.1,2684.0
61.2, , , 6.0, 32.8,2712.0
47.6, , , 19.1, 33.3,2789.0
67.0, , 33.0, , ,2490.0
85.0, , 15.0, , ,2340.0
70.0, , 25.0, 5.0, ,2450.0
65.0, , 25.0, 5.0, 5.0,2500.0
60.0, , 25.0, 5.0, 10.0,2550.0
55.0, , 25.0, 5.0, 15.0,2600.0
50.0, , 25.0, 5.0, 20.0,2660.0
45.0, , 25.0, 5.0, 25.0,2710.0
94.8, , , 5.2, ,2250.0
90.2, , , 9.8, ,2280.0
83.5, , , 16.5, ,2310.0
