SiO2,MgO,Na2O,Al2O3,CaO,Density
77.62, , 12.01, , 10.37,2467.0
79.6, , 13.27, , 7.13,2434.0
79.13, , 6.85, , 14.02,2461.0
71.71, , 19.05, , 9.23,2502.0
71.29, , 15.67, , 13.03,2516.0
70.0, 11.2, 18.8, , ,2432.0
70.0, 15.0, 15.0, , ,2425.0
70.0, 18.2, 11.8, , ,2406.0
75.0, 14.5, 10.5, , ,2390.0
57.0, 21.5, 21.5, , ,2470.0
57.0, 25.1, 17.9, , ,2464.0
57.0, 25.8, 17.2, , ,2462.0
57.0, 32.4, 10.6, , ,2412.0
65.5, 18.5, 16.0, , ,2432.0
65.0, 19.0, 16.0, , ,2430.0
61.5, 22.5, 16.0, , ,2441.0
59.6, 24.4, 16.0, , ,2453.0
70.0, 20.0, 10.0, , ,2385.0
70.0, 22.9, 7.1, , ,2363.0
65.0, 9.2, 25.8, , ,2465.0
65.0, 13.1, 21.9, , ,2453.0
65.0, 18.4, 16.6, , ,2436.0
65.0, 19.1, 15.9, , ,2431.0
65.0, 21.8, 13.2, , ,2425.0
65.0, 23.3, 11.7, , ,2409.0
65.0, 23.7, 11.3, , ,2403.0
57.0, 16.0, 27.0, , ,2505.0
57.0, 19.8, 23.2, , ,2489.0
57.0, 20.8, 22.2, , ,2471.0
78.0, 11.0, 11.0, , ,2386.0
77.5, 11.5, 11.0, , ,2389.0
76.2, 12.8, 11.0, , ,2388.0
71.8, 17.2, 11.0, , ,2391.0
65.5, 23.5, 11.0, , ,2394.0
65.0, 24.0, 11.0, , ,2414.0
61.7, 27.3, 11.0, , ,2397.0
59.4, 29.6, 11.0, , ,2402.0
56.7, 32.3, 11.0, , ,2427.0
54.7, 34.3, 11.0, , ,2439.0
69.2, 14.8, 16.0, , ,2425.0
58.3, 25.7, 16.0, , ,2464.0
57.7, 26.3, 16.0, , ,2469.0
56.0, 28.0, 16.0, , ,2474.0
53.5, 30.5, 16.0, , ,2487.0
64.9, 13.1, 22.0, , ,2453.0
62.7, 15.3, 22.0, , ,2457.0
60.3, 17.7, 22.0, , ,2463.0
58.1, 19.9, 22.0, , ,2471.0
56.6, 21.4, 22.0, , ,2478.0
54.6, 23.4, 22.0, , ,2486.0
53.2, 24.8, 22.0, , ,2491.0
70.0, 10.0, 20.0, , ,2468.0
70.0, , 20.0, , 10.0,2521.0
72.22, 9.72, 18.06, , ,2265.0
72.22, , 18.06, , 9.72,2303.0
51.66, , 46.61, 1.73, ,2561.0
52.77, , 42.93, 4.3, ,2550.0
53.01, , 42.87, 4.12, ,2548.0
53.64, , 40.41, 5.94, ,2541.0
52.72, , 44.31, 2.97, ,2553.0
58.22, , 35.68, 6.1, ,2518.0
57.87, , 37.87, 4.26, ,2526.0
58.61, , 35.38, 6.0, ,2516.0
57.2, , 41.06, 1.74, ,2536.0
57.78, , 39.28, 2.93, ,2530.0
63.6, , 30.3, 6.1, ,2490.0
62.59, , 34.46, 2.95, ,2503.0
62.17, , 36.13, 1.7, ,2511.0
61.78, , 37.57, 0.65, ,2517.0
63.98, , 30.08, 5.94, ,2489.0
63.3, , 32.68, 4.02, ,2498.0
65.74, , 33.65, 0.61, ,2492.0
68.42, , 25.41, 6.16, ,2462.0
67.63, , 29.49, 2.88, ,2475.0
69.08, , 25.1, 5.82, ,2458.0
67.28, , 31.0, 1.72, ,2483.0
67.24, , 31.31, 1.45, ,2481.0
67.57, , 31.21, 1.22, ,2481.0
69.07, , 28.24, 2.69, ,2465.0
69.21, , 29.02, 1.77, ,2468.0
70.6, , 25.27, 4.12, ,2454.0
71.02, , 25.48, 3.5, ,2453.0
70.9, , 28.52, 0.58, ,2461.0
71.31, , 27.47, 1.22, ,2457.0
72.3, , 24.76, 2.94, ,2445.0
72.64, , 24.37, 2.98, ,2443.0
72.27, , 26.02, 1.71, ,2451.0
73.34, , 22.7, 3.95, ,2434.0
74.37, , 19.88, 5.75, ,2421.0
74.04, , 25.38, 0.58, ,2440.0
75.77, , 21.39, 2.83, ,2418.0
75.62, , 23.8, 0.58, ,2428.0
76.34, , 21.86, 1.8, ,2416.0
75.84, , 23.52, 0.63, ,2423.0
76.14, , 22.66, 1.2, ,2419.0
77.3, , 19.6, 3.1, ,2403.0
77.48, , 19.6, 2.91, ,2402.0
77.02, , 21.27, 1.71, ,2415.0
78.52, , 20.92, 0.55, ,2401.0
84.0, , 16.0, , ,2361.0
68.0, , 32.0, , ,2497.0
80.0, , 20.0, , ,2386.0
65.6, , 32.8, 1.6, ,2487.0
63.5, , 31.7, 4.8, ,2487.0
60.6, , 30.3, 9.1, ,2497.0
57.1, , 28.6, 14.3, ,2501.0
50.0, , 25.0, 25.0, ,2500.0
60.0, , 20.0, 20.0, ,2463.0
66.6, , 16.7, 16.7, ,2420.0
75.0, , 12.5, 12.5, ,2368.0
85.0, , 15.0, , ,2336.0
80.0, , 20.0, , ,2388.0
75.0, , 25.0, , ,2432.0
70.0, , 30.0, , ,2474.0
66.7, , 33.3, , ,2490.0
87.0, , 13.0, , ,2320.0
63.16, , 31.58, 5.26, ,2485.0
60.0, , 30.0, 10.0, ,2494.0
66.67, , 16.67, 16.67, ,2418.0
65.0, , 25.0, 10.0, ,2460.0
66.7, , 33.3, , ,2496.0
50.0, , 50.0, , ,2560.0
85.0, , 15.0, , ,2339.0
80.0, , 15.0, 5.0, ,2358.0
75.0, , 15.0, 10.0, ,2410.0
70.0, , 15.0, 15.0, ,2465.0
65.0, , 15.0, 20.0, ,2428.0
60.0, , 15.0, 25.0, ,2472.0
75.0, , 25.0, , ,2439.0
70.0, , 25.0, 5.0, ,2455.0
65.0, , 25.0, 10.0, ,2461.0
60.0, , 25.0, 15.0, ,2480.0
55.0, , 25.0, 20.0, ,2470.0
50.0, , 25.0, 25.0, ,2499.0
45.0, , 25.0, 30.0, ,2515.0
65.0, , 35.0, , ,2497.0
65.0, , 30.0, 5.0, ,2486.0
65.0, , 20.0, 15.0, ,2450.0
65.0, , 17.5, 17.5, ,2447.0
61.8, , 38.2, , ,2510.0
62.0, , 37.0, 1.0, ,2506.0
62.1, , 33.6, 4.3, ,2499.0
61.6, , 30.7, 7.7, ,2490.0
62.1, , 28.1, 9.8, ,2487.0
62.2, , 23.0, 14.8, ,2477.0
63.9, , 19.6, 16.5, ,2470.0
63.3, , 18.8, 17.9, ,2469.0
63.8, , 18.1, 18.1, ,2465.0
61.6, , 17.7, 20.7, ,2463.0
61.2, , 15.8, 23.0, ,2460.0
61.0, , 13.8, 25.2, ,2455.0
70.99, , 20.38, , 8.63,2510.0
50.0, , 25.0, 25.0, ,2490.0
98.2, , 1.8, , ,2230.0
88.9, , 11.1, , ,2370.0
77.8, , 22.2, , ,2570.0
66.7, , 33.3, , ,2790.0
66.7, , 33.3, , ,2500.0
70.0, , 30.0, , ,2450.0
75.0, , 25.0, , ,2420.0
80.0, , 20.0, , ,2400.0
85.0, , 15.0, , ,2360.0
76.86, , 23.14, , ,2400.0
66.69, , 33.31, , ,2512.0
49.97, , 50.03, , ,2641.0
70.0, , 30.0, , ,2469.0
80.0, , 20.0, , ,2390.0
50.0, , 50.0, , ,2579.0
55.0, , 45.0, , ,2551.0
60.0, , 40.0, , ,2526.0
65.0, , 35.0, , ,2499.0
70.0, , 30.0, , ,2469.0
75.0, , 25.0, , ,2437.0
70.0, , , 12.69, 17.3,2350.0
64.93, , , 9.26, 25.81,2320.0
66.55, , , 6.03, 27.42,2180.0
58.78, , , 12.59, 28.62,2430.0
36.19, , , 27.52, 36.28,2720.0
61.2, , , 6.01, 32.79,2460.0
48.98, , , 16.03, 34.99,2590.0
39.95, , , 19.62, 40.43,2720.0
55.9, , , 5.98, 38.12,2530.0
44.22, , , 11.79, 43.99,2780.0
59.73, , , 2.93, 37.33,2507.0
55.9, , , 5.98, 38.12,2517.0
51.9, , , 9.17, 38.93,2525.0
49.41, , , 11.15, 39.43,2533.0
48.57, , , 11.82, 39.6,2534.0
47.72, , , 12.5, 39.78,2537.0
54.56, , , 2.92, 42.52,2535.0
50.63, , , 5.96, 43.4,2543.0
48.19, , , 7.86, 43.95,2555.0
47.37, , , 8.5, 44.13,2558.0
46.53, , , 9.14, 44.32,2561.0
42.26, , , 12.45, 45.28,2574.0
49.42, , , 2.91, 47.66,2580.0
48.63, , , 3.51, 47.86,2580.0
47.03, , , 4.71, 48.25,2584.0
46.22, , , 5.32, 48.45,2585.0
45.4, , , 5.94, 48.65,2587.0
41.21, , , 9.11, 49.68,2594.0
36.84, , , 12.4, 50.75,2600.0
44.33, , , 2.9, 52.77,2617.0
40.21, , , 5.92, 53.86,2627.0
35.93, , , 9.07, 55.0,2640.0
31.46, , , 12.36, 56.18,2653.0
45.71, , , 6.82, 47.46,2582.0
46.76, , , 6.83, 46.4,2578.0
47.82, , , 6.83, 45.35,2574.0
70.0, , , 10.0, 20.0,2536.0
60.0, , , 20.0, 20.0,2612.0
50.0, , , 10.0, 40.0,2810.0
40.0, , , 20.0, 40.0,2818.0
30.0, , , 30.0, 40.0,2822.0
60.0, , , 15.0, 25.0,2645.0
40.0, , , 10.0, 50.0,2902.0
4.18, , , 42.93, 52.89,2770.0
6.06, , , 41.95, 51.99,2740.0
9.99, , , 40.46, 49.55,2730.0
52.9, 28.8, , 18.3, ,2630.0
57.4, 28.0, , 14.6, ,2591.0
49.0, 36.5, , 14.5, ,2663.0
55.4, 22.3, , 22.3, ,2613.0
60.0, 34.0, , 6.0, ,2585.0
64.9, , , 9.2, 25.9,2619.0
50.0, 50.0, , , ,2905.0
50.0, 25.0, , 25.0, ,2678.0
55.56, 22.22, , 22.22, ,2635.0
66.67, 16.67, , 16.67, ,2600.0
50.0, , , , 50.0,2904.0
50.0, , , 25.0, 25.0,2694.0
66.67, , , 16.67, 16.67,2570.0
75.0, , , 12.5, 12.5,2505.0
20.3, , , 39.7, 40.0,2860.0
30.0, , , 35.0, 35.0,2810.0
39.8, , , 29.4, 30.8,2762.0
60.0, , , 20.0, 20.0,2608.0
70.6, , , 15.0, 14.4,2512.0
74.0, , , 13.2, 12.8,2458.0
80.0, , , 10.0, 10.0,2400.0
60.0, , , , 40.0,2767.0
60.0, , , 5.0, 35.0,2721.0
60.0, , , 10.0, 30.0,2674.0
60.0, , , 13.0, 27.0,2655.0
60.0, , , 15.0, 25.0,2635.0
60.0, , , 18.0, 22.0,2618.0
60.0, , , 20.0, 20.0,2605.0
62.0, , , 20.0, 18.0,2608.0
60.0, , , 25.0, 15.0,2606.0
60.0, , , 30.0, 10.0,2609.0
50.0, , , 3.21, 46.79,2886.0
50.0, , , 4.32, 45.68,2874.0
49.96, , , 5.66, 44.38,2864.0
50.0, , , 6.59, 43.41,2850.0
50.0, , , 7.75, 42.25,2838.0
50.0, , , 10.14, 39.86,2816.0
49.68, , , 14.19, 36.13,2776.0
50.0, , , 16.0, 34.0,2762.0
50.0, , , 17.89, 32.11,2746.0
48.0, , , 20.64, 31.36,2722.0
49.76, , , 25.38, 24.86,2698.0
49.0, , , 27.4, 23.6,2697.0
49.69, , , 30.03, 20.28,2698.0
50.0, , , 33.33, 16.67,2698.0
50.0, , , 36.0, 14.0,2697.0
65.0, , , 2.9, 32.1,2661.0
61.2, , , 6.0, 32.8,2728.0
53.3, , , 12.5, 34.2,2763.0
44.5, , , 19.7, 35.8,2760.0
35.0, , , 27.5, 37.5,2805.0
24.5, , , 36.1, 39.4,2827.0
19.0, , , 40.6, 40.4,2847.0
50.0, , , , 50.0,2665.0
66.7, 7.81, , 17.06, 8.43,2522.0
67.82, 9.53, , 15.45, 7.2,2492.0
73.56, 7.1, , 13.57, 5.77,2446.0
50.0, , , , 50.0,2904.0
44.2, 4.9, , , 50.9,2953.0
40.8, 20.3, , , 38.9,2967.0
44.0, 32.7, , , 23.3,2920.0
50.0, 2.8, , , 47.2,2899.0
50.0, 8.4, , , 41.6,2891.0
50.0, 14.4, , , 35.6,2881.0
50.0, 19.7, , , 30.3,2872.0
50.0, 21.7, , , 28.3,2859.0
50.0, 25.0, , , 25.0,2854.0
50.0, 31.7, , , 18.3,2834.0
50.0, 36.5, , , 13.5,2821.0
50.0, 45.6, , , 4.4,2780.0
50.0, 47.8, , , 2.2,2777.0
50.0, 50.0, , , ,2758.0
50.0, 12.5, , , 37.5,2874.0
50.0, 25.0, , , 25.0,2847.0
51.7, 16.04, , , 32.26,2854.0
52.94, 23.53, , , 23.53,2821.0
54.32, 30.58, , , 15.1,2772.0
74.0, , 16.0, , 10.0,2470.0
80.0, , 20.0, , ,2400.0
66.7, , 33.3, , ,2496.0
50.0, , 50.0, , ,2560.0
71.74, , 15.45, , 12.81,2532.0
74.86, , 13.84, 0.92, 10.38,2486.0
73.59, , 13.83, 0.92, 11.66,2499.0
73.88, , 14.41, 0.8, 10.91,2495.0
73.96, , 14.42, 0.92, 10.7,2493.0
73.75, , 14.73, 0.92, 10.6,2494.0
73.68, , 15.02, 0.92, 10.38,2495.0
76.67, 10.96, , 12.38, ,2410.0
67.78, 18.5, , 13.72, ,2497.0
68.69, 15.75, , 15.56, ,2500.0
71.57, 13.43, , 14.99, ,1000.0
73.04, 12.62, , 14.34, ,1000.0
69.39, 15.0, , 15.6, ,1000.0
71.27, 14.84, , 13.89, ,2469.0
69.4, 16.23, , 14.37, ,2487.0
65.89, 18.7, , 15.4, ,2519.0
69.62, 18.31, , 12.06, ,2481.0
72.99, 11.2, , 15.81, ,2519.0
62.92, 25.31, , 11.77, ,2558.0
69.15, 11.45, , 19.4, ,2498.0
50.0, , 47.5, 2.5, ,2570.0
50.0, , 46.5, 3.5, ,2572.0
50.0, , 45.0, 5.0, ,2570.0
50.0, , 43.5, 6.5, ,2558.0
50.0, , 42.5, 7.5, ,2562.0
50.0, , 40.3, 9.7, ,2548.0
50.0, , 39.0, 11.0, ,2548.0
50.0, , 36.5, 13.5, ,2545.0
50.0, , 34.0, 16.0, ,2530.0
50.0, , 32.5, 17.5, ,2534.0
50.0, , 31.6, 18.4, ,2526.0
50.0, , 28.8, 21.2, ,2515.0
50.0, , 26.2, 23.8, ,2510.0
55.0, , 30.0, 15.0, ,2500.0
45.0, , 45.0, 10.0, ,2592.0
75.0, , 12.5, 12.5, ,2344.0
66.6, , 16.7, 16.7, ,2431.0
50.0, 25.0, , , 25.0,2851.0
50.0, , 25.0, 25.0, ,2510.0
75.0, , 25.0, , ,2434.0
100.0, , , 0.005894, ,2200.0
70.0, , 30.0, , ,2375.0
85.0, , , 15.0, ,2340.0
80.0, , , 20.0, ,2390.0
75.0, , , 25.0, ,2430.0
70.0, , , 30.0, ,2480.0
65.0, , , 35.0, ,2640.0
75.0, , 25.0, , ,2432.0
60.0, , 40.0, , ,2515.0
60.0, , 32.0, 8.0, ,2495.0
60.0, , 24.0, 16.0, ,2455.0
60.0, , 20.0, 20.0, ,2440.0
60.0, , 17.5, 22.5, ,2450.0
80.0, , 20.0, , ,2380.0
75.0, , 20.0, 5.0, ,2400.0
70.0, , 20.0, 10.0, ,2430.0
56.0, , 20.0, 24.0, ,2460.0
60.0, , , 8.0, 32.0,2710.0
60.0, , , 13.33, 26.67,2630.0
60.0, , , 20.0, 20.0,2600.0
60.0, , , 17.5, 22.5,2605.0
93.86, , , 6.14, ,2281.0
87.16, , , 12.84, ,2362.0
71.79, , , 28.21, ,2553.0
62.92, , , 37.08, ,2630.0
53.08, , , 46.92, ,2735.0
33.38, , , 66.62, ,2960.0
75.0, , 25.0, , ,2430.0
75.0, , 25.0, , ,2430.0
67.8, 16.1, 16.1, , ,2474.0
58.29, 2.4, 39.31, , ,2230.0
55.81, 4.84, 39.35, , ,2519.0
53.34, 7.26, 39.4, , ,2491.0
50.86, 9.7, 39.44, , ,2486.0
58.23, , 39.27, , 2.5,2580.0
55.97, , 39.51, , 4.52,2671.0
53.17, , 39.34, , 7.5,2682.0
50.69, , 39.29, , 10.02,2720.0
77.55, , 22.45, , ,2470.0
77.64, , 22.35, , ,2470.0
62.4, , 31.8, 5.8, ,2502.0
70.0, , 30.0, , ,2470.0
61.8, , 38.2, , ,2510.0
62.0, , 37.0, 1.0, ,2506.0
62.1, , 33.6, 4.3, ,2499.0
61.6, , 30.7, 7.7, ,2490.0
62.1, , 28.1, 9.8, ,2487.0
62.2, , 23.0, 14.8, ,2477.0
63.9, , 19.6, 16.5, ,2470.0
63.3, , 18.8, 17.9, ,2469.0
63.8, , 18.1, 18.1, ,2465.0
61.6, , 17.7, 20.7, ,2463.0
61.2, , 15.8, 23.0, ,2460.0
61.0, , 13.8, 25.2, ,2455.0
64.99, , 15.02, , 19.99,2624.0
65.0, , 15.0, , 20.0,2560.0
83.33, , 16.67, , ,2362.0
82.0, , 18.0, , ,2365.0
80.0, , 20.0, , ,2397.0
77.5, , 22.5, , ,2405.0
72.5, , 27.5, , ,2452.0
70.0, , 30.0, , ,2465.0
66.7, , 33.3, , ,2485.0
75.0, , 25.0, , ,2410.0
65.0, , 25.0, 10.0, ,2460.0
60.0, , , , 40.0,2767.0
60.0, , , 5.0, 35.0,2721.0
60.0, , , 10.0, 30.0,2674.0
60.0, , , 13.0, 27.0,2655.0
60.0, , , 15.0, 25.0,2635.0
60.0, , , 18.0, 22.0,2618.0
60.0, , , 20.0, 20.0,2605.0
60.0, , , 22.0, 18.0,2608.0
60.0, , , 25.0, 15.0,2606.0
60.0, , , 30.0, 10.0,2609.0
50.4, , , 3.24, 46.37,2886.0
50.0, , , 4.32, 45.68,2874.0
50.0, , , 5.44, 44.56,2864.0
50.0, , , 6.59, 43.41,2850.0
50.0, , , 7.75, 42.25,2838.0
50.0, , , 10.14, 39.86,2816.0
50.0, , , 14.0, 36.0,2776.0
50.0, , , 16.0, 34.0,2762.0
50.0, , , 17.89, 32.11,2746.0
49.02, , , 20.24, 30.75,2722.0
50.0, , , 25.0, 25.0,2698.0
49.5, , , 27.13, 23.37,2697.0
50.0, , , 30.0, 20.0,2698.0
50.51, , , 33.33, 16.16,2698.0
50.0, , , 36.0, 14.0,2697.0
85.0, , 15.0, , ,2329.0
80.0, , 20.0, , ,2386.0
75.0, , 25.0, , ,2424.0
70.0, , 30.0, , ,2461.0
67.0, , 33.0, , ,2473.0
65.0, , 35.0, , ,2489.0
90.28, , 9.72, , ,2300.0
85.39, , 14.61, , ,2340.0
76.56, , 23.44, , ,2420.0
69.01, 12.85, 13.0, , 5.13,2500.0
63.16, , , 5.26, 31.58,2670.0
70.6, 5.9, 12.4, 0.6, 10.5,2500.0
93.87, , , 6.13, ,2250.0
75.0, , 25.0, , ,2446.0
96.0, , 4.0, , ,2238.0
90.0, , 10.0, , ,2306.0
44.85, , , 15.1, 40.05,2820.0
52.0, 16.0, , , 32.0,2854.0
52.0, 14.67, , 4.0, 29.33,2813.0
52.0, 13.33, , 8.0, 26.67,2780.0
52.0, 12.33, , 11.0, 24.67,2751.0
52.0, 12.0, , 12.0, 24.0,2747.0
52.0, 11.33, , 14.0, 22.67,2728.0
52.0, 10.67, , 16.0, 21.33,2716.0
52.0, 10.0, , 18.0, 20.0,2703.0
52.0, 9.6, , 19.2, 19.2,2695.0
52.0, 9.33, , 20.0, 18.67,2694.0
52.0, 9.0, , 21.0, 18.0,2694.0
52.0, 8.67, , 22.0, 17.33,2688.0
52.0, 8.0, , 24.0, 16.0,2684.0
52.94, 23.53, , , 23.53,2821.0
52.95, 21.17, , 4.71, 21.17,2774.0
52.94, 19.53, , 8.0, 19.53,2745.0
52.94, 17.65, , 11.76, 17.65,2717.0
52.94, 16.71, , 13.64, 16.71,2700.0
52.94, 16.24, , 14.58, 16.24,2696.0
52.94, 15.68, , 15.69, 15.69,2688.0
52.94, 15.06, , 16.94, 15.06,2684.0
52.94, 14.12, , 18.82, 14.12,2679.0
52.94, 12.94, , 21.18, 12.94,2671.0
52.93, 11.77, , 23.53, 11.77,2664.0
52.94, 10.82, , 25.41, 10.83,2664.0
52.94, 9.88, , 27.29, 9.89,2662.0
52.94, 8.94, , 29.18, 8.94,2665.0
53.86, 30.76, , , 15.38,2772.0
53.86, 29.43, , 2.0, 14.71,2756.0
53.86, 28.29, , 3.7, 14.15,2744.0
53.85, 27.1, , 5.5, 13.55,2733.0
53.87, 25.42, , 8.0, 12.71,2718.0
53.85, 24.1, , 10.0, 12.05,2706.0
53.85, 23.07, , 11.54, 11.54,2694.0
53.86, 22.09, , 13.0, 11.05,2690.0
53.86, 20.09, , 16.0, 10.05,2681.0
53.85, 18.1, , 19.0, 9.05,2670.0
53.86, 15.38, , 23.07, 7.69,2661.0
65.0, , 17.5, 17.5, ,2447.0
65.0, , 20.0, 15.0, ,2450.0
65.0, , 30.0, 5.0, ,2486.0
65.0, , 35.0, , ,2497.0
45.0, , 25.0, 30.0, ,2519.0
50.0, , 25.0, 25.0, ,2499.0
55.0, , 25.0, 20.0, ,2470.0
60.0, , 25.0, 15.0, ,2480.0
65.0, , 25.0, 10.0, ,2461.0
85.0, , 15.0, , ,2339.0
80.0, , 15.0, 5.0, ,2358.0
75.0, , 15.0, 10.0, ,2410.0
70.0, , 15.0, 15.0, ,2465.0
65.0, , 15.0, 20.0, ,2428.0
60.0, , 15.0, 25.0, ,2472.0
75.0, , 25.0, , ,2439.0
70.0, , 25.0, 5.0, ,2455.0
40.0, , , 24.0, 36.0,2783.0
40.0, , , 24.0, 36.0,2786.0
71.33, , 15.65, , 13.01,2520.0
43.1, , , 12.17, 44.72,2880.0
80.0, , 20.0, , ,2390.0
70.0, , 30.0, , ,2469.0
91.84, , 8.16, , ,2268.0
88.49, , 11.51, , ,2297.0
85.43, , 14.57, , ,2330.0
82.79, , 17.21, , ,2356.0
80.42, , 19.58, , ,2380.0
77.84, , 22.16, , ,2402.0
75.23, , 24.77, , ,2423.0
74.19, , 25.81, , ,2429.0
73.41, , 26.59, , ,2440.0
70.91, , 29.09, , ,2456.0
67.79, , 32.21, , ,2479.0
65.05, , 34.95, , ,2494.0
61.45, , 38.55, , ,2515.0
56.18, , 43.82, , ,2542.0
51.92, , 48.08, , ,2557.0
95.14, , 4.86, , ,2240.0
90.28, , 9.72, , ,2291.0
86.5, , 13.5, , ,2329.0
85.53, , 14.47, , ,2334.0
82.5, , 17.5, , ,2369.0
80.83, , 19.17, , ,2383.0
78.0, , 22.0, , ,2414.0
75.76, , 24.24, , ,2429.0
75.58, , 24.42, , ,2431.0
73.29, , 26.71, , ,2449.0
71.44, , 28.56, , ,2459.0
68.24, , 31.76, , ,2484.0
66.83, , 33.17, , ,2491.0
65.45, , 34.55, , ,2498.0
65.21, , 34.79, , ,2500.0
62.22, , 37.78, , ,2515.0
61.08, , 38.92, , ,2521.0
56.44, , 43.56, , ,2546.0
51.57, , 48.43, , ,2563.0
48.71, , 51.29, , ,2575.0
80.4, , 19.6, , ,2235.0
70.55, , 29.45, , ,2215.0
55.2, , 44.8, , ,2205.0
50.6, , 49.4, , ,2180.0
45.4, , 54.6, , ,2160.0
39.8, , 60.2, , ,2190.0
86.49, , 13.51, , ,2323.0
85.54, , 14.46, , ,2331.0
83.16, , 16.84, , ,2355.0
82.0, , 18.0, , ,2368.0
79.13, , 20.87, , ,2395.0
78.38, , 21.62, , ,2401.0
77.25, , 22.75, , ,2414.0
77.2, , 22.8, , ,2413.0
77.15, , 22.85, , ,2413.0
75.86, , 24.14, , ,2426.0
75.27, , 24.73, , ,2433.0
74.75, , 25.25, , ,2438.0
74.51, , 25.49, , ,2439.0
73.61, , 26.39, , ,2442.0
72.94, , 27.06, , ,2451.0
72.77, , 27.23, , ,2452.0
71.73, , 28.27, , ,2454.0
71.08, , 28.92, , ,2462.0
70.3, , 29.7, , ,2465.0
69.76, , 30.24, , ,2471.0
69.47, , 30.53, , ,2469.0
68.77, , 31.23, , ,2477.0
68.03, , 31.97, , ,2482.0
67.9, , 32.1, , ,2482.0
67.75, , 32.25, , ,2483.0
67.26, , 32.74, , ,2486.0
67.21, , 32.79, , ,2487.0
66.85, , 33.15, , ,2490.0
66.41, , 33.59, , ,2491.0
66.02, , 33.98, , ,2493.0
65.41, , 34.59, , ,2498.0
64.71, , 35.29, , ,2503.0
64.31, , 35.69, , ,2506.0
63.85, , 36.15, , ,2508.0
63.78, , 36.22, , ,2508.0
63.58, , 36.42, , ,2508.0
63.5, , 36.5, , ,2509.0
63.49, , 36.51, , ,2505.0
63.3, , 36.7, , ,2511.0
62.5, , 37.5, , ,2515.0
61.9, , 38.1, , ,2517.0
60.71, , 39.29, , ,2524.0
60.45, , 39.55, , ,2526.0
60.43, , 39.57, , ,2526.0
59.79, , 40.21, , ,2529.0
59.72, , 40.28, , ,2525.0
58.2, , 41.8, , ,2533.0
54.39, , 45.61, , ,2556.0
53.37, , 46.63, , ,2562.0
52.39, , 47.61, , ,2568.0
85.3, , 14.7, , ,2246.0
84.3, , 15.7, , ,2345.0
76.6, , 23.4, , ,2431.0
76.0, , 24.0, , ,2437.0
75.1, , 24.9, , ,2439.0
65.3, , 34.7, , ,2501.0
65.1, , 34.9, , ,2501.0
65.0, , 35.0, , ,2512.0
63.1, , 36.9, , ,2508.0
61.4, , 38.6, , ,2525.0
60.2, , 39.8, , ,2523.0
50.8, , 49.2, , ,2242.0
79.7, , 20.3, , ,2384.0
76.0, , 24.0, , ,2420.0
68.9, , 31.1, , ,2472.0
66.2, , 33.8, , ,2491.0
62.8, , 37.2, , ,2507.0
85.7, , 14.3, , ,2328.0
80.0, , 20.0, , ,2391.0
75.0, , 25.0, , ,2435.0
72.2, , 27.8, , ,2451.0
69.7, , 30.3, , ,2470.0
66.7, , 33.3, , ,2486.0
62.9, , 37.1, , ,2508.0
58.3, , 41.7, , ,2533.0
50.0, , 50.0, , ,2562.0
43.9, , 56.1, , ,2551.0
40.9, , 59.1, , ,2536.0
92.2, , 7.8, , ,2260.0
84.9, , 15.1, , ,2338.0
69.8, , 30.2, , ,2472.0
55.8, , 44.2, , ,2535.0
85.0, , 15.0, , ,2330.0
90.29, , 9.7, , ,2280.0
81.99, , 18.0, , ,2356.0
74.99, , 25.0, , ,2427.0
64.24, , 35.75, , ,2498.0
75.38, , 24.62, , ,2426.0
50.0, , 50.0, , ,2190.0
60.0, , 40.0, , ,2199.0
66.7, , 33.3, , ,2209.0
80.0, , 20.0, , ,2193.0
80.0, , 20.0, , ,2198.0
40.0, , 60.0, , ,2095.0
60.0, , 40.0, , ,2184.0
75.0, , 25.0, , ,2203.0
80.0, , 20.0, , ,2206.0
95.0, , 5.0, , ,2237.0
92.5, , 7.5, , ,2264.0
91.0, , 9.0, , ,2270.0
88.9, , 11.1, , ,2290.0
87.0, , 13.0, , ,2314.0
82.4, , 17.6, , ,2359.0
75.0, , 25.0, , ,2441.0
66.67, , 33.33, , ,2495.0
88.9, , 11.1, , ,2297.0
80.0, , 20.0, , ,2384.0
66.7, , 33.3, , ,2488.0
50.0, , 50.0, , ,2540.0
71.87, 5.13, 13.36, 0.46, 9.17,2490.0
72.0, 5.88, 16.25, 0.58, 5.28,2470.0
71.39, 4.43, 13.45, 1.17, 9.56,2500.0
71.39, 4.43, 13.45, 1.17, 9.56,2500.0
71.39, 4.43, 13.45, 1.17, 9.56,2500.0
71.39, 4.43, 13.45, 1.17, 9.56,2500.0
71.39, 4.43, 13.45, 1.17, 9.56,2500.0
71.39, 4.43, 13.45, 1.17, 9.56,2500.0
71.39, 4.43, 13.45, 1.17, 9.56,2500.0
71.39, 4.43, 13.45, 1.17, 9.56,2500.0
71.39, 4.43, 13.45, 1.17, 9.56,2500.0
71.39, 4.43, 13.45, 1.17, 9.56,2500.0
71.39, 4.43, 13.45, 1.17, 9.56,2500.0
68.69, 15.75, , 15.56, ,2460.0
66.54, , 20.68, 2.33, 10.44,140.0
83.73, , 16.27, , ,2370.0
85.0, , 15.0, , ,2340.0
80.0, , 20.0, , ,2380.0
70.0, , 30.0, , ,2470.0
