SiO2,Al2O3,MgO,CaO,Na2O,K2O,SO3,Young
46.2,33.59,15.81,4.4,0.0,0.0,0.0,108.8
47.99,24.43,9.66,17.92,0.0,0.0,0.0,101.9
52.11,37.9,8.99,0.0,0.0,0.0,0.0,105.0
49.59,38.26,9.08,0.0,0.0,0.0,0.0,135.0
61.47,15.28,5.42,1.09,8.38,3.94,0.0,70.0
61.17,17.5,2.01,0.2,12.72,4.52,0.0,71.0
58.54,19.15,4.02,0.4,11.86,5.02,0.0,72.0
59.74,15.58,2.5,0.12,15.51,4.25,0.0,66.0
61.2,17.62,2.01,0.1,10.77,5.53,0.0,68.0
61.83,17.65,2.02,0.1,10.78,5.54,0.0,68.0
61.24,17.66,1.98,0.2,12.02,5.44,0.0,72.0
75.63,1.0,0.0,12.04,11.03,0.3,0.0,71.4
61.79,17.48,20.73,0.0,0.0,0.0,0.0,100.3
48.05,32.61,19.34,0.0,0.0,0.0,0.0,110.9
25.37,43.06,0.0,31.57,0.0,0.0,0.0,103.6
8.55,43.54,0.0,47.91,0.0,0.0,0.0,106.4
74.17,0.0,0.0,0.0,12.59,13.24,0.0,57.3
65.19,0.0,0.0,0.0,17.29,17.52,0.0,45.1
40.0,20.0,0.0,40.0,0.0,0.0,0.0,86.24
38.84,19.42,0.0,38.84,0.0,0.0,0.0,103.9
70.0,17.0,0.0,0.0,9.0,0.0,0.0,79.87
41.94,31.64,12.39,3.48,7.69,0.0,0.09,91.0
62.17,15.45,5.49,0.0,8.47,3.98,0.0,70.0
38.79,24.07,14.22,0.0,9.82,13.1,0.0,82.32
34.76,22.37,0.0,20.48,9.23,13.16,0.0,82.96
33.72,21.31,0.0,11.67,13.08,19.56,0.0,77.66
48.18,16.25,11.53,0.0,9.64,14.4,0.0,75.35
45.83,22.75,8.08,0.0,9.28,14.06,0.0,76.02
43.32,21.62,0.0,12.05,8.96,13.48,0.0,77.98
54.92,15.26,5.57,0.0,9.6,14.65,0.0,69.6
53.35,14.9,0.0,8.31,9.0,13.92,0.0,73.02
52.18,21.73,0.0,3.89,8.81,13.39,0.0,72.6
58.26,7.24,9.55,0.0,14.08,8.01,0.0,71.49
58.11,6.88,0.0,10.05,22.11,0.0,0.0,74.05
58.38,6.9,0.0,10.14,14.42,7.26,0.0,71.49
37.08,62.92,0.0,0.0,0.0,0.0,0.0,102.0
52.21,29.51,0.0,0.01,17.87,0.0,0.0,68.3
42.3,35.9,0.0,0.0,21.8,0.0,0.0,69.8
54.28,21.9,0.0,0.009952,0.0,23.61,0.0,69.1
50.27,35.46,0.0,0.01,13.95,0.0,0.0,77.4
48.21,19.99,0.0,0.0,0.0,31.8,0.0,59.9
56.7,24.05,9.51,0.0,9.75,0.0,0.0,82.7
54.27,23.66,0.0,12.7,9.37,0.0,0.0,80.6
53.51,23.63,12.77,0.0,9.79,0.0,0.0,86.3
50.49,22.02,0.1,17.61,9.38,0.0,0.0,83.9
55.75,23.11,9.03,0.0,4.7,7.11,0.0,80.6
53.07,22.22,0.07,12.69,4.67,6.96,0.0,79.4
51.96,23.4,12.28,0.0,5.0,7.36,0.0,84.3
49.39,21.85,0.0,17.02,4.71,7.03,0.0,81.9
62.3,24.31,2.43,0.0,7.57,0.0,0.0,81.9
61.17,23.78,0.0,4.34,7.36,0.0,0.0,81.9
61.17,8.02,0.14,17.87,5.52,7.28,0.0,77.7
61.76,8.09,3.07,13.11,6.06,7.91,0.0,77.2
63.17,8.07,6.13,9.16,5.82,7.65,0.0,76.7
62.69,8.42,9.98,4.96,6.29,7.66,0.0,76.6
66.84,8.28,11.79,0.0,5.77,7.32,0.0,75.4
56.69,11.44,1.62,22.17,4.91,0.0,0.0,84.9
55.79,11.35,1.74,21.4,2.57,3.79,0.0,81.4
60.49,13.08,2.72,23.05,0.05,0.0,0.0,84.4
64.8,11.08,5.46,18.66,0.0,0.0,0.0,86.6
65.33,12.54,8.62,13.51,0.0,0.0,0.0,91.9
65.29,13.14,12.0,9.57,0.0,0.0,0.0,89.7
64.67,14.48,15.51,4.85,0.09,0.0,0.0,91.7
60.88,12.43,2.74,13.3,10.04,0.0,0.0,78.2
57.48,10.98,2.71,13.04,0.1,15.18,0.0,71.3
60.49,11.52,2.86,12.61,5.07,7.45,0.0,75.9
52.41,25.5,0.0,0.0,8.78,12.93,0.0,70.5
45.13,15.21,4.43,0.0,14.06,21.17,0.0,69.4
43.27,14.77,0.0,8.02,13.54,20.4,0.0,73.0
42.37,21.21,2.43,0.0,13.88,20.11,0.0,70.1
41.98,21.6,0.0,3.78,13.09,19.55,0.0,72.5
41.46,21.46,0.0,0.0,12.9,19.25,0.0,71.9
51.55,15.0,0.0,0.0,13.3,20.15,0.0,64.9
62.03,15.01,0.0,0.0,9.35,13.61,0.0,66.3
68.42,5.02,0.0,13.58,9.8,0.0,0.0,77.8
64.28,4.72,0.0,12.99,0.03,14.26,0.0,71.0
60.43,0.0,0.08,20.18,19.31,0.0,0.0,80.4
33.33,45.25,2.79,14.77,0.0,0.0,0.0,102.0
71.66,0.6,4.12,9.65,13.67,0.3,0.0,70.0
67.78,2.12,0.1,8.59,16.16,5.15,0.0,68.0
64.19,0.45,0.07,13.32,21.96,0.01,0.0,70.0
63.65,2.47,0.1,13.49,17.62,2.67,0.0,70.0
64.8,2.0,0.5,10.4,17.4,4.9,0.0,68.0
64.0,2.0,0.5,10.4,16.3,4.8,0.0,68.0
65.0,1.0,0.0,14.1,18.9,1.0,0.0,69.0
71.34,0.71,1.02,9.18,11.48,5.1,0.0,73.6
6.14,43.13,4.12,46.61,0.0,0.0,0.0,109.0
34.99,35.62,0.0,29.39,0.0,0.0,0.0,99.6
47.99,24.43,9.66,17.92,0.0,0.0,0.0,99.5
58.0,18.0,23.8,0.0,0.0,0.0,0.0,92.56
50.0,24.2,24.6,0.0,0.0,0.0,0.0,87.56
52.0,26.5,19.1,0.0,0.0,0.0,0.0,92.56
48.0,24.2,23.0,0.0,0.0,0.0,0.0,94.56
54.0,19.2,24.0,0.0,0.0,0.0,0.0,94.56
52.2,28.0,17.2,0.0,0.0,0.0,0.0,101.6
53.2,20.0,24.1,0.0,0.0,0.0,0.0,100.5
53.0,24.1,20.0,0.0,0.0,0.0,0.0,92.48
50.6,29.0,16.0,0.0,0.0,0.0,0.0,106.5
58.0,18.0,23.5,0.0,0.0,0.0,0.0,99.22
50.0,26.9,19.1,0.0,0.0,0.0,0.0,99.22
54.0,18.6,24.0,0.0,0.0,0.0,0.0,101.2
52.1,28.0,16.5,0.0,0.0,0.0,0.0,108.2
52.2,21.0,24.8,0.0,0.0,0.0,0.0,103.9
53.2,22.2,21.6,0.0,0.0,0.0,0.0,95.87
52.0,28.4,16.2,0.0,0.0,0.0,0.0,109.9
48.2,26.0,20.1,0.0,0.0,1.0,0.0,102.9
48.0,28.0,20.2,0.0,0.0,0.0,0.0,110.6
53.2,21.0,22.5,0.0,0.0,0.0,0.0,104.0
53.2,22.2,20.6,0.0,0.0,0.0,0.0,96.04
52.0,27.3,16.2,0.0,0.0,0.0,0.0,110.0
54.2,18.0,23.8,0.0,0.0,0.0,0.0,99.04
52.0,26.5,17.1,0.0,0.0,0.0,0.0,99.04
52.2,28.2,17.2,0.0,0.0,0.0,0.0,108.0
49.5,24.2,22.0,0.0,0.0,0.0,0.0,115.6
53.2,21.0,25.1,0.0,0.0,0.0,0.0,110.4
53.2,24.1,21.4,0.0,0.0,0.0,0.0,102.4
56.2,23.0,16.1,0.0,0.0,0.0,0.0,102.4
52.0,29.5,16.2,0.0,0.0,0.0,0.0,116.4
48.2,26.0,21.9,0.0,0.0,1.0,0.0,109.4
58.0,18.0,23.6,0.0,0.0,0.0,0.0,92.56
54.0,18.2,24.6,0.0,0.0,0.0,0.0,87.56
54.0,26.5,17.0,0.0,0.0,0.0,0.0,92.56
54.0,18.6,24.0,0.0,0.0,0.0,0.0,94.56
55.2,25.2,17.2,0.0,0.0,0.0,0.0,101.6
54.4,16.2,26.7,0.0,0.0,0.0,0.0,99.56
49.5,24.2,22.3,0.0,0.0,0.0,0.0,115.6
42.5,27.0,26.0,0.0,0.0,0.0,0.0,114.6
49.8,21.6,24.8,0.0,0.0,0.0,0.0,110.4
49.5,24.1,22.7,0.0,0.0,0.0,0.0,102.3
49.5,22.0,23.8,0.0,0.0,0.0,0.0,108.2
49.5,28.0,18.1,0.0,0.0,0.0,0.0,117.2
57.0,18.6,23.8,0.0,0.0,0.0,0.0,102.4
51.0,24.2,21.0,0.0,0.0,0.0,0.0,97.45
52.0,26.5,17.3,0.0,0.0,0.0,0.0,102.4
54.0,18.3,24.0,0.0,0.0,0.0,0.0,104.4
52.2,27.4,17.2,0.0,0.0,0.0,0.0,111.4
52.5,19.0,23.8,0.0,0.0,0.0,0.0,100.5
54.2,24.2,17.6,0.0,0.0,0.0,0.0,109.6
53.2,21.0,22.0,0.0,0.0,0.0,0.0,113.2
50.5,23.1,22.2,0.0,0.0,0.0,0.0,113.4
53.2,24.1,18.6,0.0,0.0,0.0,0.0,105.2
49.5,24.2,21.5,0.0,0.0,0.0,0.0,109.4
53.2,21.0,25.3,0.0,0.0,0.0,0.0,104.2
50.5,24.5,22.2,0.0,0.0,0.0,0.0,104.4
53.2,21.9,22.2,0.0,0.0,0.0,0.0,96.16
52.0,27.5,16.7,0.0,0.0,0.0,0.0,110.2
48.2,26.0,20.9,0.0,0.0,1.0,0.0,103.2
58.0,18.0,22.6,0.0,0.0,0.0,0.0,99.66
52.0,26.0,19.5,0.0,0.0,0.0,0.0,99.66
54.0,19.2,23.4,0.0,0.0,0.0,0.0,101.7
52.2,26.2,17.4,0.0,0.0,0.0,0.0,108.7
56.0,16.0,8.0,18.1,0.0,0.0,0.0,90.0
64.5,13.1,2.2,18.1,0.0,0.0,0.0,88.0
55.0,16.0,0.3,24.7,0.0,0.0,0.0,87.0
49.0,14.0,0.5,35.0,1.5,0.0,0.0,135.0
49.0,14.0,0.5,35.0,1.5,0.0,0.0,130.0
59.43,11.45,3.21,23.99,0.51,0.15,0.0,86.0
59.69,12.02,2.67,22.38,1.0,0.46,0.0,83.0
58.14,9.5,3.43,24.14,0.81,0.15,0.0,84.0
61.06,11.13,3.29,19.09,1.92,0.77,0.0,81.0
56.87,6.67,2.51,27.36,1.93,0.77,0.0,85.0
57.95,13.84,2.57,20.23,0.99,0.15,0.0,83.0
58.49,11.52,2.8,23.72,0.8,0.15,0.0,82.0
6.17,42.29,4.19,47.35,0.0,0.0,0.0,109.0
6.24,42.37,0.0,48.29,0.0,0.0,0.0,110.0
6.14,41.68,0.0,47.48,3.17,0.0,0.0,108.0
6.08,40.98,4.08,46.6,0.0,0.0,0.0,112.0
47.72,34.7,0.0,0.0,17.58,0.0,0.0,74.7
55.61,15.72,0.0,0.0,28.67,0.0,0.0,66.8
43.52,29.54,0.0,0.0,26.94,0.0,0.0,72.6
57.16,16.17,0.0,26.67,0.0,0.0,0.0,89.4
44.67,30.32,0.0,25.01,0.0,0.0,0.0,95.0
47.94,16.27,0.0,35.79,0.0,0.0,0.0,94.9
35.95,30.5,0.0,33.55,0.0,0.0,0.0,97.6
59.81,0.0,0.0,0.0,0.0,40.19,0.0,49.0
48.05,32.61,19.34,0.0,0.0,0.0,0.0,116.6
54.53,0.0,0.0,16.97,0.0,28.5,0.0,67.1
50.13,22.68,0.0,6.24,0.0,20.95,0.0,69.46
50.85,23.01,0.0,6.33,2.8,17.01,0.0,73.13
51.61,23.35,0.0,6.42,5.68,12.94,0.0,75.13
52.38,23.7,0.0,6.52,8.64,8.76,0.0,76.62
53.17,24.06,0.0,6.62,11.7,4.45,0.0,77.42
54.0,24.43,0.0,6.72,14.85,0.0,0.0,77.18
73.11,1.89,3.74,8.41,12.85,0.0,0.0,72.0
79.16,3.38,2.67,0.93,13.86,0.0,0.0,68.0
6.04,40.82,4.11,49.03,0.0,0.0,0.0,109.0
6.99,39.42,4.1,47.27,0.0,0.0,0.0,110.0
7.01,37.87,4.06,47.16,0.0,0.0,0.0,107.0
7.01,40.79,4.11,48.09,0.0,0.0,0.0,103.0
7.01,40.45,4.12,47.27,0.0,0.0,0.0,108.0
78.23,3.36,2.66,0.92,13.28,1.55,0.0,67.8
73.09,1.72,4.09,8.53,12.57,0.0,0.0,74.2
61.44,38.56,0.0,0.0,0.0,0.0,0.0,110.0
59.17,38.73,0.68,1.42,0.0,0.0,0.0,125.0
55.35,39.01,1.83,3.81,0.0,0.0,0.0,120.0
53.03,39.18,2.52,5.27,0.0,0.0,0.0,116.0
51.47,39.3,2.99,6.24,0.0,0.0,0.0,108.0
48.32,39.53,3.94,8.21,0.0,0.0,0.0,92.0
45.13,39.77,4.89,10.21,0.0,0.0,0.0,94.0
53.82,39.77,6.41,0.0,0.0,0.0,0.0,125.0
53.5,39.52,4.77,2.21,0.0,0.0,0.0,122.0
53.16,39.28,3.16,4.4,0.0,0.0,0.0,120.0
42.77,32.27,12.63,3.55,5.88,0.0,0.09,91.0
71.79,0.07,1.03,9.24,11.55,5.14,0.0,73.6
73.32,0.52,4.18,8.69,13.29,0.0,0.0,73.0
70.53,1.39,3.62,7.61,13.61,0.9,0.0,76.2
70.72,0.11,3.71,8.53,13.45,0.07,0.0,77.3
71.07,0.89,4.15,8.42,13.27,0.23,0.0,74.3
71.36,1.35,3.68,7.75,13.69,0.77,0.0,74.0
71.28,1.35,3.68,7.75,13.61,0.76,0.0,75.0
71.44,1.35,3.69,7.76,13.31,0.77,0.0,74.9
71.34,1.35,3.69,7.75,13.33,0.76,0.0,75.0
71.55,1.35,3.7,7.77,12.39,0.77,0.0,76.3
71.97,1.35,3.72,7.83,11.4,0.77,0.0,77.5
71.64,1.34,3.7,7.78,11.31,0.77,0.0,78.5
71.0,1.74,4.1,7.96,13.84,0.8,0.0,75.4
70.93,1.88,4.02,7.96,13.61,0.96,0.0,75.6
69.63,1.71,3.2,8.27,14.53,0.23,0.0,75.14
69.5,1.91,3.11,8.44,14.4,0.07,0.0,75.47
68.23,2.87,1.64,9.21,15.0,0.92,0.0,75.1
68.26,2.87,1.65,9.21,14.79,0.92,0.0,75.37
68.34,2.87,1.65,9.24,14.51,0.92,0.0,75.86
67.9,2.85,1.64,9.16,14.7,0.92,0.0,75.3
70.22,1.71,2.71,8.06,13.54,0.75,0.0,78.5
69.04,2.4,1.7,9.12,13.41,0.75,0.0,78.2
65.1,29.5,0.9,0.5,1.0,2.9,0.0,103.0
50.9,45.5,1.3,0.1,0.4,1.7,0.0,116.0
50.9,45.5,1.3,0.1,0.4,1.7,0.0,115.0
24.7,71.8,1.3,0.1,0.3,1.7,0.0,173.0
24.7,71.8,1.3,0.1,0.3,1.7,0.0,178.0
58.0,18.0,23.6,0.0,0.0,0.0,0.0,99.16
50.0,24.2,22.4,0.0,0.0,0.0,0.0,94.16
52.0,26.5,18.7,0.0,0.0,0.0,0.0,99.16
54.0,19.2,24.5,0.0,0.0,0.0,0.0,101.2
52.2,28.0,17.0,0.0,0.0,0.0,0.0,108.2
56.18,19.07,0.0,21.85,2.9,0.0,0.0,81.4
72.29,0.6,4.02,9.64,13.45,0.0,0.0,73.0
71.2,1.65,0.07,11.83,14.74,0.01,0.0,73.1
81.02,0.0,0.0,0.0,0.0,18.98,0.0,54.12
78.33,0.0,0.0,0.0,0.0,21.67,0.0,53.23
71.84,0.0,0.0,0.0,0.0,28.16,0.0,49.48
65.68,0.0,0.0,0.0,0.0,34.32,0.0,48.21
78.45,6.57,0.0,0.0,14.98,0.0,0.0,67.7
42.7,36.72,0.0,20.58,0.0,0.0,0.0,97.5
44.58,29.53,3.82,22.07,0.0,0.0,0.0,97.5
43.9,28.34,7.09,20.67,0.0,0.0,0.0,98.6
49.82,17.95,9.59,22.64,0.0,0.0,0.0,99.3
50.04,14.43,11.39,24.14,0.0,0.0,0.0,101.0
52.76,7.16,15.19,24.89,0.0,0.0,0.0,102.1
41.5,24.18,16.8,17.52,0.0,0.0,0.0,102.0
47.07,19.55,13.31,20.07,0.0,0.0,0.0,103.3
49.57,13.18,16.48,20.77,0.0,0.0,0.0,102.7
51.98,6.49,19.39,22.14,0.0,0.0,0.0,104.7
45.13,22.96,14.15,17.76,0.0,0.0,0.0,105.2
46.73,17.36,17.13,18.78,0.0,0.0,0.0,106.1
48.96,11.9,19.64,19.5,0.0,0.0,0.0,106.6
50.42,6.06,23.1,20.42,0.0,0.0,0.0,107.2
43.72,20.06,20.19,16.03,0.0,0.0,0.0,108.1
46.04,15.44,22.12,16.4,0.0,0.0,0.0,108.3
46.93,10.27,25.66,17.14,0.0,0.0,0.0,111.4
50.03,5.01,27.43,17.53,0.0,0.0,0.0,110.3
44.24,17.29,25.07,13.4,0.0,0.0,0.0,111.2
70.71,4.14,0.0,0.0,25.15,0.0,0.0,68.7
67.13,8.14,0.0,0.0,24.73,0.0,0.0,63.9
63.68,12.0,0.0,0.0,24.32,0.0,0.0,65.3
60.32,15.75,0.0,0.0,23.93,0.0,0.0,81.7
87.0,0.0,0.0,0.0,0.0,13.0,0.0,53.1
85.0,0.0,0.0,0.0,0.0,15.0,0.0,52.2
84.0,0.0,0.0,0.0,0.0,16.0,0.0,52.4
80.0,0.0,0.0,0.0,0.0,20.0,0.0,48.5
75.0,0.0,0.0,0.0,0.0,25.0,0.0,47.3
68.0,0.0,0.0,0.0,0.0,32.0,0.0,38.8
69.4,2.4,4.7,7.58,14.33,1.49,0.0,73.86
71.79,2.07,4.1,6.73,13.58,1.63,0.0,75.9
56.5,0.0,0.0,14.1,11.7,17.7,0.0,71.0
56.0,1.6,1.6,13.7,10.8,16.3,0.0,76.0
57.9,0.0,0.0,18.0,12.0,12.1,0.0,71.0
54.7,3.2,0.0,17.6,9.7,14.8,0.0,75.0
55.8,3.3,5.5,11.0,9.9,14.5,0.0,74.0
50.9,7.8,0.0,17.3,9.5,14.5,0.0,72.0
55.4,3.2,3.2,13.4,9.9,14.9,0.0,71.0
58.0,18.0,20.7,0.0,0.0,0.0,0.0,98.4
54.7,28.0,14.3,0.0,0.0,0.0,0.0,107.4
61.64,10.49,3.2,7.69,9.79,6.39,0.0,75.0
60.8,10.3,1.9,7.6,9.6,5.8,0.0,77.0
62.3,10.5,3.2,8.2,9.8,6.0,0.0,76.0
62.13,14.09,3.3,6.09,14.09,0.0,0.0,76.0
65.3,10.6,3.2,6.0,13.9,0.0,0.0,76.0
64.3,10.5,3.2,5.9,9.8,2.2,0.0,77.0
64.67,10.52,4.5,4.2,9.81,2.2,0.0,77.0
61.1,10.3,3.1,5.9,9.7,5.9,0.0,75.0
17.38,39.38,0.0,43.24,0.0,0.0,0.0,98.02
12.47,47.96,0.0,39.57,0.0,0.0,0.0,107.1
12.94,41.42,0.0,45.64,0.0,0.0,0.0,110.2
13.08,39.37,0.0,47.55,0.0,0.0,0.0,106.1
8.55,43.54,0.0,47.91,0.0,0.0,0.0,113.0
4.24,45.64,0.0,50.12,0.0,0.0,0.0,99.81
57.6,7.9,0.0,2.6,12.5,14.6,0.0,73.0
57.5,3.3,1.3,7.9,21.8,4.5,0.0,74.0
62.1,18.4,11.0,5.1,0.0,0.0,0.0,91.0
65.4,16.4,8.5,7.0,0.0,0.0,0.0,88.0
76.82,3.34,0.0,4.6,15.24,0.0,0.0,68.5
77.33,3.36,1.66,2.31,15.34,0.0,0.0,68.3
77.82,3.39,3.35,0.0,15.44,0.0,0.0,66.6
75.03,3.4,4.03,0.0,17.54,0.0,0.0,66.0
72.08,9.78,1.29,0.0,16.85,0.0,0.0,67.3
78.23,3.36,2.66,0.92,13.28,1.55,0.0,67.2
76.83,3.36,2.66,2.31,13.29,1.55,0.0,69.0
75.41,3.37,2.66,3.7,13.3,1.56,0.0,69.7
67.13,8.14,0.0,0.0,24.73,0.0,0.0,60.28
60.32,15.75,0.0,0.0,23.93,0.0,0.0,63.64
53.94,22.88,0.0,0.0,23.18,0.0,0.0,67.34
47.94,29.58,0.0,0.0,22.48,0.0,0.0,69.47
42.3,35.89,0.0,0.0,21.81,0.0,0.0,70.98
36.98,41.83,0.0,0.0,21.19,0.0,0.0,74.91
34.43,44.68,0.0,0.0,20.89,0.0,0.0,76.72
31.96,47.44,0.0,0.0,20.6,0.0,0.0,78.51
72.63,0.0,4.06,9.76,13.55,0.0,0.0,72.0
66.48,8.76,0.0,0.0,24.76,0.0,0.0,65.0
61.43,16.2,0.0,0.0,22.37,0.0,0.0,67.0
54.78,23.58,0.0,0.0,21.64,0.0,0.0,72.0
46.55,30.74,0.0,0.0,22.71,0.0,0.0,73.0
41.43,36.37,0.0,0.0,22.2,0.0,0.0,76.0
37.06,41.83,0.0,0.0,21.11,0.0,0.0,80.0
33.8,44.71,0.0,0.0,21.49,0.0,0.0,83.0
72.13,0.69,4.03,9.7,13.45,0.0,0.0,72.0
79.46,3.41,2.7,0.94,13.49,0.0,0.0,69.0
38.62,25.34,0.0,36.04,0.0,0.0,0.0,98.0
71.2,1.65,0.07,11.83,14.74,0.01,0.0,70.5
73.91,1.69,0.07,9.52,11.89,2.92,0.0,67.5
71.95,1.65,0.08,10.49,9.89,5.94,0.0,68.0
70.94,1.71,0.08,11.09,7.72,8.46,0.0,68.0
67.0,0.19,0.06,10.27,0.05,22.43,0.0,63.0
70.71,0.11,3.71,8.53,13.45,0.07,0.0,77.3
71.31,1.35,3.68,7.74,13.68,0.77,0.0,74.0
64.43,9.99,2.2,6.19,13.59,0.2,0.0,77.0
61.43,12.09,2.8,5.99,12.89,1.8,0.0,78.0
61.43,12.09,3.7,3.7,12.88,1.8,0.0,80.0
63.93,10.29,2.9,6.49,14.39,0.0,0.0,77.0
61.73,10.39,2.9,6.39,13.69,0.0,0.0,79.0
54.54,7.52,0.0,1.66,4.57,27.11,0.0,71.0
54.26,7.49,0.0,1.65,3.64,28.38,0.0,73.0
54.66,7.54,0.0,1.66,5.04,26.48,0.0,72.0
54.83,7.56,0.0,1.66,5.51,25.81,0.0,73.0
54.42,7.51,0.0,1.65,4.11,27.71,0.0,74.0
73.18,0.52,4.18,8.86,13.26,0.0,0.0,73.0
76.14,0.0,3.41,4.74,15.71,0.0,0.0,70.0
67.35,0.0,6.95,9.67,16.03,0.0,0.0,76.0
72.26,0.52,4.04,9.71,13.47,0.0,0.0,72.0
65.4,4.9,5.0,7.3,4.0,10.5,0.0,75.0
65.0,5.0,5.6,7.8,4.0,10.6,0.0,75.0
65.1,5.0,6.3,7.9,4.0,10.7,0.0,75.0
67.9,2.7,3.9,8.8,2.7,10.7,0.0,74.0
65.7,4.2,5.9,7.0,3.8,10.9,0.0,74.0
65.2,3.8,5.6,8.0,4.0,10.2,0.0,75.0
0.0,52.7,0.0,47.3,0.0,0.0,0.0,107.48
0.0,43.79,0.0,56.21,0.0,0.0,0.0,92.17
0.0,64.52,0.0,35.48,0.0,0.0,0.0,111.18
68.3,2.8,4.0,9.1,2.5,11.0,0.0,74.0
66.8,0.6,16.0,2.2,3.1,7.2,0.0,77.0
66.9,1.2,11.1,0.2,4.1,13.6,0.0,72.0
67.2,1.2,10.2,1.4,4.1,12.5,0.0,73.0
67.2,2.7,4.0,9.0,1.5,12.4,0.0,74.0
7.14,40.31,4.18,48.37,0.0,0.0,0.0,110.0
25.7,34.3,4.1,35.9,0.0,0.0,0.0,80.0
30.0,30.0,4.1,35.9,0.0,0.0,0.0,87.0
30.0,34.0,4.1,31.9,0.0,0.0,0.0,94.0
34.0,27.9,4.1,34.0,0.0,0.0,0.0,100.0
39.0,25.5,4.1,31.4,0.0,0.0,0.0,101.0
42.3,35.89,0.0,0.0,21.81,0.0,0.0,0.0
62.63,18.5,9.47,8.49,0.7,0.0,0.0,85.56
62.44,18.54,9.64,8.64,0.69,0.0,0.0,86.94
63.01,19.99,11.26,4.84,0.7,0.0,0.0,86.94
63.07,20.03,11.28,4.85,0.7,0.0,0.0,87.63
62.32,17.25,7.98,11.56,0.7,0.0,0.0,84.18
63.89,16.39,6.62,11.21,0.75,0.0,0.0,84.18
63.14,16.39,6.62,11.96,0.75,0.0,0.0,84.18
61.39,18.14,6.62,11.96,0.75,0.0,0.0,84.18
72.39,1.88,3.79,8.29,12.7,0.95,0.0,72.0
77.77,3.36,2.66,0.92,13.58,1.71,0.0,68.0
71.71,0.69,4.18,8.85,14.41,0.16,0.0,74.0
68.61,13.3,0.0,0.0,8.18,5.41,0.0,73.0
71.62,12.85,0.0,0.0,8.01,3.04,0.0,75.0
69.33,13.79,0.0,0.0,8.38,6.36,0.0,73.0
72.47,14.42,0.0,0.0,8.76,0.0,0.0,77.0
70.87,14.1,0.0,0.0,4.28,6.5,0.0,76.0
70.87,14.1,0.0,0.0,12.85,0.0,0.0,74.0
67.84,13.49,0.0,0.0,4.1,12.47,0.0,70.0
76.22,9.25,0.0,0.0,7.03,5.34,0.0,71.0
68.27,2.91,2.01,6.83,14.36,0.9,0.0,77.2
65.12,6.05,6.05,2.02,19.76,0.4,0.0,77.0
70.5,3.22,0.0,4.03,16.22,2.01,0.0,77.0
79.9,5.71,0.0,0.0,7.14,3.57,0.0,71.0
79.89,5.0,0.0,0.0,7.5,3.75,0.0,71.0
78.38,6.14,0.0,0.0,7.68,3.84,0.0,72.0
78.39,5.37,0.0,0.0,8.06,4.03,0.0,71.0
76.84,6.57,0.0,0.0,8.21,4.1,0.0,72.0
76.89,5.75,0.0,0.0,8.62,4.31,0.0,71.0
62.42,18.54,9.64,8.64,0.69,0.0,0.0,86.94
68.6,13.3,0.0,0.0,8.2,5.4,0.0,73.0
71.6,12.9,0.0,0.0,8.0,3.0,0.0,75.0
69.3,13.8,0.0,0.0,8.4,6.4,0.0,73.0
70.9,14.1,0.0,0.0,4.3,6.5,0.0,76.0
70.8,14.1,0.0,0.0,12.9,0.0,0.0,74.0
67.8,13.5,0.0,0.0,4.1,12.5,0.0,70.0
63.33,10.26,2.06,15.31,1.98,4.06,0.0,75.0
59.8,16.11,2.23,14.17,1.96,2.98,0.0,90.0
58.23,15.81,1.88,13.04,2.88,4.38,0.0,81.0
60.17,15.95,1.89,11.85,2.91,2.95,0.0,83.0
58.27,15.69,2.17,12.08,2.86,4.35,0.0,82.0
29.36,40.87,2.37,27.4,0.0,0.0,0.0,112.0
28.61,39.79,2.33,26.9,0.0,0.0,0.0,107.0
27.9,38.72,2.29,26.43,0.0,0.0,0.0,108.0
25.61,43.44,2.35,28.6,0.0,0.0,0.0,109.0
25.19,42.02,2.31,28.13,0.0,0.0,0.0,111.0
24.78,40.64,2.27,27.68,0.0,0.0,0.0,109.0
64.7,13.7,3.8,0.0,8.4,5.5,0.0,77.0
63.8,13.7,3.8,0.0,8.4,5.5,0.0,77.0
65.94,15.31,0.0,0.0,9.3,7.0,0.0,74.0
67.76,13.54,0.0,0.0,12.29,6.18,0.0,69.0
66.23,13.25,0.0,0.0,8.05,12.24,0.0,67.0
64.42,13.74,3.84,0.0,8.35,5.53,0.0,77.0
63.61,13.71,3.83,0.0,8.34,5.52,0.0,77.0
62.63,18.5,9.47,8.49,0.7,0.0,0.0,85.5
62.44,18.54,9.64,8.64,0.69,0.0,0.0,86.9
63.01,19.99,11.26,4.84,0.7,0.0,0.0,86.9
63.09,20.03,11.28,4.85,0.7,0.0,0.0,87.6
62.32,17.25,7.98,11.56,0.7,0.0,0.0,84.1
63.89,16.39,6.62,11.21,0.75,0.0,0.0,84.1
63.14,16.39,6.62,11.96,0.75,0.0,0.0,84.1
61.39,18.14,6.62,11.96,0.75,0.0,0.0,84.1
61.39,18.89,9.62,8.71,0.25,0.0,0.0,86.9
63.89,18.64,9.62,6.96,0.25,0.0,0.0,84.8
65.0,15.0,6.0,14.0,0.0,0.0,0.0,82.7
65.0,15.0,5.0,14.0,0.0,0.0,0.0,82.0
74.23,2.06,0.0,9.28,14.43,0.0,0.0,76.0
