SiO2,Al2O3,MgO,CaO,Na2O,K2O,SO3,Young
 60.0, 15.0, 10.0, , , , , 90.16
 60.0, 10.0, 15.0, , , , , 92.12
 55.0, 20.0, 10.0, , , , , 89.18
 55.0, 15.0, 15.0, , , , , 96.04
 55.0, 15.0, 15.0, , , , , 94.08
 55.0, 20.0, 10.0, , , , , 92.12
 46.3, 17.8, 21.9, , , , , 143.0
 45.7, 17.6, 20.2, , , , , 138.0
 47.1, 15.4, 23.1, , , , , 146.0
 47.3, 18.5, 20.1, , , , , 136.0
 47.5, 20.0, 18.4, , , , , 133.0
 48.9, 17.4, 19.7, , , , , 132.0
 44.7, 19.0, 22.3, , , , , 151.0
 46.6, 17.3, 20.9, , , , , 134.0
 46.8, 18.0, 21.0, , , , , 126.0
 47.2, 17.0, 20.8, , , , , 135.0
 59.0, 17.0, 5.0, 4.5, , , , 76.2
 58.0, 18.0, 5.0, 2.5, , , , 76.6
 60.0, 16.0, 3.5, 1.5, , , , 74.3
 59.0, 16.0, 3.5, 1.5, , , , 74.3
 59.0, 16.0, 2.0, 1.5, , , , 74.3
 58.0, 18.0, 5.0, 2.5, , , , 76.1
 57.5, 18.5, 4.0, 0.5, , , , 75.2
 64.0, 17.0, , 7.0, , , , 73.9
 59.0, 18.5, 4.0, , , , , 75.7
 56.0, 19.0, 6.0, , , , , 75.1
 44.3, 17.09, 8.89, 18.2, , , , 108.0
 44.07, 16.02, 11.96, 7.83, 1.08, , , 111.0
 41.34, 29.62, 8.01, 10.29, , , , 105.0
 36.3, 33.87, 10.95, 11.85, , , , 103.0
 45.16, 21.2, 5.16, 8.97, 2.97, , , 107.0
 49.81, 26.6, 6.8, 6.02, , , , 100.0
 43.8, 21.45, 3.94, 5.06, 3.73, , , 104.0
 51.54, 22.07, 7.48, 2.17, 1.92, , , 102.0
 54.34, 12.5, 8.65, 1.72, 0.95, , , 107.0
 55.04, 13.02, 2.9, 4.48, 8.31, , , 92.0
 44.4, 17.07, 8.89, 18.1, , , 0.08, 108.0
 44.3, 19.19, 7.59, 19.35, , , 0.005024, 104.0
 63.87, 17.83, 1.71, 4.28, , , 0.11, 90.0
 64.43, 17.35, 1.71, 4.29, , , , 90.0
 45.22, 13.98, , 3.84, 5.95, , 0.1, 92.0
 44.79, 25.12, 13.24, , 4.07, , 0.08, 107.0
 41.94, 31.64, 12.39, 3.48, 7.69, , 0.09, 91.0
 45.56, 23.14, 10.92, 4.24, , , 0.006058, 106.0
 45.56, 23.14, 10.92, 4.24, , , , 106.0
 49.35, 23.78, 1.81, 3.77, 3.89, , 0.1, 91.0
 49.0, 5.0, , 5.0, 2.5, 1.5, , 125.0
 49.0, 5.0, , 5.0, 2.5, 1.5, , 120.0
 49.0, 5.0, , 5.0, 2.5, 1.5, , 130.0
 58.5, 14.0, , 4.2, , 1.0, , 85.0
 50.86, 8.51, 4.0, 2.0, 10.01, 3.0, , 96.0
 44.3, 13.75, 16.65, , 5.1, , , 131.0
 15.1, 2.0, , 10.2, 1.4, , , 142.0
 43.76, 25.99, 12.04, , , , , 135.6
 43.74, 26.34, 12.37, , , , , 131.9
 42.25, 26.14, 13.29, , , , , 138.4
 41.99, 27.08, 9.02, , , , , 131.9
 42.74, 27.55, 10.89, , , , , 137.4
 42.45, 22.99, 15.76, , , , , 153.8
 41.48, 26.22, 13.92, , , , , 147.5
 41.02, 25.91, 12.59, , , , , 140.1
 48.77, 21.73, 11.04, , , , , 123.2
 46.43, 23.31, 11.85, , , , , 131.5
 43.47, 19.61, 17.68, , , , , 157.3
 46.09, 20.8, 20.07, , , , , 149.8
 41.78, 18.85, 15.8, , , , , 142.6
 43.03, 19.42, 16.27, , , , , 153.3
 44.19, 19.94, 17.98, , , , , 151.5
 42.94, 19.38, 17.46, , , , , 152.0
 40.75, 18.39, 16.58, , , , , 132.9
 44.88, 20.25, 18.26, , , , , 147.8
 36.97, 20.1, 23.21, , , , , 187.9
 35.29, 20.23, 24.63, , , , , 198.0
 42.92, 26.28, 11.87, , , , , 138.9
 43.08, 26.38, 10.43, , , , , 132.6
 42.79, 26.47, 12.86, , , , , 141.1
 45.0, 27.84, 14.15, , , , , 137.6
 43.71, 23.17, 12.52, , , , , 135.2
 42.75, 23.15, 14.64, , , , , 145.4
 45.08, 22.94, 12.7, , , , , 135.7
 39.89, 19.67, 20.22, , , , , 163.2
 43.08, 19.43, 17.52, , , , , 150.4
 38.92, 20.14, 21.97, , , , , 180.0
 62.17, 15.45, 5.49, , 8.47, 3.98, , 70.0
 41.94, 14.23, 11.25, , , , , 111.8
 42.61, 14.46, 12.01, , , , , 119.4
 41.94, 14.24, 11.26, , , , , 109.0
 46.06, 11.16, 18.28, , , , , 126.3
 45.18, 10.95, 16.08, , , , , 118.0
 46.2, 33.59, 15.81, 4.4, , , , 108.8
 33.1, 17.55, 16.66, 3.86, , , , 125.1
 31.5, 22.91, 9.06, 12.6, , , , 120.0
 32.08, 23.32, 9.22, 17.11, , , , 113.4
 34.19, 21.76, 14.33, 7.98, , , , 119.4
 37.2, 36.71, 8.71, 8.08, , , , 112.0
 29.22, 41.75, , 10.76, , , , 111.4
 30.83, 39.23, 10.34, , , , , 124.2
 42.58, 24.63, 22.72, , , , , 116.0
 35.13, 25.34, 20.62, , , , , 124.7
 75.63, 1.0, , 12.04, 11.03, 0.3, , 71.4
 67.0, 1.0, 2.0, 10.0, 7.0, 5.0, , 77.0
 50.7, 13.77, 10.21, 14.2, , , , 104.0
 35.75, 15.17, 7.19, 10.01, 6.45, , , 103.0
 39.66, 6.73, , 41.64, 3.07, , , 109.0
 47.17, 3.56, 10.55, 10.76, 3.24, , , 110.0
 46.68, 3.6, 10.68, 13.86, 4.38, , , 109.0
 48.66, 3.59, 12.06, 8.88, 3.27, , , 110.0
 54.0, 19.5, 14.0, 2.0, , , , 135.0
 56.8, 17.0, 16.0, 2.2, , , , 128.0
 57.5, 14.0, 16.0, 2.5, , , , 143.0
 57.1, 17.9, 14.0, 2.0, , , , 133.0
 56.0, 15.0, 10.4, 3.8, , , , 141.0
 59.5, 12.0, 17.0, 0.5, , , , 138.0
 41.7, 18.7, 17.0, 3.8, , , , 151.0
 45.1, 19.5, 18.0, 2.0, , , , 121.0
 56.0, 14.5, 11.0, 4.0, , , , 122.0
 55.5, 10.0, 18.0, 3.0, , , , 143.0
 52.2, 17.0, 12.0, 2.0, , , , 120.0
 52.2, 16.0, 12.0, 2.0, , , , 128.0
 56.0, 15.0, 13.0, 3.5, , , , 120.0
 41.0, 20.0, 16.0, 3.9, , , , 122.0
 46.1, 15.0, 18.0, 3.5, , , , 130.0
 49.0, 11.0, 19.0, 0.5, , , , 140.0
 56.8, 14.0, 14.0, 1.0, , , , 135.0
 60.0, 16.0, 10.5, 1.0, , , , 148.0
 49.2, 17.0, 12.0, 2.0, , , , 128.0
 41.0, 20.0, 16.0, 3.9, , , , 125.0
 43.76, 25.99, 12.04, , , , , 135.6
 42.74, 27.55, 10.89, , , , , 137.4
 40.55, 25.62, 11.29, , , , , 132.9
 38.58, 28.63, 14.55, , , , , 154.1
 43.47, 19.61, 17.68, , , , , 157.3
 45.03, 19.5, 16.34, , , , , 149.0
 42.92, 19.37, 16.23, , , , , 155.5
 38.69, 23.7, 10.71, , , , , 138.9
 40.57, 20.65, 11.43, , , , , 139.4
 38.05, 17.92, 17.29, , , , , 156.8
 50.7, 13.77, 10.21, 14.2, , , , 104.0
 32.76, 12.7, 7.53, 15.72, 5.79, , , 104.0
 44.85, 3.8, 22.56, 15.69, 2.31, , , 115.0
 46.68, 3.6, 10.68, 13.86, 4.38, , , 109.0
 45.52, 6.87, 8.82, 12.27, 4.17, , , 108.0
 38.79, 24.07, 14.22, , 9.82, 13.1, , 82.32
 34.76, 22.37, , 20.48, 9.23, 13.16, , 82.96
 33.72, 21.31, , 11.67, 13.08, 19.56, , 77.66
 28.07, 18.06, , , 10.94, 15.64, , 72.9
 48.18, 16.25, 11.53, , 9.64, 14.4, , 75.35
 45.83, 22.75, 8.08, , 9.28, 14.06, , 76.02
 43.32, 21.62, , 12.05, 8.96, 13.48, , 77.98
 36.15, 18.58, , , 7.64, 11.2, , 73.88
 41.26, , , , 8.61, 13.07, , 75.08
 54.92, 15.26, 5.57, , 9.6, 14.65, , 69.6
 53.35, 14.9, , 8.31, 9.0, 13.92, , 73.02
 47.14, 13.32, , , 8.1, 12.16, , 68.86
 52.03, 14.68, , , 8.95, 13.1, , 69.97
 52.18, 21.73, , 3.89, 8.81, 13.39, , 72.6
 48.93, 20.55, , , 8.19, 12.39, , 71.22
 61.24, 18.99, 3.44, , 10.7, , , 79.98
 63.12, 16.75, , 4.67, 10.35, , , 80.98
 61.69, 15.89, , , 9.81, , , 80.04
 59.04, 15.48, , , 9.57, , , 78.99
 62.08, 16.51, , , 10.15, , , 80.99
 60.74, 15.28, , , 9.79, , , 84.27
 62.5, 16.3, , , 9.9, , , 79.54
 65.84, 24.5, , 4.61, , , , 82.82
 80.52, 5.48, , , , 3.34, , 74.88
 58.26, 7.24, 9.55, , 14.08, 8.01, , 71.49
 58.11, 6.88, , 10.05, 22.11, , , 74.05
 58.38, 6.9, , 10.14, 14.42, 7.26, , 71.49
 58.0, 7.0, , , 22.0, , , 66.91
 58.0, 7.0, , , 14.0, 8.0, , 67.86
 54.32, 17.68, 3.55, 16.93, , , , 85.04
 76.0, , , , 3.85, 1.32, , 62.12
 70.82, 8.12, , 0.89, 6.39, , , 66.63
 46.55, , , 8.46, 9.83, 14.71, , 77.33
 44.0, 0.44, , 39.26, 4.57, , , 83.07
 59.77, 15.83, 3.28, , 10.46, , , 82.0
 25.35, 30.11, , , , , , 118.0
 23.49, 24.91, , , , , , 118.0
 22.93, 23.35, , , , , , 122.0
 20.93, 17.76, , , , , , 120.0
 19.26, 13.07, , , , , , 125.0
 37.08, 62.92, , , , , , 102.0
 , , , , , 5.62, , 37.6
 72.32, 19.67, , , 0.04, 0.009943, , 79.4
 69.67, 17.68, , , , , , 82.4
 70.4, 13.94, , , , , , 82.7
 54.84, 38.39, , , 0.09, , , 88.6
 52.21, 29.51, , 0.01, 17.87, , , 68.3
 42.3, 35.9, , , 21.8, , , 69.8
 54.28, 21.9, , 0.009952, , 23.61, , 69.1
 50.27, 35.46, , 0.01, 13.95, , , 77.4
 48.21, 19.99, , , , 31.8, , 59.9
 56.7, 24.05, 9.51, , 9.75, , , 82.7
 54.27, 23.66, , 12.7, 9.37, , , 80.6
 44.8, 18.68, , , 7.68, , , 75.6
 52.11, 21.0, , , 9.02, , , 79.7
 48.55, 20.67, , 0.00998, 8.38, , , 78.9
 53.51, 23.63, 12.77, , 9.79, , , 86.3
 50.49, 22.02, 0.1, 17.61, 9.38, , , 83.9
 39.13, 18.04, , , 7.32, , , 76.7
 47.09, 21.15, , 0.009923, 8.72, , , 82.4
 43.37, 20.05, , 0.009907, 7.99, , , 81.2
 55.75, 23.11, 9.03, , 4.7, 7.11, , 80.6
 53.07, 22.22, 0.07, 12.69, 4.67, 6.96, , 79.4
 43.58, 18.96, , , 3.74, 5.55, , 74.5
 49.77, 21.32, , 0.01, 4.44, 6.59, , 79.1
 48.73, 19.26, , 0.00999, 4.22, 6.34, , 77.9
 51.96, 23.4, 12.28, , 5.0, 7.36, , 84.3
 49.39, 21.85, , 17.02, 4.71, 7.03, , 81.9
 38.15, 16.91, , , 3.55, 5.25, , 75.3
 44.75, 21.24, , , 4.53, 6.93, , 80.9
 42.91, 19.42, , , 4.13, 6.08, , 79.0
 62.13, 24.61, , , 0.07, , , 82.8
 64.54, 25.45, 2.76, , 0.06, , , 83.1
 60.24, 24.73, , , 0.07, , , 83.1
 62.14, 24.6, , , 0.06, , , 83.1
 58.99, 24.53, , , 0.09, , , 73.3
 63.3, 24.91, , 4.54, 0.08, , , 85.0
 58.21, 22.96, , , 0.09, , , 82.9
 60.08, 23.78, , , 7.11, , , 78.8
 62.3, 24.31, 2.43, , 7.57, , , 81.9
 58.93, 23.35, , , 7.29, , , 80.2
 60.71, 22.71, , , 7.2, , , 81.4
 52.34, 21.4, , , 6.45, 9.6, , 63.7
 61.17, 23.78, , 4.34, 7.36, , , 81.9
 56.5, 22.3, , , 6.76, , , 80.0
 46.21, 6.1, , , 4.67, 5.42, , 69.6
 47.88, 6.46, , , 4.58, 5.42, , 71.3
 50.58, 6.47, , , 4.65, 6.02, , 72.6
 50.25, 6.69, , , 4.99, 6.22, , 73.9
 53.39, 6.92, , , 5.1, 6.58, , 74.4
 48.72, 6.5, , 3.45, 4.76, 5.98, , 72.9
 50.55, 6.56, , 3.62, 5.38, 6.53, , 74.3
 52.35, 6.89, , 3.8, 5.38, 6.82, , 76.9
 54.61, 7.16, , 3.95, 5.75, 7.2, , 76.1
 52.97, 6.97, , 7.89, 4.95, 6.2, , 75.0
 54.81, 7.22, 0.06, 7.72, 5.37, 6.59, , 76.0
 56.64, 7.47, 0.06, 8.21, 5.65, 7.19, , 75.5
 56.45, 7.6, 0.13, 12.23, 5.21, 6.59, , 76.8
 58.22, 7.64, 0.04, 12.62, 6.03, 7.69, , 77.4
 61.17, 8.02, 0.14, 17.87, 5.52, 7.28, , 77.7
 61.76, 8.09, 3.07, 13.11, 6.06, 7.91, , 77.2
 59.47, 7.9, 2.84, 9.07, 5.54, 7.24, , 76.2
 57.44, 7.54, 2.59, 4.1, 5.49, 7.04, , 76.1
 63.17, 8.07, 6.13, 9.16, 5.82, 7.65, , 76.7
 55.66, 7.25, 2.73, , 5.4, 6.77, , 74.5
 60.24, 8.07, 5.81, 4.36, 5.68, 6.95, , 76.1
 56.93, 7.49, 5.67, , 5.53, 6.86, , 74.9
 62.69, 8.42, 9.98, 4.96, 6.29, 7.66, , 76.6
 60.93, 8.15, 8.76, , 5.88, 7.33, , 75.4
 66.84, 8.28, 11.79, , 5.77, 7.32, , 75.4
 50.34, 16.06, 9.73, , 4.83, 7.39, , 70.1
 46.64, 16.45, 0.07, 13.3, 4.7, 7.15, , 74.3
 40.88, 12.28, , , 3.86, 5.82, , 75.2
 45.83, 15.42, , , 4.47, 6.68, , 66.4
 45.07, 12.99, , , 4.26, 6.27, , 76.2
 51.21, 12.4, 9.81, , 4.97, 7.54, , 72.2
 49.76, 11.51, , 12.8, 4.72, 7.1, , 76.8
 47.2, 11.04, , , 4.46, 6.82, , 68.2
 44.32, 10.89, , 0.009982, 4.29, 6.42, , 77.9
 50.8, 12.29, 9.63, , 4.83, 7.37, , 73.4
 49.38, 12.48, , 12.83, 4.56, 6.77, , 77.3
 41.34, 9.35, , , 3.73, 5.53, , 77.9
 47.06, 11.07, , 0.01, 4.22, 6.4, , 69.1
 44.66, 10.2, , , 4.23, 6.27, , 78.8
 56.69, 11.44, 1.62, 22.17, 4.91, , , 84.9
 55.79, 11.35, 1.74, 21.4, 2.57, 3.79, , 81.4
 60.49, 13.08, 2.72, 23.05, 0.05, , , 84.4
 64.8, 11.08, 5.46, 18.66, , , , 86.6
 65.33, 12.54, 8.62, 13.51, , , , 91.9
 65.29, 13.14, 12.0, 9.57, , , , 89.7
 64.67, 14.48, 15.51, 4.85, 0.09, , , 91.7
 60.88, 12.43, 2.74, 13.3, 10.04, , , 78.2
 57.48, 10.98, 2.71, 13.04, 0.1, 15.18, , 71.3
 60.49, 11.52, 2.86, 12.61, 5.07, 7.45, , 75.9
 52.41, 25.5, , , 8.78, 12.93, , 70.5
 44.92, 15.78, , , 9.27, 13.61, , 78.5
 34.43, 12.26, , , 7.32, 10.86, , 71.4
 41.64, 14.42, , , 8.75, 13.15, , 74.6
 45.13, 15.21, 4.43, , 14.06, 21.17, , 69.4
 43.27, 14.77, , 8.02, 13.54, 20.4, , 73.0
 37.26, 13.01, , , 11.72, 17.58, , 68.7
 41.68, 14.33, , , 13.14, 19.7, , 69.7
 42.37, 21.21, 2.43, , 13.88, 20.11, , 70.1
 41.98, 21.6, , 3.78, 13.09, 19.55, , 72.5
 38.93, 20.48, , , 12.28, 17.48, , 70.7
 41.46, 21.46, , , 12.9, 19.25, , 71.9
 51.55, 15.0, , , 13.3, 20.15, , 64.9
 51.01, 21.66, , , 8.77, 13.2, , 70.5
 62.03, 15.01, , , 9.35, 13.61, , 66.3
 70.56, 5.12, , 1.03, 7.01, 0.05, , 66.1
 75.96, 3.06, , 2.02, 6.66, , , 72.1
 75.34, 5.01, , 1.01, 5.04, 1.89, , 69.2
 58.15, , 3.22, 5.26, 9.61, 7.76, , 79.1
 45.97, , 2.41, , 9.51, 14.19, , 78.7
 50.33, , 2.9, , 9.18, 8.55, , 74.7
 56.96, 18.73, , , , , , 74.0
 57.6, 17.97, , , 0.06, , , 72.6
 64.74, 10.72, 4.2, 5.8, , 5.12, , 72.7
 68.42, 5.02, , 13.58, 9.8, , , 77.8
 64.28, 4.72, , 12.99, 0.03, 14.26, , 71.0
 71.65, 5.11, 7.52, , 10.15, , , 73.8
 , 2.9, , , , , , 122.1
 58.61, , , 0.83, 6.82, 7.63, , 71.1
 59.89, , , 0.79, 6.75, 7.46, , 70.5
 69.07, , , 1.0, 7.54, 5.72, , 69.9
 64.81, , , 1.0, 7.75, 5.86, , 71.6
 67.22, , 0.02, 3.87, 7.67, 5.65, , 71.5
 68.92, , , , 7.78, 5.92, , 68.4
 67.47, , , 1.01, 4.0, 10.18, , 67.9
 68.04, , , 1.02, 10.74, 2.93, , 69.7
 68.6, , 0.02, 2.99, 7.91, 5.91, , 70.3
 72.22, , , 1.01, 3.84, 9.84, , 66.6
 , 4.08, , 18.39, , , , 62.9
 60.43, , 0.08, 20.18, 19.31, , , 80.4
 38.0, 17.5, 2.4, 21.1, 3.5, 1.8, 0.2, 85.0
 12.48, 23.53, , , , , , 154.0
 , , , , , 12.5, , 47.7
 , , , , , 9.34, , 48.8
 , 4.06, , 4.47, , 9.37, , 61.1
 , 10.53, , , 6.4, 9.73, , 55.2
 , 14.18, , , , , , 79.0
 36.22, 15.6, 2.3, 31.91, 1.7, 1.3, , 90.4
 36.22, 15.6, 2.3, 31.91, 1.7, 1.3, , 115.0
 59.0, 17.0, 5.0, 4.5, , , , 76.2
 58.0, 18.0, 5.0, 2.5, , , , 76.6
 60.0, 16.0, 3.4, 1.6, , , , 74.3
 59.0, 16.0, 3.4, 1.6, , , , 74.3
 58.0, 18.0, 5.0, 2.5, , , , 76.1
 64.0, 17.0, 3.1, 3.5, , , , 75.7
 55.0, 22.0, 3.0, 3.0, , , , 78.9
 55.0, 15.1, 10.0, 2.0, , , , 78.5
 57.9, 16.0, 6.0, 1.6, , , , 75.6
 60.0, 16.0, 3.4, 1.6, , , , 74.1
 36.4, 35.7, 12.7, , , , , 120.0
 35.9, 35.7, 12.7, , , , , 122.0
 35.4, 35.2, 12.6, , , , , 140.0
 36.5, 30.9, 12.8, , , , , 128.0
 38.5, 32.9, 13.6, , , , , 126.0
 35.4, 16.8, 4.2, 27.7, , , , 119.0
 29.5, 31.9, 8.1, , , , , 137.0
 30.1, 14.8, 15.7, , , , , 138.0
 28.69, 50.19, 14.43, , , , , 113.0
 37.56, 47.45, 5.9, 0.75, , , , 108.0
 31.79, 52.61, 3.73, , , , , 113.0
 25.83, 53.43, 9.21, 0.75, , , , 112.0
 31.21, 38.25, 9.3, 1.62, , , , 101.0
 54.19, 9.58, 26.51, , , , , 101.0
 29.1, 49.38, 2.17, 9.05, , , , 106.0
 33.33, 45.25, 2.79, 14.77, , , , 102.0
 21.92, 48.97, 1.47, , , , , 100.0
 36.2, 40.51, , , , , , 100.0
 56.14, 23.86, , , , , , 91.4
 52.97, 22.48, 5.64, , , , , 90.1
 54.27, 23.63, 0.96, 0.96, , , , 86.1
 55.38, 24.18, 0.96, 0.96, , , , 85.8
 54.86, 23.95, 0.95, 0.95, , , , 84.8
 54.8, 23.86, 0.97, 0.97, , , , 83.1
 59.46, 24.78, 2.02, , , , , 83.7
 58.61, 24.36, 2.0, 0.95, , , , 83.8
 58.5, 25.36, 1.92, 0.96, , , , 83.9
 58.07, 25.1, 1.92, 1.92, , , , 82.4
 27.42, 1.0, 20.02, 8.91, 5.91, , , 114.0
 27.4, 1.0, 16.0, 8.9, 6.5, , , 111.0
 27.4, 0.5, 16.0, 8.9, 0.6, , , 132.0
 76.5, 3.5, 0.8, , , 3.8, , 85.0
 76.5, 3.5, 0.8, , , 3.8, , 90.0
 76.5, 3.5, 0.8, , , 3.8, , 120.0
 75.9, 3.5, 0.6, , , 3.8, , 111.0
 76.5, 3.5, 1.0, , , 3.5, , 100.0
 76.8, 3.5, 0.8, , , 3.8, , 142.0
 76.0, 3.8, 1.0, , , 3.8, , 110.0
 76.5, 3.5, 1.3, , , 3.8, , 122.0
 76.5, 3.5, 0.8, , , 3.8, , 125.0
 76.0, 3.4, 0.9, , , 3.9, , 120.0
 63.16, 6.78, 2.95, 7.06, 1.58, , , 92.5
 62.53, 6.73, 2.93, 7.03, 1.57, , , 93.4
 62.55, 5.92, 2.96, 7.1, 1.59, , , 93.4
 61.71, 5.88, 2.94, 6.95, 1.58, , , 94.5
 63.23, 3.65, 3.09, 6.98, 1.59, , , 93.5
 56.21, 9.87, 2.98, 6.9, 4.68, , , 95.0
 66.13, 6.26, 3.13, 7.5, 1.68, , , 92.9
 64.71, 6.12, 5.06, 1.09, 1.64, , , 92.4
 65.77, 6.22, 1.66, 9.47, 1.67, , , 93.1
 63.64, 5.98, 2.99, 7.15, 1.6, , , 92.5
 63.5, 8.12, 3.0, 7.16, 2.09, , , 93.7
 67.53, 8.69, 3.22, 7.62, 2.25, , , 90.0
 64.82, 8.4, 3.11, 7.34, 2.11, , , 93.4
 63.86, 8.28, 3.06, 7.23, 2.08, , , 91.0
 63.05, 8.16, 3.01, 7.07, 2.09, , , 94.6
 65.64, 8.43, , 11.79, , , , 90.0
 60.73, 7.86, 2.9, 6.81, 2.02, , , 94.9
 64.22, 6.57, 3.03, 7.24, 2.11, , , 95.1
 62.76, 9.84, , 11.22, 2.07, , , 90.9
 64.9, 8.41, 4.84, 4.93, 3.22, , , 91.7
 27.67, 3.81, , , , , , 103.3
 25.91, 6.28, , , , , , 100.1
 23.35, 6.6, , 10.9, , , , 109.3
 66.59, 15.61, 3.88, , , , , 88.32
 65.46, 15.32, 2.19, , , , , 89.01
 68.35, 14.03, 2.59, , , , , 86.94
 22.0, 37.0, 9.0, 2.0, , , , 130.0
 37.0, 33.0, 5.0, 1.0, , , , 120.0
 30.0, 27.0, 11.0, 0.5, 1.0, 1.0, , 115.0
 26.79, 21.03, 8.31, 3.13, , , , 131.0
 34.32, 17.47, 8.35, 4.4, , , , 126.0
 37.25, 20.98, 7.67, 1.19, , , , 124.0
 42.02, 19.45, 4.56, 3.57, , , , 119.0
 39.13, 6.04, 8.47, 8.13, , , , 123.0
 31.06, 17.57, 2.32, 9.66, , , , 120.0
 42.02, 20.06, 7.05, 11.85, , , , 120.0
 40.6, 22.71, 8.36, 3.45, , , , 114.0
 45.94, 14.94, 5.78, 7.15, , , , 108.0
 38.14, 15.23, 0.9, 10.05, , , , 113.0
 52.94, 5.7, 7.72, 0.19, 4.41, , , 100.0
 48.36, 6.87, 8.96, 1.89, 4.07, , , 105.0
 54.45, 5.84, 10.67, , 2.33, , , 103.0
 52.13, 3.78, 5.04, 3.22, 5.55, , , 100.0
 51.07, 5.48, 7.44, 0.19, 4.27, , , 100.0
 55.51, 5.54, 10.22, 4.06, 4.49, , , 102.0
 55.26, 5.21, 7.55, 2.87, 4.22, , , 102.0
 51.2, 7.39, 11.69, 4.07, 2.25, , , 107.0
 49.79, 9.39, 12.62, 4.13, 6.85, , , 103.0
 54.11, 7.2, 10.68, 1.68, 3.61, , , 101.0
 56.05, 8.49, 10.07, , , , , 121.0
 59.33, 4.34, 9.61, , , , , 130.0
 57.77, 4.38, 10.38, , , , , 133.0
 59.77, 7.87, 9.68, , , , , 117.0
 56.93, 7.03, 10.42, , , , , 125.2
 57.24, 7.07, 8.38, , , , , 123.4
 55.31, 8.53, 10.12, , , 1.58, , 131.0
 49.49, 8.4, 13.28, , , , , 145.0
 52.62, 6.87, 23.62, , , , , 145.0
 47.94, 6.78, 23.31, , , , , 150.0
 53.51, 3.49, 25.19, , , , , 145.0
 49.5, 7.0, 29.05, , , , , 150.0
 49.43, , 29.63, , 1.08, 1.65, , 162.0
 39.23, , 25.06, , 1.93, 1.46, , 185.0
 41.53, 21.21, 10.14, 14.11, , , , 135.0
 41.53, 21.21, 10.14, 14.11, , , , 131.0
 45.8, 21.44, 8.32, 11.57, , , , 122.0
 39.0, 27.0, 9.0, , , , , 137.0
 49.4, 11.5, 25.0, , , , , 144.0
 46.0, 15.0, 18.0, 3.0, , , , 151.0
 56.0, 17.0, 10.0, , , , , 135.0
 39.0, 27.0, 8.5, , , , , 139.0
 49.4, 11.5, 25.0, , , , , 145.0
 46.0, 15.0, 18.0, 3.0, , , , 150.0
 56.0, 17.0, 10.0, , , , , 132.0
 54.0, 19.5, 14.0, 2.0, , , , 135.0
 56.8, 17.0, 16.0, 2.2, , , , 128.0
 57.1, 17.9, 14.0, 2.0, , , , 133.0
 45.6, 19.5, 18.0, 2.0, , , , 121.0
 59.5, 12.0, 17.0, 0.5, , , , 138.0
 60.0, 10.9, 19.5, , , , , 120.0
 45.1, 19.5, 18.0, 2.0, , , , 121.0
 55.0, 10.0, 18.0, 3.0, , , , 143.0
 55.5, 10.0, 18.0, 3.0, , , , 143.0
 50.0, 18.0, 13.0, 1.0, , , , 120.0
 52.2, 17.0, 12.0, 2.0, , , , 120.0
 52.2, 16.0, 12.0, 2.0, , , , 128.0
 52.2, 16.0, 12.0, 2.5, , , , 157.0
 56.0, 15.0, 13.0, 3.5, , , , 120.0
 49.0, 11.0, 19.0, 0.5, , , , 140.0
 46.1, 15.0, 18.0, 3.5, , , , 130.0
 59.7, 12.0, 13.0, 0.5, , , , 141.0
 56.8, 14.0, 14.0, 1.0, , , , 135.0
 60.0, 16.0, 10.5, 1.0, , , , 148.0
 41.0, 20.0, 16.0, 3.9, , , , 125.0
 60.58, 6.52, 6.65, , 1.36, 0.32, , 95.4
 62.31, 1.39, 6.5, , 1.16, 0.64, , 96.2
 59.57, 6.42, 6.67, , 1.34, 0.47, , 94.9
 63.72, 1.73, 6.69, , 1.15, 0.64, , 93.3
 57.31, 10.1, 6.9, , 1.46, 0.16, , 94.9
 60.03, 6.46, 2.35, 7.11, 1.55, , , 95.4
 54.61, 8.21, 4.57, 2.77, 4.07, , , 96.4
 58.19, 6.26, , 9.07, 1.4, 0.15, , 94.3
 56.45, 6.08, 6.32, , 1.36, 0.15, , 92.6
 55.06, 5.93, , 8.58, 1.23, 0.29, , 92.0
 53.5, 18.0, 15.0, 2.0, , , , 135.0
 53.5, 18.0, 15.0, 2.0, , , , 113.0
 53.5, 18.0, 15.0, 2.0, , , , 135.0
 53.5, 18.0, 15.0, 2.0, , , , 155.0
 74.3, 7.0, 0.8, , , 3.0, , 98.0
 77.2, 3.5, 1.0, , , 2.6, , 100.0
 78.4, 2.5, 0.5, , , 3.0, , 105.0
 76.5, 3.5, 0.8, , , 3.8, , 100.0
 75.3, 7.0, 0.8, , , 2.0, , 108.0
 75.0, 7.0, 0.4, , , 2.0, , 105.0
 75.0, 7.0, , , , 1.4, , 100.0
 70.5, 8.0, 0.3, , , 1.5, , 110.0
 76.5, 7.4, 0.5, , , 1.3, , 109.0
 72.5, 3.5, 1.5, , , 1.2, , 100.0
 72.0, 3.6, 0.5, , , 2.5, , 110.0
 73.0, 8.4, , , , 2.3, , 110.0
 72.6, 3.8, 1.0, , , 2.8, , 105.0
 76.5, 6.0, 0.5, , , 1.5, , 110.0
 53.5, 18.0, 15.0, 2.0, , , , 133.0
 51.0, 17.0, 14.0, 1.4, , , , 120.0
