SiO2,Al2O3,MgO,CaO,Na2O,K2O,SO3,Young
 *, *, , , , , , 83.0
 *, *, , , , , , 84.0
 *, *, , , , , , 80.0
 *, *, , , , , , 89.0
 *, *, , , , , , 84.0
 *, *, , , , , , 82.0
 *, *, , , , , , 83.0
 *, *, , , , , , 78.0
 *, *, , , , , , 97.0
 *, *, , , , , , 75.0
 *, *, , , , , , 79.0
 *, *, , , , , , 81.0
 *, *, , , , , , 88.0
 *, *, , , , , , 89.0
 *, *, , , , , , 84.0
 *, *, , , , , , 86.0
 *, *, , , , , , 78.0
 *, *, , , , , , 78.0
 *, *, , , , , , 79.0
 *, *, , , , , , 82.0
 *, *, , , , , , 79.0
 *, *, , , , , , 79.0
 *, , , , *, *, , 70.0
 *, , , , *, *, , 61.0
 *, , , , *, *, , 57.0
 *, *, , , , , , 79.0
 *, *, , , , , , 84.0
 *, *, , *, *, *, , 66.0
 *, *, , *, *, *, , 67.0
 *, *, , *, *, *, , 72.0
 *, *, , *, *, *, , 73.0
 *, *, , *, *, *, , 71.0
 *, , , , *, *, , 68.0
 *, , , , *, *, , 68.0
 *, , , , *, *, , 71.0
 *, *, , , *, *, , 74.0
 *, *, , , *, *, , 71.0
 *, *, , , *, *, , 77.0
 *, *, , , *, *, , 72.0
 *, *, , , *, *, , 79.0
 *, *, , , *, *, , 81.0
 *, *, , , , , , 79.0
 *, *, , , *, *, , 86.0
 *, *, , , *, *, , 84.0
 *, *, , , *, *, , 71.0
 *, *, , , *, *, , 78.0
 *, *, , , *, *, , 77.0
 *, , , , *, *, , 74.0
 *, , , , *, *, , 74.0
 *, , , , *, *, , 81.0
 *, , , , *, *, , 81.0
 *, , , , *, *, , 81.0
 *, , , , *, *, , 80.0
 *, , , , *, *, , 72.0
 *, , , , *, *, , 68.0
 *, , , , *, *, , 72.0
 *, *, , *, *, *, , 71.0
 *, *, , *, *, *, , 71.0
 *, *, , *, *, *, , 71.0
 *, *, , *, *, *, , 69.0
 *, *, , , , *, , 50.0
 *, *, , , , *, , 46.0
 *, *, , , , *, , 62.0
 *, *, , , , *, , 79.0
 *, *, , , , *, , 79.0
 *, *, , , , *, , 76.0
 *, , , , *, *, , 74.0
 *, , , , *, *, , 84.0
 *, , , , *, *, , 84.0
 *, , , , *, *, , 66.0
 *, , , , *, *, , 73.0
 92.37, , , , 0.02, 0.15, , 63.0
 58.13, , , , 1.73, 5.22, , 46.5
 80.8, 2.0, 0.2, 0.2, 4.2, 0.6, , 55.1
 66.52, 15.05, 2.97, 4.14, , , , 80.59
 60.22, 21.9, 2.88, 4.01, , , , 85.0
 54.29, 28.35, 2.8, 3.9, , , , 88.81
 48.7, 34.43, 2.72, 3.79, , , , 92.72
 63.0, 15.27, 6.04, 4.2, , , , 83.77
 59.38, 15.5, 9.19, 4.26, , , , 86.96
 62.27, 15.09, 2.98, 8.3, , , , 82.61
 57.99, 15.14, 2.99, 12.49, , , , 84.59
 58.09, 14.08, 2.78, 3.87, , , , 79.92
 50.68, 13.23, 2.61, 3.64, , , , 79.62
 57.65, 26.34, , , 16.01, , , 71.2
 58.51, 22.91, , , 18.57, , , 71.3
 62.24, 8.12, , , 29.63, , , 63.4
 36.98, 41.83, , , 21.19, , , 78.5
 42.3, 35.89, , , 21.81, , , 73.9
 47.94, 29.58, , , 22.48, , , 70.9
 53.94, 22.88, , , 23.18, , , 68.4
 60.32, 15.75, , , 23.93, , , 67.0
 76.95, 8.16, , , 14.88, , , 65.0
 69.81, 15.79, , , 14.4, , , 70.9
 63.11, 22.94, , , 13.95, , , 71.9
 56.81, 29.66, , , 13.52, , , 73.7
 50.89, 35.98, , , 13.12, , , 77.3
 67.13, 8.14, , , 24.73, , , 63.5
 85.04, 7.13, , , , , , 77.5
 72.4, 20.2, , , , , , 83.0
 58.45, 34.63, , , , , , 88.0
 61.78, 19.53, , , 9.39, 0.07, , 77.0
 72.88, 2.09, , , 10.55, 4.46, , 56.72
 72.88, 2.09, , , 10.55, 4.46, , 68.38
 37.23, 6.24, , 31.21, , , , 135.4
 36.61, 13.92, , 30.73, , , , 129.9
 36.08, 21.36, , 30.25, , , , 118.6
 35.51, 28.62, , 29.83, , , , 115.2
 35.22, 32.18, , 29.58, , , , 111.4
 34.99, 35.62, , 29.39, , , , 102.2
 34.99, 35.62, , 29.39, , , , 105.7
 43.19, , , , , 6.77, , 33.91
 38.04, , , , , 17.88, , 44.96
 35.9, , , , , 22.51, , 51.89
 33.98, , , , , 26.64, , 55.92
 32.26, , , , , 30.35, , 58.66
 30.71, , , , , 33.7, , 60.07
 29.3, , , , , 36.75, , 57.37
 26.84, , , , , 42.07, , 52.4
 25.75, , , , , 44.4, , 49.08
 55.12, , , , , 12.96, , 48.67
 52.83, , , , , 16.56, , 56.09
 50.73, , , , , 19.89, , 58.99
 49.74, , , , , 21.44, , 62.15
 48.79, , , , , 22.95, , 64.55
 46.99, , , , , 25.78, , 65.44
 45.32, , , , , 28.42, , 65.21
 43.77, , , , , 30.88, , 63.84
 42.32, , , , , 33.17, , 60.98
 40.96, , , , , 35.31, , 61.06
 38.49, , , , , 39.21, , 51.8
 50.73, , , , , 19.89, , 59.22
 60.7, , , , , 15.86, , 60.89
 67.31, , , , , 13.19, , 63.2
 72.03, , , , , 11.29, , 67.68
 *, *, , , , *, , 49.9
 *, *, , , , *, , 43.2
 *, *, , , , *, , 62.3
 *, *, , , , *, , 74.6
 *, *, , , , *, , 72.0
 *, , , , *, *, , 71.6
 *, , , , *, *, , 83.0
 *, , , , *, *, , 82.8
 *, *, , , *, *, , 79.1
 *, *, , , *, *, , 85.4
 *, *, , , *, *, , 86.0
 *, *, , , *, *, , 84.9
 *, *, , , *, *, , 71.6
 *, *, , , *, *, , 70.8
 *, , , , *, *, , 76.1
 *, , , , *, *, , 63.1
 *, , , , *, *, , 74.3
 *, , , , *, *, , 79.1
 *, , , , *, *, , 80.2
 *, , , , *, *, , 69.5
 *, , , , *, *, , 81.4
 *, , , , *, *, , 73.1
 *, , , , *, *, , 69.5
 *, *, , *, *, *, , 70.6
 *, *, , *, *, *, , 69.9
 *, *, , *, *, *, , 69.3
 *, *, , *, *, *, , 70.8
 *, *, , *, *, *, , 69.0
 *, *, , *, *, *, , 56.7
 *, *, , *, *, *, , 71.1
 *, *, , *, *, *, , 70.2
 *, , , , *, *, , 67.3
 *, , , , *, *, , 64.2
 *, , , , *, *, , 66.9
 *, , , , *, *, , 62.2
 *, *, , , *, *, , 80.1
 *, *, , , *, *, , 74.7
 *, *, , , *, *, , 68.7
 *, *, , , *, *, , 79.1
 *, *, , , *, *, , 77.1
 *, *, , , , , , 78.3
 *, *, , , , , , 78.2
 *, *, , , , , , 81.8
 *, *, , , , , , 81.7
 *, *, , , , , , 83.0
 *, *, , , , , , 79.0
 *, *, , , , , , 82.2
 *, *, , , , , , 78.6
 *, *, , , , , , 78.4
 *, *, , , , , , 82.0
 *, *, , , , , , 88.9
 *, *, , , , , , 84.7
 *, *, , , , , , 84.6
 *, *, , , , , , 83.7
 *, *, , , , , , 87.9
 *, *, , , , , , 86.8
 *, *, , , , , , 86.9
 *, *, , , , , , 80.3
 *, *, , , , , , 88.5
 *, , , , *, *, , 68.3
 *, , , , *, *, , 68.8
 *, , , , *, *, , 75.8
 *, , , , *, *, , 73.2
 *, , , , *, *, , 79.2
 *, , , , *, *, , 80.0
 *, *, , , , , , 78.1
 *, *, , , , , , 77.8
 *, *, , , , , , 78.8
 *, *, , , , , , 79.4
 *, *, , , , , , 95.1
 *, *, , , , , , 80.9
 *, *, , , , , , 83.9
 *, *, , , , , , 86.2
 *, , , , *, *, , 61.6
 *, , , , *, *, , 61.7
 *, , , , *, *, , 63.8
 *, , , , *, *, , 63.0
 *, , , , *, *, , 60.5
 *, , , , *, *, , 61.9
 *, , , , *, *, , 60.8
 *, , , , *, *, , 59.9
 *, , , , *, *, , 65.4
 *, , , , *, *, , 66.9
 *, , , , *, *, , 63.5
 *, , , , *, *, , 76.4
 *, , , , *, *, , 72.8
 *, , , , *, *, , 75.4
 *, , , , *, *, , 76.1
 *, , , , *, *, , 86.3
 *, , , , *, *, , 85.8
 *, , , , *, *, , 72.2
 *, , , , *, *, , 78.2
 *, , , , *, *, , 84.6
 *, , , , *, *, , 85.2
 *, , , , *, *, , 104.8
 *, , , , *, *, , 59.7
 *, , , , *, *, , 60.7
 *, , , , *, *, , 62.3
 *, , , , *, *, , 58.9
 *, , , , *, *, , 58.5
 *, , , , *, *, , 58.9
 *, , , , *, *, , 58.9
 *, , , , *, *, , 60.2
 *, , , , *, *, , 56.0
 *, , , , *, *, , 56.1
 *, , , , *, *, , 57.3
 *, , , , *, *, , 56.7
 *, , , , *, *, , 57.6
 *, , , , *, *, , 59.0
 *, , , , *, *, , 58.8
 *, , , , *, *, , 65.8
 *, , , , *, *, , 61.1
 *, , , , *, *, , 81.8
 *, , , , *, *, , 65.1
 *, , , , *, *, , 65.7
 *, , , , *, *, , 64.3
 *, , , , *, *, , 62.5
 *, , , , *, *, , 87.4
 *, , , , *, *, , 63.7
 *, , , , *, *, , 79.6
 *, , , , *, *, , 84.7
 *, , , , *, *, , 88.3
 *, , , , *, *, , 65.9
 *, , , , *, *, , 72.9
 *, , , , *, *, , 86.1
 *, , , , *, *, , 84.3
 *, , , , *, *, , 85.4
 *, , , , *, *, , 55.9
 *, , , , *, *, , 56.5
 *, , , , *, *, , 54.7
 *, , , , *, *, , 56.0
 *, , , , *, *, , 54.9
 *, , , , *, *, , 54.3
 *, , , , *, *, , 54.2
 *, , , , *, *, , 55.2
 *, , , , *, *, , 56.9
 *, , , , *, *, , 62.0
 *, , , , *, *, , 59.4
 *, , , , *, *, , 56.5
 *, , , , *, *, , 60.0
 *, , , , *, *, , 59.6
 *, , , , *, *, , 59.5
 *, , , , *, *, , 56.0
 *, , , , *, *, , 59.8
 *, , , , *, *, , 55.9
 *, , , , *, *, , 53.0
 *, , , , *, *, , 53.8
 *, , , , *, *, , 92.8
 *, , , , *, *, , 91.7
 *, , , , *, *, , 89.7
 *, , , , *, *, , 97.0
 *, *, , , , *, , 54.0
 *, *, , , , *, , 68.2
 *, *, , , , *, , 53.0
 *, *, , , , *, , 53.1
 *, *, , , *, *, , 62.7
 , *, , , , , , 61.4
 , *, , , , , , 60.6
 , *, , , , , , 69.5
 , *, , , , , , 66.6
 , *, , , , , , 69.1
 , *, , , , , , 68.8
 , *, , , , , , 66.3
 , *, , , , , , 61.5
 *, , , , *, *, , 52.9
 *, , , , *, *, , 56.4
 *, , , , *, *, , 55.9
 *, , , , *, *, , 52.9
 *, , , , *, *, , 52.4
 *, , , , *, *, , 91.7
 *, *, , , , , , 75.0
 *, *, , , , , , 66.0
 *, *, , , , , , 85.0
 *, *, , , , , , 72.0
 *, *, , , , , , 73.0
 55.0, 21.0, 9.0, 6.0, 1.0, , , 87.0
 *, *, , , , , , 81.0
 *, *, , , , , , 75.0
 55.48, 25.29, 1.0, , 0.5, , , 91.0
 *, *, , , , , , 79.74
 , , , , , *, , 53.7
 , *, , , , *, , 50.1
 *, *, , , , , , 90.1
 , *, , *, , , , 107.5
 *, *, , *, , , , 103.2
 *, *, , , , , , 92.0
 *, *, , , , , , 66.0
 63.0, 1.0, , , 8.0, 6.0, , 61.74
 71.0, 3.0, 5.0, 7.0, 13.0, 1.0, , 70.56
 73.0, 1.0, 4.0, 5.0, 17.0, , , 69.58
 70.5, 2.0, 3.0, 4.2, 12.2, 5.3, 0.2, 73.03
 56.0, 2.0, , , 4.0, 9.0, , 58.8
 52.5, 1.0, , , 0.5, 13.0, , 64.77
 55.1, 2.04, 2.04, 3.06, 6.12, 8.16, , 68.97
 65.0, 2.0, , , 7.0, 7.0, , 74.38
 72.77, 1.5, 4.1, 5.71, 14.51, 0.3, 0.2, 71.65
 *, *, , , *, , , 70.56
 61.0, 17.0, 4.0, , 13.0, 3.0, , 71.54
 67.71, 20.83, 2.08, , , , , 86.0
 *, *, , , , , , 49.98
 60.2, 18.0, 9.0, 6.7, 1.6, , , 86.12
 62.0, 17.0, , 8.0, 1.0, 7.0, , 86.24
 57.0, 16.0, 7.0, 10.0, , , , 86.24
 *, *, , , , , , 66.64
 41.0, , , , 5.0, 12.0, , 57.82
 70.0, 1.0, , , 5.0, , , 68.0
 67.0, 1.0, , , 16.0, , , 66.0
 76.0, 2.0, , , 4.0, 2.0, , 65.0
 18.37, 14.0, , , 0.89, , 0.1, 70.96
 60.0, 10.0, , 5.0, 8.0, 2.0, , 70.0
 67.0, 3.0, , , 4.0, 3.0, , 58.8
 68.0, 2.0, , , 6.0, , , 59.78
 64.0, 8.0, , , 2.0, 3.0, , 56.84
 68.0, 3.0, , , 1.0, 9.0, , 63.7
 48.85, 9.97, , , 0.3, , , 67.522
 72.0, 1.0, , , 0.5, 1.0, , 50.96
 82.0, 2.0, , , 4.0, , , 63.7
 77.68, 5.31, , , 5.31, 0.4, , 75.79
 3.0, 11.0, , , , , , 53.51
 74.0, 1.0, , , 4.0, , , 61.74
 81.0, 2.0, , , 4.0, , , 62.72
 78.0, 2.0, , , 3.0, 1.0, , 61.74
 96.5, 0.5, , , , , , 66.15
 96.0, *, , , 0.4, , , 17.25
 55.77, 8.58, , , 1.6, , , 71.65
 *, , , , , *, , 53.9
 68.8, , , 0.1, 9.3, 8.4, , 89.74
 68.2, 2.01, , 8.22, 7.92, 9.43, , 72.34
 44.86, 1.0, , , 3.0, 5.49, , 57.87
 31.01, , , , 1.1, 1.99, , 55.12
 *, *, , , *, , , 75.36
 65.0, 5.0, , , 7.0, , , 56.0
 65.0, 2.0, 1.0, 2.0, 7.0, 9.0, , 69.38
 *, *, , , , , , 95.3
 56.0, 20.0, 15.0, , , , , 120.1
 72.23, 17.72, , , 0.41, 0.1, , 168.6
 74.0, 20.0, 2.0, , , , , 85.26
 *, *, , , , , , 97.8
 *, *, , , , , , 85.26
 *, *, , , , , , 87.22
 46.0, 16.0, 17.0, , , 10.0, , 64.17
 65.0, 5.0, , , 2.0, , , 49.0
 *, *, , *, , , , 98.67
 76.0, 5.0, , 1.0, 6.0, 1.0, , 72.0
 54.0, 14.0, 4.5, 17.5, , , , 74.0
 63.5, 1.3, *, 2.9, 7.0, 8.9, *, 70.38
 54.0, 1.9, 2.0, 2.9, 6.7, 7.3, , 65.21
 60.8, 1.8, *, *, 7.8, 7.8, *, 69.69
 72.82, 1.1, , , , , , 73.0
 73.1, 1.5, , , , , , 71.5
 72.7, 1.0, 3.9, 8.4, 13.0, 0.6, , 73.0
 57.2, 1.0, , , 4.0, 8.5, , 57.5
 67.98, 4.83, , 0.1, 7.25, 6.95, , 74.0
 *, *, , , *, , , 83.4
 *, *, , , *, , , 83.4
 *, *, , , , , , 92.32
 *, *, , , , , , 73.89
 *, *, , , , , , 90.06
 72.0, 1.4, 3.0, 9.5, , , , 73.5
 53.0, 14.0, 2.5, 22.5, , , , 73.5
 72.0, 1.4, 3.0, 9.5, , , , 73.5
 *, , , *, *, *, , 73.5
 *, , , *, *, *, , 73.5
 *, , , *, *, *, , 73.5
 *, , , *, *, *, , 73.5
 *, , , *, *, *, , 73.5
 *, , , *, *, *, , 73.5
 *, , , *, *, *, , 72.52
 *, , , , *, *, , 66.64
 *, , , , *, *, , 66.64
 *, , , , *, *, , 67.62
 *, , , , *, *, , 60.76
 *, , , , *, *, , 58.8
 *, , , *, *, *, , 73.5
 *, , , *, *, *, , 73.5
 72.0, 2.0, 3.0, 9.0, 14.0, , , 70.56
 72.0, 2.0, 3.0, 9.0, 14.0, , , 70.56
 72.0, 2.0, 3.0, 9.0, 14.0, , , 70.56
 72.0, 2.0, 3.0, 9.0, 14.0, , , 70.56
 72.0, 2.0, 3.0, 9.0, 14.0, , , 70.56
 72.0, 2.0, 3.0, 9.0, 14.0, , , 70.56
 72.0, 2.0, 3.0, 9.0, 14.0, , , 70.56
 72.0, 2.0, 3.0, 9.0, 14.0, , , 70.56
 72.0, 2.0, 3.0, 9.0, 14.0, , , 70.56
 72.0, 2.0, 3.0, 9.0, 14.0, , , 70.56
 72.0, 2.0, 3.0, 9.0, 14.0, , , 70.56
 53.0, 14.0, 2.5, 20.4, , , , 72.3
 65.0, 25.0, 10.0, , , , , 85.5
 65.5, 4.0, 3.0, 13.0, , , , 68.9
 59.0, 3.6, 2.5, 9.0, , , , 58.0
 80.96, 2.2, , , 3.81, 0.4, , 65.46
 54.9, 14.2, 0.5, 22.7, , , , 72.52
 58.23, 11.24, 2.71, 22.09, 0.5, 0.3, , 72.23
 72.0, 0.9, 3.0, 9.0, , , , 73.5
 72.0, 0.9, 3.0, 9.0, , , , 73.5
 72.0, 0.9, 3.0, 9.0, , , , 73.5
 *, *, *, *, *, *, , 72.52
 72.0, 2.0, 4.0, 9.0, 12.0, 1.0, , 24.5
 71.0, 1.9, 3.0, 10.0, , , , 73.5
 *, , , , *, *, , 78.0
 *, *, , , , , , 108.3
 70.0, 1.5, , , 9.1, 9.7, , 65.0
 *, *, *, , , *, , 65.66
 24.0, 62.0, , , , , , 152.0
 28.0, 70.0, , , , , , 187.0
 *, *, *, , *, , , 86.24
 *, *, *, , *, , , 53.9
 *, *, *, , *, , , 63.7
 *, *, *, , *, , , 49.0
 *, , , *, , *, , 66.64
 *, , , , *, *, , 55.86
 *, *, , , , , , 51.94
 *, *, , , , , , 49.0
 *, *, , , , , , 78.4
 67.0, 23.0, , , , , , 78.4
 67.0, 23.0, , , , , , 78.4
 *, *, , , , , , 85.0
 *, *, , , , , , 84.0
 *, *, , , , , , 100.0
 *, *, , , , , , 105.0
 *, *, *, , , , , 136.0
 *, *, , , , , , 89.6
 *, *, , , , , , 82.7
 *, *, , , , , , 84.0
 *, *, , , , , , 89.6
 , *, , *, , , , 110.0
 64.7, 27.41, , , , , , 82.7
 73.35, 20.69, , , , , , 80.2
 78.59, 16.63, , , , , , 79.1
 81.98, 14.01, , , , , , 76.3
 84.53, 12.04, , , , , , 76.2
 6.23, 42.26, 4.18, 47.33, , , , 109.4
 , 44.98, 4.71, 36.38, , , , 109.6
 , 53.0, 4.04, 20.09, 5.28, , , 111.0
 , 48.9, 2.3, 19.4, 2.43, 1.79, , 115.0
 52.38, 9.11, 13.97, 24.54, , , , 89.0
 84.94, 0.46, , , , , , 79.0
 54.25, , , , 0.43, 9.64, , 55.5
 39.62, , , , , 6.01, , 53.5
 50.0, 14.99, 22.01, , , , , 136.8
 29.99, 35.0, 22.0, , , , , 144.8
 , , , , , 21.7, , 30.0
 78.33, , , , , 21.67, , 62.0
 65.68, , , , , 34.32, , 56.4
 56.43, , , , , 43.57, , 54.0
 58.0, 20.0, 2.0, 3.0, 13.0, 4.0, , 74.41
 58.0, 15.0, 7.0, 10.0, , , , 86.12
 64.0, 6.0, 1.0, 15.0, 3.0, 3.0, , 75.1
 58.0, 15.0, 6.0, 15.0, , , , 85.44
 51.37, 34.93, 13.7, , , , , 104.9
 50.17, 35.05, 13.75, , , , , 106.3
 49.05, 35.11, 13.77, , , , , 109.7
 46.62, 35.36, 13.86, , , , , 113.9
 44.25, 35.54, 13.94, , , , , 118.7
 41.75, 35.79, 14.04, , , , , 121.4
 36.88, 36.17, 14.18, , , , , 131.1
 31.78, 36.62, 14.36, , , , , 136.6
 50.0, 8.0, , , 37.0, , , 68.9
 55.0, 15.0, , , 30.0, , , 68.9
 65.7, 16.4, , , , , , 82.662
 73.83, 12.29, , , , , , 79.971
 78.6, 9.9, , , , , , 78.936
 81.98, 8.21, , , , , , 76.314
 84.0, 7.0, , , , , , 76.245
 65.73, 16.42, , , , , , 93.288
 73.87, 12.27, , , , , , 86.043
 78.56, 9.93, , , , , , 80.73
 81.9, 8.21, , , , , , 75.969
 51.0, 14.0, 4.0, 16.0, 4.0, , , 73.5
 51.0, 14.0, 4.0, 16.0, 4.0, , , 73.5
 37.0, 36.2, 14.0, , , , , 160.8
 37.0, 36.2, 14.0, , , , , 187.0
 , 74.18, , , , , , 135.0
 80.18, 4.0, , , , 2.5, , 96.04
 28.36, 8.03, , , , , , 122.0
 62.63, 0.3, , 5.71, 14.23, 0.3, , 82.52
 56.5, , , , 15.3, 0.9, , 83.2
 20.0, 25.0, 10.0, 25.0, , , , 116.2
 30.0, 20.0, 10.0, , , , , 113.6
 25.0, 20.0, 10.0, 25.0, , , , 114.5
 25.0, 15.0, 10.0, 30.0, , , , 113.1
 25.0, 20.0, 10.0, 25.0, , , , 112.0
 25.0, 20.0, 10.0, 20.0, , , , 114.6
 25.0, 20.0, 15.0, 20.0, , , , 115.5
 25.0, 20.0, 10.0, 20.0, , , , 114.8
 25.0, 20.0, 10.0, 15.0, , , , 116.5
 25.0, 20.0, 10.0, 10.0, , , , 116.2
 25.0, 20.0, 10.0, 5.0, , , , 119.0
 30.0, 20.0, 10.0, , , , , 115.6
 31.82, 18.18, 18.18, , , , , 113.1
 35.0, 20.0, 10.0, , , , , 110.4
 30.0, 20.0, 10.0, , , , , 115.2
 25.0, 20.0, 10.0, , , , , 121.4
 27.27, 18.18, 18.18, , , , , 113.0
 26.25, 20.0, 10.0, , , , , 105.2
 30.0, 20.0, 10.0, , , , , 107.8
 55.04, 9.94, 13.05, , , , , 131.0
 49.03, 8.29, 9.96, 17.26, , , , 101.7
 80.66, 2.14, , , 3.8, 0.46, , 64.21
 74.28, 1.03, 3.59, 5.09, 15.53, 0.47, , 67.6
 72.0, 1.04, 3.96, 9.98, 13.02, , , 72.41
 54.51, 14.43, , 22.04, 0.49, , , 84.14
 72.57, , , 9.44, 14.01, 2.49, , 72.73
 73.1, , , 2.18, 14.74, 5.03, , 72.09
 69.04, , , , 7.79, 14.62, , 73.12
 50.32, , , , 0.39, 7.15, , 70.67
 48.2, 1.54, , , 0.86, 7.02, , 72.15
 46.08, , , , , 7.89, , 62.51
 46.25, , , , 2.29, 6.04, , 76.0
 59.07, , , , 3.23, 10.22, , 68.0
 50.4, , , , 1.51, 8.26, , 63.9
 66.77, , , , 7.51, 12.0, , 79.5
 67.45, , , , 5.82, 13.2, , 63.5
 38.24, 4.92, , , 0.21, 0.42, , 76.31
 38.82, 4.38, , 2.28, , , , 77.41
 39.0, 2.91, , 4.47, , , , 80.5
 57.02, 20.47, 12.01, 5.54, 1.0, , , 87.59
 68.71, 1.8, , , , 0.45, , 49.38
 53.95, , , , 0.43, 9.58, , 55.43
 48.2, , , , 2.21, 8.81, , 55.4
 46.12, , , , 4.99, 5.82, , 56.71
 46.06, , , , 3.01, 5.69, , 56.2
 41.73, , , , 0.68, 6.52, , 53.93
 39.62, , , , , 6.01, , 53.5
 37.37, , , , , 4.65, , 54.1
 34.92, , , , , 7.17, , 53.8
 34.37, , , , , 3.17, , 54.26
 31.2, , , , , 2.3, , 54.0
 46.41, 18.17, , , 14.73, , , 58.82
 50.27, 18.28, , , 14.81, , , 62.76
 54.17, 18.38, , , 14.9, , , 66.18
 58.11, 18.49, , , 14.98, , , 69.12
 62.1, 18.59, , , 15.07, , , 71.81
 47.32, 12.35, , , 15.02, , , 64.22
 51.26, 12.42, , , 15.11, , , 66.66
 55.24, 12.5, , , 15.19, , , 69.12
 59.27, 12.57, , , 15.28, , , 72.55
 63.35, 12.64, , , 15.37, , , 73.77
 67.47, 12.72, , , 15.46, , , 71.57
 52.29, 6.34, , , 15.41, , , 69.12
 56.36, 6.37, , , 15.5, , , 72.06
 60.47, 6.41, , , 15.59, , , 73.43
 64.64, 6.45, , , 15.69, , , 75.45
 68.86, 6.49, , , 15.78, , , 73.77
 73.13, 6.53, , , 15.88, , , 70.34
 55.92, 29.65, , , 14.42, , , 72.3
 60.9, 24.31, , , 14.78, , , 70.6
 66.14, 18.7, , , 15.16, , , 68.63
 71.64, 12.8, , , 15.56, , , 66.67
 77.45, 6.57, , , 15.98, , , 64.95
 59.81, , , , , 40.18, , 54.7
 65.68, , , , , 34.32, , 56.4
 77.01, , , , , 22.99, , 61.3
 56.34, 13.19, 9.69, 16.28, 0.4, 0.4, , 121.0
 52.8, 12.5, 5.9, 20.1, 2.8, 0.1, , 115.0
 48.25, 13.29, 5.69, 24.68, 1.2, 1.1, , 122.0
 60.56, , 13.51, , , 13.51, , 65.14
 62.0, , 16.4, , , 11.0, , 68.03
 81.97, 13.94, , , , , , 74.5
 73.22, 20.71, , , , , , 78.0
 64.61, 27.37, , , , , , 80.2
 57.76, 32.67, , , , , , 82.6
 47.69, 40.46, , , , , , 85.2
 78.23, 13.22, , , , , , 76.8
 76.42, 12.97, , , , , , 77.8
 74.66, 12.69, , , , , , 78.2
 73.11, 12.37, , , , , , 79.0
 71.52, 12.12, , , , , , 79.8
 70.6, 12.04, , , , , , 79.3
 69.97, 11.93, , , , , , 80.3
 68.57, 11.63, , , , , , 81.0
 67.23, 11.41, , , , , , 81.4
 65.93, 11.17, , , , , , 80.8
 71.65, 12.11, , , 16.23, , , 65.3
 65.73, 11.17, , , 23.1, , , 63.8
 64.44, 10.93, , , 24.63, , , 61.2
 63.24, 10.7, , , 26.06, , , 60.9
 62.66, 10.7, , , 26.64, , , 61.0
 61.58, 10.38, , , 28.04, , , 60.6
 60.36, 10.22, , , 29.41, , , 60.3
 59.33, 10.07, , , 30.6, , , 60.1
 56.54, 9.59, , , 33.86, , , 58.7
 52.91, 8.96, , , 38.13, , , 58.5
 47.68, 10.49, , , 41.83, , , 57.4
 78.52, 13.36, , , 8.12, , , 66.9
 59.49, 25.2, , , 15.32, , , 68.0
 52.37, 29.62, , , 18.01, , , 69.3
 42.3, 35.89, , , 21.81, , , 70.2
 56.1, 19.7, 14.7, , , , , 118.6
 37.0, 36.2, 14.0, , , , , 160.7
 37.0, 36.2, 14.0, , , , , 187.2
 , , , , , 9.41, , 51.0
 , , , , , 10.31, , 44.0
 , , , , , 6.94, , 52.0
 4.71, , , , , 7.38, , 55.0
 , , , , , 7.26, , 54.0
 7.37, , , , , 3.85, , 67.0
 9.77, , , , , 3.83, , 56.0
 , , , , , 9.38, , 51.0
 , , , , , 10.29, , 44.0
 , , , , , 6.93, , 52.0
 4.7, , , , , 7.37, , 55.0
 , , , , , 7.25, , 54.0
 7.35, , , , , 3.84, , 67.0
 9.75, , , , , 3.82, , 56.0
 80.18, 4.0, , , , 2.5, , 96.04
 27.0, 37.0, 15.0, , , , , 115.0
 *, *, , , , *, , 58.8
 *, , , , *, *, , 84.2
 *, , , , *, *, , 81.1
 *, *, , , *, *, , 67.0
 *, *, , , *, *, , 85.2
 *, *, , , *, *, , 82.4
 *, *, , , *, *, , 72.9
 *, *, , , *, *, , 72.9
 *, , , , *, *, , 73.8
 *, , , , *, *, , 71.6
 *, , , , *, *, , 76.0
 *, , , , *, *, , 79.2
 *, , , , *, *, , 66.8
 *, , , , *, *, , 64.8
 *, *, , *, *, *, , 70.4
 *, *, , *, *, *, , 72.8
 *, *, , *, *, *, , 66.6
 *, *, , *, *, *, , 64.8
 *, *, , *, *, *, , 82.5
 *, , , , *, *, , 66.6
 *, *, , , *, *, , 72.0
 *, *, , , *, *, , 69.7
 *, *, , , *, *, , 80.6
 *, *, , , *, *, , 71.0
 *, *, , , , , , 76.2
 *, *, , , , , , 77.0
 *, *, , , , , , 82.0
 *, *, , , , , , 81.2
 *, *, , , , , , 77.2
 *, *, , , , , , 81.6
 *, *, , , , , , 79.6
 *, *, , , , , , 77.6
 *, *, , , , , , 81.8
 *, *, , , , , , 79.5
 *, *, , , , , , 80.2
 *, *, , , , , , 83.6
 *, *, , , , , , 87.1
 *, *, , , , , , 88.3
 *, *, , , , , , 81.7
 *, *, , , , , , 77.6
 *, *, , , , , , 77.4
 *, *, , , , , , 73.1
 *, *, , , , , , 78.6
 *, *, , , , , , 83.8
 *, *, , , , , , 88.6
 *, *, , , , *, , 58.3
 *, *, , , , *, , 55.9
 *, *, , , , *, , 52.0
