,SiO2,MgO,Na2O,Al2O3,CaO,Density
515,75.0,0.0,25.0,0.0,0.0,2130.0
516,79.42,0.0,20.57,0.0,0.0,2383.0
517,74.98,0.0,25.01,0.0,0.0,2430.0
518,75.0,0.0,25.0,0.0,0.0,2436.0
519,74.68,0.0,21.22,4.1,0.0,2420.0
520,75.0,0.0,25.0,0.0,0.0,2360.0
521,76.66,0.0,23.34,0.0,0.0,2418.0
522,70.8,0.0,24.2,5.0,0.0,2448.0
523,76.2,0.0,23.8,0.0,0.0,2440.0
524,76.7,0.0,21.3,2.0,0.0,2418.0
525,70.0,0.0,30.0,0.0,0.0,2466.0
526,65.0,9.2,25.8,0.0,0.0,2465.0
527,69.5,0.0,25.11,0.0,5.39,2504.0
528,68.23,0.0,24.25,0.0,7.52,2520.0
529,64.62,0.0,26.43,0.0,8.94,2546.0
530,60.45,0.0,29.71,9.84,0.0,2490.0
531,60.88,0.0,29.53,9.59,0.0,2489.0
532,65.1,0.0,24.94,9.96,0.0,2462.0
533,65.7,0.0,29.55,4.75,0.0,2475.0
534,65.88,0.0,24.69,9.43,0.0,2458.0
535,67.21,0.0,28.34,4.45,0.0,2465.0
536,67.75,0.0,29.3,2.95,0.0,2468.0
537,68.1,0.0,25.15,6.75,0.0,2454.0
538,68.78,0.0,25.45,5.77,0.0,2453.0
539,69.99,0.0,29.04,0.97,0.0,2461.0
540,70.0,0.0,30.0,0.0,0.0,2459.0
541,70.0,0.0,30.0,0.0,0.0,2469.0
542,70.0,0.0,20.5,9.5,0.0,2445.0
543,64.84,0.0,26.08,0.0,9.08,2546.0
544,66.03,0.0,28.05,0.0,5.92,2523.0
545,67.75,0.0,28.72,0.0,3.53,2500.0
546,68.42,0.0,25.41,6.16,0.0,2462.0
547,67.63,0.0,29.49,2.88,0.0,2475.0
548,69.08,0.0,25.1,5.82,0.0,2458.0
549,69.07,0.0,28.24,2.69,0.0,2465.0
550,69.21,0.0,29.02,1.77,0.0,2468.0
551,70.0,0.0,30.0,0.0,0.0,2474.0
552,65.0,0.0,25.0,10.0,0.0,2460.0
553,70.0,0.0,25.0,5.0,0.0,2455.0
554,65.0,0.0,25.0,10.0,0.0,2461.0
555,65.0,0.0,30.0,5.0,0.0,2486.0
556,62.1,0.0,28.1,9.8,0.0,2487.0
557,70.0,0.0,30.0,0.0,0.0,2450.0
558,70.0,0.0,30.0,0.0,0.0,2375.0
559,70.0,0.0,30.0,0.0,0.0,2470.0
560,70.0,0.0,30.0,0.0,0.0,2465.0
561,70.0,0.0,30.0,0.0,0.0,2461.0
562,69.34,4.43,23.05,0.0,3.18,2477.0
563,69.19,4.42,21.09,0.0,5.3,2488.0
564,67.2,4.42,22.03,0.0,6.35,2509.0
565,69.95,7.31,20.74,0.0,2.0,2459.0
566,68.26,7.33,24.41,0.0,0.0,2465.0
567,68.12,7.32,22.56,0.0,2.0,2479.0
568,68.0,7.3,20.71,0.0,3.99,2490.0
569,66.97,7.3,20.69,0.0,5.04,2504.0
570,66.43,7.33,26.24,0.0,0.0,2473.0
571,66.3,7.32,24.38,0.0,2.0,2491.0
572,66.17,7.31,22.53,0.0,3.99,2502.0
573,66.05,7.29,20.68,0.0,5.98,2508.0
574,64.48,7.32,26.2,0.0,2.0,2499.0
575,64.22,7.3,22.5,0.0,5.98,2524.0
576,64.11,7.28,20.65,0.0,7.96,2536.0
577,62.41,7.3,24.31,0.0,5.98,2533.0
578,62.28,7.29,22.47,0.0,7.96,2547.0
579,67.78,0.0,27.95,4.27,0.0,2477.0
580,67.21,0.0,25.27,7.52,0.0,2470.0
581,66.8,0.0,23.24,9.96,0.0,2460.0
582,70.0,0.0,30.0,0.0,0.0,2460.0
583,70.0,0.0,30.0,0.0,0.0,2462.0
584,65.0,0.0,25.0,0.0,10.0,2558.0
585,70.0,0.0,30.0,0.0,0.0,2484.0
586,69.4,0.0,23.65,6.95,0.0,2458.0
587,68.0,0.0,25.2,6.8,0.0,2460.0
588,66.7,0.0,26.65,6.65,0.0,2471.0
589,66.1,0.0,27.25,6.65,0.0,2468.0
590,64.9,0.0,28.65,6.45,0.0,2475.0
591,61.0,0.0,30.0,9.0,0.0,2489.0
592,70.0,0.0,25.0,5.0,0.0,2453.0
593,65.0,0.0,25.0,10.0,0.0,2465.0
594,70.0,0.0,25.0,5.0,0.0,2462.0
595,66.67,6.67,26.67,0.0,0.0,2506.0
596,66.67,0.0,26.67,0.0,6.67,2530.0
597,68.97,0.0,27.59,0.0,3.45,2412.0
598,66.67,0.0,26.67,0.0,6.67,2533.0
599,64.52,0.0,25.81,0.0,9.68,2559.0
600,69.66,0.0,25.81,4.53,0.0,2500.0
601,69.14,0.0,28.17,2.69,0.0,2465.0
602,70.0,0.0,30.0,0.0,0.0,2480.0
603,67.0,0.0,24.75,8.25,0.0,2466.0
604,70.0,0.0,30.0,0.0,0.0,2420.0
605,65.0,0.0,25.0,10.0,0.0,2470.0
606,70.0,0.0,30.0,0.0,0.0,2490.0
607,68.42,0.0,26.32,5.26,0.0,2469.0
608,70.0,0.0,30.0,0.0,0.0,2463.0
609,70.0,0.0,30.0,0.0,0.0,2406.0
610,70.0,0.0,30.0,0.0,0.0,2400.0
611,69.07,0.0,25.1,5.83,0.0,2458.0
612,69.13,0.0,28.18,2.69,0.0,2465.0
613,69.2,0.0,29.02,1.78,0.0,2468.0
614,68.42,0.0,25.41,6.17,0.0,2462.0
615,65.0,0.0,25.0,10.0,0.0,2476.0
616,70.0,0.0,25.0,5.0,0.0,2450.0
617,65.0,0.0,25.0,5.0,5.0,2500.0
618,69.9,0.0,21.6,8.5,0.0,2440.0
619,70.0,0.0,30.0,0.0,0.0,2464.0
620,70.0,0.0,30.0,0.0,0.0,2500.0
621,67.2,0.0,23.01,9.79,0.0,2464.0
622,70.0,0.0,25.0,5.0,0.0,2290.0
623,67.5,0.0,25.0,7.5,0.0,2350.0
624,65.0,0.0,25.0,10.0,0.0,2280.0
625,69.98,0.0,20.06,0.0,9.96,2525.0
626,65.0,0.0,25.0,10.0,0.0,2466.0
627,69.5,0.0,25.1,5.4,0.0,2440.0
628,70.0,0.0,30.0,0.0,0.0,2468.0
629,69.94,0.0,22.02,0.0,8.04,2524.0
630,66.7,0.0,25.0,0.0,8.3,2531.0
631,67.0,0.0,27.5,5.5,0.0,2460.4
632,67.0,0.0,23.6,9.4,0.0,2441.5
633,70.0,0.0,22.0,0.0,8.0,2517.0
634,68.2,0.0,22.7,0.0,9.1,2524.0
635,70.0,0.0,24.9,5.1,0.0,2456.0
636,68.2,0.0,29.9,1.9,0.0,2483.0
637,70.0,0.0,25.0,5.0,0.0,2365.0
638,68.0,0.0,32.0,0.0,0.0,2481.0
639,66.0,0.0,34.0,0.0,0.0,2496.0
640,64.0,0.0,36.0,0.0,0.0,2509.0
641,62.0,0.0,38.0,0.0,0.0,2521.0
642,65.32,0.0,32.09,0.0,2.59,2509.0
643,65.05,0.0,31.69,0.0,3.26,2517.0
644,60.68,0.0,34.46,4.86,0.0,2503.0
645,60.76,0.0,36.42,2.82,0.0,2511.0
646,60.78,0.0,38.13,1.09,0.0,2517.0
647,60.97,0.0,32.46,6.57,0.0,2498.0
648,64.78,0.0,34.2,1.02,0.0,2492.0
649,65.9,0.0,31.23,2.87,0.0,2483.0
650,65.92,0.0,31.67,2.41,0.0,2481.0
651,66.36,0.0,31.61,2.03,0.0,2481.0
652,62.1,0.0,32.8,5.1,0.0,2497.0
653,65.0,0.0,35.0,0.0,0.0,2499.0
654,65.0,0.0,35.0,0.0,0.0,2491.0
655,65.4,0.0,34.6,0.0,0.0,2496.0
656,63.6,0.0,30.3,6.1,0.0,2490.0
657,62.59,0.0,34.46,2.95,0.0,2503.0
658,62.17,0.0,36.13,1.7,0.0,2511.0
659,61.78,0.0,37.57,0.65,0.0,2517.0
660,63.98,0.0,30.08,5.94,0.0,2489.0
661,63.3,0.0,32.68,4.02,0.0,2498.0
662,65.74,0.0,33.65,0.61,0.0,2492.0
663,67.28,0.0,31.0,1.72,0.0,2483.0
664,67.24,0.0,31.31,1.45,0.0,2481.0
665,67.57,0.0,31.21,1.22,0.0,2481.0
666,68.0,0.0,32.0,0.0,0.0,2497.0
667,65.6,0.0,32.8,1.6,0.0,2487.0
668,63.5,0.0,31.7,4.8,0.0,2487.0
669,60.6,0.0,30.3,9.1,0.0,2497.0
670,66.7,0.0,33.3,0.0,0.0,2490.0
671,63.16,0.0,31.58,5.26,0.0,2485.0
672,66.7,0.0,33.3,0.0,0.0,2496.0
673,65.0,0.0,35.0,0.0,0.0,2497.0
674,61.8,0.0,38.2,0.0,0.0,2510.0
675,62.0,0.0,37.0,1.0,0.0,2506.0
676,62.1,0.0,33.6,4.3,0.0,2499.0
677,61.6,0.0,30.7,7.7,0.0,2490.0
678,66.7,0.0,33.3,0.0,0.0,2500.0
679,66.69,0.0,33.31,0.0,0.0,2512.0
680,62.4,0.0,31.8,5.8,0.0,2502.0
681,66.7,0.0,33.3,0.0,0.0,2485.0
682,67.0,0.0,33.0,0.0,0.0,2473.0
683,65.0,0.0,35.0,0.0,0.0,2489.0
684,67.79,0.0,32.21,0.0,0.0,2479.0
685,65.05,0.0,34.95,0.0,0.0,2494.0
686,61.45,0.0,38.55,0.0,0.0,2515.0
687,68.24,0.0,31.76,0.0,0.0,2484.0
688,66.83,0.0,33.17,0.0,0.0,2491.0
689,65.45,0.0,34.55,0.0,0.0,2498.0
690,65.21,0.0,34.79,0.0,0.0,2500.0
691,62.22,0.0,37.78,0.0,0.0,2515.0
692,61.08,0.0,38.92,0.0,0.0,2521.0
693,69.76,0.0,30.24,0.0,0.0,2471.0
694,69.47,0.0,30.53,0.0,0.0,2469.0
695,68.77,0.0,31.23,0.0,0.0,2477.0
696,68.03,0.0,31.97,0.0,0.0,2482.0
697,67.9,0.0,32.1,0.0,0.0,2482.0
698,67.75,0.0,32.25,0.0,0.0,2483.0
699,67.26,0.0,32.74,0.0,0.0,2486.0
700,67.21,0.0,32.79,0.0,0.0,2487.0
701,66.85,0.0,33.15,0.0,0.0,2490.0
702,66.41,0.0,33.59,0.0,0.0,2491.0
703,66.02,0.0,33.98,0.0,0.0,2493.0
704,65.41,0.0,34.59,0.0,0.0,2498.0
705,64.71,0.0,35.29,0.0,0.0,2503.0
706,64.31,0.0,35.69,0.0,0.0,2506.0
707,63.85,0.0,36.15,0.0,0.0,2508.0
708,63.78,0.0,36.22,0.0,0.0,2508.0
709,63.58,0.0,36.42,0.0,0.0,2508.0
710,63.5,0.0,36.5,0.0,0.0,2509.0
711,63.49,0.0,36.51,0.0,0.0,2505.0
712,63.3,0.0,36.7,0.0,0.0,2511.0
713,62.5,0.0,37.5,0.0,0.0,2515.0
714,61.9,0.0,38.1,0.0,0.0,2517.0
715,60.71,0.0,39.29,0.0,0.0,2524.0
716,60.45,0.0,39.55,0.0,0.0,2526.0
717,60.43,0.0,39.57,0.0,0.0,2526.0
718,65.3,0.0,34.7,0.0,0.0,2501.0
719,65.1,0.0,34.9,0.0,0.0,2501.0
720,65.0,0.0,35.0,0.0,0.0,2512.0
721,63.1,0.0,36.9,0.0,0.0,2508.0
722,61.4,0.0,38.6,0.0,0.0,2525.0
723,60.2,0.0,39.8,0.0,0.0,2523.0
724,68.9,0.0,31.1,0.0,0.0,2472.0
725,66.2,0.0,33.8,0.0,0.0,2491.0
726,62.8,0.0,37.2,0.0,0.0,2507.0
727,69.7,0.0,30.3,0.0,0.0,2470.0
728,66.7,0.0,33.3,0.0,0.0,2486.0
729,62.9,0.0,37.1,0.0,0.0,2508.0
730,69.8,0.0,30.2,0.0,0.0,2472.0
731,64.24,0.0,35.75,0.0,0.0,2498.0
732,66.67,0.0,33.33,0.0,0.0,2495.0
733,66.7,0.0,33.3,0.0,0.0,2488.0
734,66.1,0.0,33.9,0.0,0.0,2496.0
735,64.08,0.0,32.82,3.1,0.0,2497.0
736,60.34,0.0,30.75,8.9,0.0,2497.0
737,66.9,0.0,33.1,0.0,0.0,2489.0
738,66.68,0.0,31.12,2.2,0.0,2483.0
739,62.46,0.0,32.13,5.41,0.0,2494.0
740,65.96,0.0,34.04,0.0,0.0,2488.0
741,66.67,0.0,33.33,0.0,0.0,2489.0
742,63.6,0.0,30.05,6.35,0.0,2482.0
743,62.5,0.0,31.25,6.25,0.0,2494.0
744,66.7,0.0,33.3,0.0,0.0,2481.0
745,66.7,0.0,33.3,0.0,0.0,2489.0
746,67.0,0.0,33.0,0.0,0.0,2483.0
747,62.0,0.0,33.0,5.0,0.0,2501.0
748,66.67,0.0,33.33,0.0,0.0,2496.0
749,67.82,0.0,32.18,0.0,0.0,2481.0
750,66.02,0.0,33.98,0.0,0.0,2492.0
751,65.35,0.0,34.64,0.0,0.0,2489.0
752,63.78,0.0,36.22,0.0,0.0,2504.0
753,63.58,0.0,36.42,0.0,0.0,2504.0
754,63.49,0.0,36.51,0.0,0.0,2507.0
755,60.71,0.0,39.29,0.0,0.0,2521.0
756,60.45,0.0,39.55,0.0,0.0,2523.0
757,60.43,0.0,39.56,0.0,0.0,2524.0
758,67.45,0.0,32.55,0.0,0.0,2495.0
759,63.22,0.0,36.77,0.0,0.0,2521.0
760,68.24,0.0,31.75,0.0,0.0,2484.0
761,67.0,0.0,33.0,0.0,0.0,2488.0
762,61.54,0.0,30.77,7.69,0.0,2489.0
763,67.34,0.0,30.94,1.72,0.0,2483.0
764,63.6,0.0,30.3,6.1,0.0,2499.0
765,66.7,0.0,33.3,0.0,0.0,2487.0
766,62.0,0.0,31.7,6.3,0.0,2466.0
767,67.0,0.0,33.0,0.0,0.0,2476.0
768,66.67,0.0,33.33,0.0,0.0,2490.0
769,67.0,0.0,33.0,0.0,0.0,2450.0
770,67.5,0.0,32.5,0.0,0.0,2489.0
771,65.0,0.0,35.0,0.0,0.0,2502.0
772,62.5,0.0,37.5,0.0,0.0,2514.0
773,65.0,0.0,35.0,0.0,0.0,2520.0
774,65.0,0.0,35.0,0.0,0.0,2500.0
775,67.33,0.0,30.94,1.73,0.0,2483.0
776,67.23,0.0,31.32,1.45,0.0,2481.0
777,63.97,0.0,30.09,5.94,0.0,2489.0
778,67.0,0.0,33.0,0.0,0.0,2480.0
779,69.9,0.0,30.1,0.0,0.0,2470.0
780,67.1,0.0,32.9,0.0,0.0,2480.0
781,63.8,0.0,36.2,0.0,0.0,2510.0
782,67.0,0.0,33.0,0.0,0.0,2490.0
783,64.0,0.0,36.0,0.0,0.0,2500.0
784,68.0,0.0,32.0,0.0,0.0,2470.0
785,63.1,0.0,31.6,5.3,0.0,2485.0
786,66.7,0.0,33.3,0.0,0.0,2480.0
787,65.0,0.0,35.0,0.0,0.0,2496.0
788,67.0,0.0,33.0,0.0,0.0,2489.0
789,66.7,0.0,33.3,0.0,0.0,2491.0
790,66.7,0.0,33.3,0.0,0.0,2469.5
791,66.7,0.0,33.3,0.0,0.0,2493.0
792,65.0,0.0,35.0,0.0,0.0,2490.0
793,66.49,0.0,33.51,0.0,0.0,2484.0
794,68.0,0.0,32.0,0.0,0.0,2477.0
795,60.0,0.0,40.0,0.0,0.0,2532.0
796,59.6,0.0,33.23,0.0,7.17,2562.0
797,50.89,0.0,39.54,9.57,0.0,2541.0
798,55.25,0.0,34.92,9.83,0.0,2518.0
799,55.56,0.0,37.5,6.94,0.0,2526.0
800,55.66,0.0,34.66,9.68,0.0,2516.0
801,55.94,0.0,39.23,4.83,0.0,2530.0
802,60.0,0.0,40.0,0.0,0.0,2526.0
803,58.98,0.0,37.73,0.0,3.29,2547.0
804,58.22,0.0,35.68,6.1,0.0,2518.0
805,57.87,0.0,37.87,4.26,0.0,2526.0
806,58.61,0.0,35.38,6.0,0.0,2516.0
807,57.78,0.0,39.28,2.93,0.0,2530.0
808,60.0,0.0,40.0,0.0,0.0,2515.0
809,60.0,0.0,32.0,8.0,0.0,2495.0
810,55.81,4.84,39.35,0.0,0.0,2519.0
811,53.34,7.26,39.4,0.0,0.0,2491.0
812,50.86,9.7,39.44,0.0,0.0,2486.0
813,58.23,0.0,39.27,0.0,2.5,2580.0
814,60.0,0.0,40.0,0.0,0.0,2520.0
815,60.0,0.0,40.0,0.0,0.0,2490.0
816,60.0,0.0,40.0,0.0,0.0,2519.0
817,60.0,0.0,40.0,0.0,0.0,2524.0
818,59.5,0.0,34.55,5.95,0.0,2502.0
819,55.6,0.0,38.85,5.55,0.0,2523.0
820,60.0,0.0,40.0,0.0,0.0,2521.0
821,57.0,0.0,33.0,10.0,0.0,2513.0
822,55.0,0.0,40.0,5.0,0.0,2536.0
823,58.9,0.0,34.69,0.0,6.4,2572.0
824,57.74,0.0,39.32,2.94,0.0,2530.0
825,57.72,0.0,39.33,2.94,0.0,2530.0
826,57.0,0.0,35.8,7.2,0.0,2519.0
827,59.0,0.0,36.4,4.6,0.0,2520.0
828,60.0,0.0,40.0,0.0,0.0,2560.0
829,60.0,0.0,40.0,0.0,0.0,2550.0
830,60.0,0.0,40.0,0.0,0.0,2527.0
831,60.0,0.0,40.0,0.0,0.0,2500.0
832,58.61,0.0,35.38,6.01,0.0,2516.0
833,57.72,0.0,39.34,2.94,0.0,2532.0
834,60.0,0.0,40.0,0.0,0.0,2502.0
835,60.0,0.0,40.0,0.0,0.0,2525.0
836,60.0,0.0,40.0,0.0,0.0,2510.0
837,60.0,0.0,40.0,0.0,0.0,2530.0
838,60.0,0.0,40.0,0.0,0.0,2536.0
839,59.72,0.0,30.47,9.8,0.0,2503.0
840,57.27,0.0,33.0,0.0,9.73,2549.0
841,58.98,0.0,37.73,0.0,3.29,2549.0
842,58.9,0.0,34.7,0.0,6.4,2549.0
843,58.23,0.0,39.27,0.0,2.5,2549.0
844,58.0,0.0,42.0,0.0,0.0,2541.0
845,55.8,0.0,41.32,2.88,0.0,2536.0
846,53.64,0.0,40.41,5.94,0.0,2541.0
847,57.2,0.0,41.06,1.74,0.0,2536.0
848,56.18,0.0,43.82,0.0,0.0,2542.0
849,59.79,0.0,40.21,0.0,0.0,2529.0
850,59.72,0.0,40.28,0.0,0.0,2525.0
851,58.2,0.0,41.8,0.0,0.0,2533.0
852,58.3,0.0,41.7,0.0,0.0,2533.0
853,55.8,0.0,44.2,0.0,0.0,2535.0
854,50.5,0.0,42.95,6.55,0.0,2536.0
855,56.0,0.0,44.0,0.0,0.0,2544.0
856,59.73,0.0,40.27,0.0,0.0,2527.0
857,58.2,0.0,41.8,0.0,0.0,2532.0
858,57.32,0.0,42.68,0.0,0.0,2538.0
859,54.91,0.0,45.09,0.0,0.0,2458.0
860,59.57,0.0,40.43,0.0,0.0,2535.0
861,56.32,0.0,43.68,0.0,0.0,2544.0
862,58.0,0.0,42.0,0.0,0.0,2537.0
863,55.0,0.0,45.0,0.0,0.0,2530.0
864,55.0,0.0,45.0,0.0,0.0,2468.0
865,50.5,0.0,49.5,0.0,0.0,2494.0
866,57.5,0.0,42.5,0.0,0.0,2537.0
867,55.56,0.0,44.44,0.0,0.0,2540.0
868,53.64,0.0,40.41,5.95,0.0,2541.0
869,55.0,0.0,45.0,0.0,0.0,2502.0
870,52.5,0.0,47.5,0.0,0.0,2467.0
871,53.2,0.0,41.3,5.5,0.0,2471.0
872,70.0,18.2,11.8,0.0,0.0,2406.0
873,70.0,15.0,15.0,0.0,0.0,2425.0
874,65.0,19.1,15.9,0.0,0.0,2431.0
875,69.2,14.8,16.0,0.0,0.0,2425.0
876,65.5,18.5,16.0,0.0,0.0,2432.0
877,65.0,19.0,16.0,0.0,0.0,2430.0
878,65.0,18.4,16.6,0.0,0.0,2436.0
879,70.0,11.2,18.8,0.0,0.0,2432.0
880,67.8,16.1,16.1,0.0,0.0,2474.0
881,69.01,12.85,13.0,0.0,5.13,2500.0
882,69.0,14.28,16.72,0.0,0.0,2444.0
883,68.72,14.23,12.96,0.0,4.09,2473.0
884,66.99,14.26,16.7,0.0,2.05,2475.0
885,66.72,14.21,12.94,0.0,6.13,2516.0
886,64.98,14.24,16.68,0.0,4.1,2499.0
887,64.73,14.19,12.92,0.0,8.16,2531.0
888,62.99,14.22,16.65,0.0,6.14,2531.0
889,61.0,14.2,16.63,0.0,8.17,2560.0
890,69.86,10.59,19.55,0.0,0.0,2442.0
891,66.67,13.33,20.0,0.0,0.0,2479.0
892,66.67,20.0,13.33,0.0,0.0,2475.0
893,63.0,11.1,18.5,7.4,0.0,2450.0
894,65.0,20.0,15.0,0.0,0.0,2491.0
895,66.66,16.67,16.67,0.0,0.0,2428.0
896,69.94,10.05,15.03,4.98,0.0,2450.0
897,68.04,16.43,14.4,1.13,0.0,2490.0
898,69.0,12.6,13.1,5.3,0.0,2440.0
899,69.6,12.2,13.0,5.2,0.0,2410.0
900,70.0,11.8,13.0,5.2,0.0,2400.0
901,69.5,10.5,13.5,6.5,0.0,2430.0
902,68.5,10.2,14.1,7.2,0.0,2448.0
903,66.66,16.67,16.67,0.0,0.0,2690.0
904,67.2,13.4,15.4,2.7,1.3,2460.0
905,67.9,13.4,15.2,2.4,1.1,2460.0
906,66.8,14.3,15.3,2.4,1.2,2460.0
907,67.3,13.6,15.5,2.4,1.2,2460.0
908,66.97,13.93,15.36,3.42,0.32,2463.0
909,66.95,13.21,15.37,3.42,1.05,2468.0
910,66.96,12.07,15.42,3.43,2.12,2478.0
911,66.99,11.36,15.35,3.44,2.86,2482.0
912,66.95,13.21,15.37,3.42,1.05,2470.0
913,67.32,13.32,14.15,4.68,0.53,2460.0
914,66.97,13.93,15.36,3.42,0.32,2460.0
915,66.99,11.36,15.35,3.44,2.86,2480.0
916,67.19,11.8,15.45,3.44,2.12,2470.0
917,64.96,12.11,15.75,7.18,0.0,2460.0
918,65.47,12.2,13.89,8.44,0.0,2460.0
919,60.81,15.11,15.72,8.36,0.0,2480.0
920,62.79,15.1,13.75,8.36,0.0,2470.0
921,61.45,12.22,17.88,8.45,0.0,2480.0
922,66.96,12.1,13.77,7.17,0.0,2450.0
923,68.41,12.0,13.66,5.93,0.0,2440.0
924,67.45,14.79,12.5,5.26,0.0,2440.0
925,67.96,14.9,10.66,6.48,0.0,2440.0
926,66.7,12.05,14.7,6.55,0.0,2450.0
927,64.96,12.11,15.75,7.18,0.0,2470.0
928,67.7,11.79,14.95,3.44,2.12,2469.0
929,66.5,11.84,15.49,4.04,2.13,2476.0
930,66.63,11.86,15.04,4.34,2.13,2476.0
931,67.6,13.33,14.55,3.46,1.06,2469.0
932,77.73,0.0,11.59,0.0,10.68,2455.0
933,75.82,0.0,12.41,0.0,11.77,2485.0
934,74.79,0.0,14.54,0.0,10.66,2489.0
935,74.51,0.0,14.7,0.0,10.79,2489.0
936,74.5,0.0,14.78,0.0,10.72,2492.0
937,73.83,0.0,15.47,0.0,10.69,2494.0
938,73.46,0.0,14.18,1.01,11.35,2460.0
939,73.87,0.0,14.72,0.0,11.41,2494.0
940,74.82,0.0,14.26,0.0,10.92,2482.0
941,76.57,0.0,12.65,0.0,10.78,2482.0
942,77.62,0.0,12.01,0.0,10.37,2467.0
943,74.86,0.0,13.84,0.92,10.38,2486.0
944,73.96,0.0,14.42,0.92,10.7,2493.0
945,73.75,0.0,14.73,0.92,10.6,2494.0
946,74.84,0.0,14.25,0.0,10.91,2482.0
947,76.32,0.0,12.2,0.0,11.48,2472.0
948,76.32,0.0,12.2,0.0,11.48,2470.0
949,73.36,0.0,14.86,0.0,11.78,2484.0
950,67.92,0.0,5.3,0.0,26.77,2609.0
951,65.62,0.0,5.69,0.0,28.68,2654.0
952,64.66,0.0,8.66,0.0,26.68,2656.0
953,69.82,0.0,5.21,0.0,24.97,2594.0
954,69.89,0.0,8.73,0.0,21.38,2585.0
955,61.06,0.0,9.25,0.0,29.68,2694.0
956,60.09,0.0,9.93,0.0,29.98,2702.0
957,65.0,0.0,10.0,0.0,25.0,2622.0
958,62.5,0.0,10.0,0.0,27.5,2667.0
959,65.0,0.0,0.0,10.0,25.0,2630.0
960,69.22,0.0,9.58,0.0,21.19,2230.0
961,64.93,0.0,0.0,9.26,25.81,2320.0
962,64.9,0.0,0.0,9.2,25.9,2619.0
963,64.27,0.0,7.13,7.13,21.47,2595.0
964,69.22,0.0,9.58,0.0,21.19,2572.0
965,65.0,0.0,0.0,5.0,30.0,2610.0
966,70.0,0.0,0.0,6.0,24.0,2560.0
967,64.93,0.0,0.0,9.26,25.81,2605.0
968,64.91,0.0,0.0,8.99,26.1,2610.0
969,62.74,0.0,0.0,9.24,28.01,2663.0
970,64.63,1.55,0.0,8.95,24.87,2606.0
971,63.52,7.62,0.0,8.8,20.06,2598.0
972,65.0,0.0,0.0,9.0,26.0,2622.0
973,65.0,0.0,0.0,5.0,30.0,2643.0
974,65.15,8.18,0.0,6.57,20.1,2640.0
975,70.0,0.0,0.0,0.0,30.0,2539.0
976,64.8,0.0,0.0,8.99,26.21,2642.0
977,65.94,0.0,0.0,8.02,26.04,2609.0
978,65.85,0.0,0.0,10.0,24.16,2621.0
979,63.01,0.0,0.0,8.65,28.34,2667.0
980,63.77,0.0,0.0,8.01,28.22,2645.0
981,63.64,0.0,0.0,9.98,26.38,2642.0
982,66.61,0.0,0.0,9.33,24.05,2599.0
983,64.8,0.0,0.0,8.99,26.21,2626.0
984,65.38,0.0,0.0,8.5,26.12,2621.0
985,65.32,0.0,0.0,9.49,25.19,2616.0
986,63.9,0.0,0.0,8.82,27.28,2654.0
987,64.29,0.0,0.0,8.5,27.22,2640.0
988,64.22,0.0,0.0,9.49,26.29,2635.0
989,65.71,0.0,0.0,9.16,25.13,2611.0
990,64.8,0.0,0.0,8.99,26.21,2624.0
991,63.32,0.0,0.0,9.31,27.36,2649.0
992,66.23,0.0,0.0,9.66,24.11,2602.0
993,64.86,0.0,0.0,8.0,27.13,2636.0
994,66.3,0.0,0.0,8.64,25.06,2610.0
995,63.39,0.0,0.0,8.33,28.28,2650.0
996,64.75,0.0,0.0,9.99,25.27,2626.0
997,69.77,0.0,0.0,5.91,24.32,2602.0
998,69.47,0.0,0.0,8.91,21.62,2580.0
999,69.95,0.0,0.0,9.95,20.1,2550.0
1000,60.88,3.23,0.0,8.9,26.98,2672.0
1001,62.58,3.41,0.0,9.27,24.75,2645.0
1002,61.66,3.87,0.0,8.79,25.68,2661.0
1003,61.6,4.67,0.0,9.23,24.51,2654.0
1004,60.18,5.38,0.0,9.59,24.86,2676.0
1005,60.17,4.83,0.0,8.27,26.73,2688.0
1006,60.61,2.52,0.0,9.0,27.87,2683.0
1007,63.11,2.7,0.0,7.82,26.38,2654.0
1008,62.36,4.18,0.0,8.28,25.19,2657.0
1009,62.75,3.18,0.0,8.32,25.75,2657.0
1010,60.66,4.6,0.0,9.23,25.51,2663.0
1011,61.68,3.47,0.0,8.28,26.57,2664.0
1012,63.02,3.09,0.0,9.23,24.66,2644.0
1013,61.82,5.18,0.0,8.62,24.38,2667.0
1014,61.83,2.48,0.0,7.81,27.89,2702.0
1015,63.56,3.12,0.0,9.6,23.72,2638.0
1016,63.04,4.41,0.0,7.8,24.75,2649.0
1017,62.52,3.96,0.0,9.72,23.8,2644.0
1018,64.57,2.11,0.0,9.77,23.55,2631.0
1019,60.91,4.01,0.0,9.19,25.89,2681.0
1020,63.0,4.7,0.0,8.72,23.59,2659.0
1021,60.28,3.62,0.0,9.73,26.36,2674.0
1022,62.58,4.44,0.0,8.75,24.23,2660.0
1023,61.44,4.12,0.0,8.69,25.75,2663.0
1024,68.76,0.0,19.58,11.66,0.0,2432.0
1025,66.6,0.0,16.7,16.7,0.0,2420.0
1026,65.0,0.0,15.0,20.0,0.0,2428.0
1027,65.0,0.0,20.0,15.0,0.0,2450.0
1028,65.0,0.0,17.5,17.5,0.0,2447.0
1029,66.6,0.0,16.7,16.7,0.0,2431.0
1030,66.67,0.0,19.05,14.28,0.0,2420.0
